Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Ben Roethlisberger,QB,11,PIT,DET,29,45,64,367,8,4,0,119,6,12,2,0,34.88,2013
2,Carson Palmer,QB,11,ARI,JAX,30,42,71,419,10,2,0,119,3,-3,-1,0,27.46,2013
3,Matthew Stafford,QB,11,DET,PIT,19,46,41,362,8,2,1,75,3,24,8,0,26.88,2013
4,Cam Newton,QB,11,CAR,NE,19,28,68,209,8,3,0,125,7,62,9,0,26.56,2013
5,Robert Griffin III,QB,11,WAS,PHI,17,35,49,264,8,2,1,81,10,44,4,0,24.96,2013
6,Nick Foles,QB,11,PHI,WAS,17,26,65,298,12,0,0,104,9,47,5,1,22.62,2013
7,Alex Smith,QB,11,KC,DEN,21,45,47,230,5,2,0,77,5,52,10,0,22.40,2013
8,Matt McGloin,QB,11,OAK,HOU,18,32,56,197,6,3,0,106,3,-3,-1,0,19.58,2013
9,Peyton Manning,QB,11,DEN,KC,24,40,60,323,8,1,0,94,1,0,0,0,18.92,2013
10,EJ Manuel,QB,11,BUF,NYJ,20,28,71,245,9,2,0,122,7,9,1,0,18.70,2013
11,Russell Wilson,QB,11,SEA,MIN,13,18,72,230,13,2,0,151,2,14,7,0,18.60,2013
12,Andrew Luck,QB,11,IND,TEN,23,36,64,232,6,0,0,82,9,31,3,1,18.38,2013
13,Drew Brees,QB,11,NO,SF,30,43,70,305,7,1,1,88,1,-1,-1,0,18.10,2013
14,Mike Glennon,QB,11,TB,ATL,20,23,87,231,10,2,0,138,1,4,4,0,17.64,2013
15,Matt Ryan,QB,11,ATL,TB,19,36,53,254,7,2,2,71,0,0,0,0,16.16,2013
16,Ryan Tannehill,QB,11,MIA,LAC,22,35,63,268,8,1,1,84,4,21,5,0,15.82,2013
17,Philip Rivers,QB,11,LAC,MIA,22,34,65,298,9,1,1,90,2,6,3,0,15.52,2013
18,Ryan Fitzpatrick,QB,11,TEN,IND,22,28,79,222,8,1,0,112,4,26,7,0,15.48,2013
19,Tom Brady,QB,11,NE,CAR,29,40,73,296,7,1,1,91,1,3,3,0,15.14,2013
20,Scott Tolzien,QB,11,GB,NYG,24,34,71,339,10,0,3,66,2,11,6,0,14.66,2013
21,Colin Kaepernick,QB,11,SF,NO,17,31,55,127,4,2,1,73,3,25,8,0,14.58,2013
22,Eli Manning,QB,11,NYG,GB,25,35,71,279,8,1,1,92,1,3,3,0,14.46,2013
23,Andy Dalton,QB,11,CIN,CLE,13,27,48,93,3,3,2,63,4,0,0,0,13.72,2013
24,Josh McCown,QB,11,CHI,BAL,19,31,61,216,7,1,0,93,2,-1,-1,0,12.54,2013
25,Chad Henne,QB,11,JAX,ARI,27,42,64,255,6,1,2,69,0,0,0,0,12.20,2013
26,Jason Campbell,QB,11,CLE,CIN,27,56,48,248,4,1,3,44,0,0,0,0,10.92,2013
27,Joe Flacco,QB,11,BAL,CHI,17,31,55,162,5,1,2,53,4,20,5,0,10.48,2013
28,Case Keenum,QB,11,HOU,OAK,13,24,54,170,7,1,1,73,0,0,0,0,9.80,2013
29,Chris Simms,QB,11,NYJ,BUF,4,6,67,60,10,1,0,139,0,0,0,0,6.40,2013
30,Matt Schaub,QB,11,HOU,OAK,12,25,48,155,6,0,0,68,0,0,0,0,6.20,2013
31,Christian Ponder,QB,11,MIN,SEA,13,22,59,129,6,1,2,53,5,0,0,0,6.16,2013
32,Matt Cassel,QB,11,MIN,SEA,5,13,39,78,6,1,1,53,0,0,0,0,6.12,2013
33,Dominique Davis,QB,11,ATL,TB,5,7,71,34,5,0,0,82,0,0,0,0,3.36,2013
34,Joe Webb,QB,11,MIN,SEA,0,0,0,0,0,0,0,0,0,0,0,0,2.90,2013
35,Tarvaris Jackson,QB,11,SEA,MIN,1,3,33,6,2,0,0,42,1,-1,-1,0,0.14,2013
36,Geno Smith,QB,11,NYJ,BUF,8,23,35,103,5,0,3,10,1,0,0,0,0.12,2013
37,Dan Orlovsky,QB,11,TB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
38,Luke McCown,QB,11,NO,SF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
