Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Calvin Johnson,WR,11,DET,PIT,13,6,46,179,2,79,14,30,0,0,0,0,0,38.90,2013
2,Antonio Brown,WR,11,PIT,DET,13,7,54,147,2,47,11,21,1,-8,0,0,0,35.90,2013
3,Vincent Jackson,WR,11,TB,ATL,12,10,83,165,1,53,14,17,0,0,0,0,0,35.50,2013
4,Michael Floyd,WR,11,ARI,JAX,10,6,60,193,1,91,19,32,0,0,0,0,0,34.30,2013
5,Harry Douglas,WR,11,ATL,TB,9,6,67,134,1,80,15,22,0,0,0,0,0,28.40,2013
6,Josh Gordon,WR,11,CLE,CIN,15,5,33,125,1,74,8,25,0,0,0,0,0,26.50,2013
7,Andre Johnson,WR,11,HOU,OAK,17,10,59,116,0,34,7,12,0,0,0,0,0,24.60,2013
8,Jordy Nelson,WR,11,GB,NYG,9,8,89,117,0,29,13,15,0,0,0,0,0,22.70,2013
9,Victor Cruz,WR,11,NYG,GB,11,8,73,110,0,30,10,14,0,0,0,0,0,22.00,2013
10,Jarius Wright,WR,11,MIN,SEA,4,3,75,69,2,38,17,23,0,0,0,0,0,21.90,2013
11,Marquise Goodwin,WR,11,BUF,NYJ,9,6,67,81,1,43,9,14,1,17,0,0,0,21.80,2013
12,Rod Streater,WR,11,OAK,HOU,8,6,75,84,1,36,11,14,1,8,0,0,0,21.20,2013
13,Demaryius Thomas,WR,11,DEN,KC,13,5,39,121,0,70,9,24,0,0,0,0,0,20.10,2013
14,Brandon LaFell,WR,11,CAR,NE,8,7,88,59,1,17,7,8,0,0,0,0,0,18.90,2013
15,Larry Fitzgerald,WR,11,ARI,JAX,9,6,67,61,1,17,7,10,0,0,0,0,0,18.10,2013
16,Anquan Boldin,WR,11,SF,NO,9,6,67,56,1,14,6,9,0,0,0,0,0,17.60,2013
17,Alshon Jeffery,WR,11,CHI,BAL,11,7,64,83,0,18,8,12,3,17,0,1,0,17.00,2013
18,Kendall Wright,WR,11,TEN,IND,12,9,75,80,0,17,7,9,0,0,0,0,0,17.00,2013
19,Dwayne Bowe,WR,11,KC,DEN,14,4,29,57,1,26,4,14,0,0,0,0,0,15.70,2013
20,Wes Welker,WR,11,DEN,KC,10,8,80,72,0,20,7,9,0,0,0,0,0,15.20,2013
21,TJ Graham,WR,11,BUF,NYJ,4,2,50,74,1,40,19,37,1,-3,0,0,0,15.10,2013
22,Jarrett Boykin,WR,11,GB,NYG,8,6,75,91,0,52,11,15,0,0,0,0,0,15.10,2013
23,Doug Baldwin,WR,11,SEA,MIN,2,2,100,63,1,44,32,32,0,0,0,0,0,14.30,2013
24,Torrey Smith,WR,11,BAL,CHI,8,5,63,32,1,13,4,6,0,0,0,0,0,14.20,2013
25,Ace Sanders,WR,11,JAX,ARI,10,8,80,61,0,29,6,8,0,0,0,0,0,14.10,2013
26,Aldrick Robinson,WR,11,WAS,PHI,3,2,67,60,1,41,20,30,0,0,0,0,0,14.00,2013
27,Jerricho Cotchery,WR,11,PIT,DET,5,3,60,48,1,20,10,16,0,0,0,0,0,13.80,2013
28,Pierre Garcon,WR,11,WAS,PHI,10,6,60,68,0,21,7,11,1,9,0,0,0,13.70,2013
29,Marques Colston,WR,11,NO,SF,8,5,63,80,0,26,10,16,0,0,0,0,0,13.00,2013
30,Rueben Randle,WR,11,NYG,GB,3,3,100,37,1,26,12,12,0,0,0,0,0,12.70,2013
31,DeSean Jackson,WR,11,PHI,WAS,4,4,100,82,0,26,21,21,0,0,0,0,0,12.20,2013
32,Eric Decker,WR,11,DEN,KC,6,5,83,71,0,33,12,14,0,0,0,0,0,12.10,2013
33,Roddy White,WR,11,ATL,TB,9,3,33,36,1,16,4,12,0,0,0,1,1,11.60,2013
34,Brian Hartline,WR,11,MIA,LAC,13,5,39,65,0,16,5,13,0,0,0,0,0,11.50,2013
35,Keshawn Martin,WR,11,HOU,OAK,5,2,40,32,0,23,6,16,0,0,0,0,0,11.20,2013
36,Danny Amendola,WR,11,NE,CAR,7,6,86,45,0,13,6,8,0,0,0,0,0,10.50,2013
37,Steve Smith,WR,11,CAR,NE,6,4,67,62,0,42,10,16,0,0,0,0,0,10.20,2013
38,Mohamed Sanu,WR,11,CIN,CLE,5,2,40,11,1,6,2,6,0,0,0,0,0,10.10,2013
39,Robert Meachem,WR,11,NO,SF,2,2,100,78,0,44,39,39,0,0,0,0,0,9.80,2013
40,Ted Ginn,WR,11,CAR,NE,3,1,33,25,1,25,8,25,0,0,0,0,0,9.50,2013
41,TY Hilton,WR,11,IND,TEN,9,5,56,44,0,17,5,9,0,0,0,0,0,9.40,2013
