Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Cincinnati Bengals,DST,11,CIN,CLE,7,4,9,3,1,0,1,1,20,27.00,2013
2,Buffalo Bills,DST,11,BUF,NYJ,6,4,8,3,1,0,1,0,14,19.00,2013
3,Seattle Seahawks,DST,11,SEA,MIN,5,2,3,3,1,0,1,0,20,17.00,2013
4,New York Giants,DST,11,NYG,GB,5,0,5,3,0,0,1,0,13,16.00,2013
5,Tampa Bay Buccaneers,DST,11,TB,ATL,6,3,8,2,1,0,1,0,28,16.00,2013
6,Chicago Bears,DST,11,CHI,BAL,9,3,2,2,0,0,1,0,20,14.00,2013
7,Philadelphia Eagles,DST,11,PHI,WAS,8,4,3,1,1,0,0,0,16,9.00,2013
8,Pittsburgh Steelers,DST,11,PIT,DET,3,2,5,1,2,0,0,0,27,8.00,2013
9,Arizona Cardinals,DST,11,ARI,JAX,4,2,4,2,0,0,0,0,14,7.00,2013
10,Carolina Panthers,DST,11,CAR,NE,3,2,6,1,1,0,0,0,20,7.00,2013
11,Houston Texans,DST,11,HOU,OAK,4,2,7,0,0,0,0,1,28,7.00,2013
12,Los Angeles Chargers,DST,11,LAC,MIA,7,4,3,1,0,0,0,0,20,7.00,2013
13,Cleveland Browns,DST,11,CLE,CIN,1,0,1,2,0,0,1,0,41,6.00,2013
14,Denver Broncos,DST,11,DEN,KC,4,3,5,0,1,0,0,0,17,6.00,2013
15,Green Bay Packers,DST,11,GB,NYG,8,4,6,1,0,0,0,0,27,6.00,2013
16,Miami Dolphins,DST,11,MIA,LAC,4,3,6,1,0,0,0,0,16,6.00,2013
17,New Orleans Saints,DST,11,NO,SF,5,3,6,1,0,0,0,0,20,6.00,2013
18,Oakland Raiders,DST,11,OAK,HOU,7,2,7,1,1,0,0,0,23,6.00,2013
19,San Francisco 49ers,DST,11,SF,NO,3,1,2,1,1,0,0,0,23,5.00,2013
20,Indianapolis Colts,DST,11,IND,TEN,6,2,5,0,1,0,0,0,27,4.00,2013
21,Baltimore Ravens,DST,11,BAL,CHI,4,2,3,0,0,0,0,0,23,3.00,2013
22,Jacksonville Jaguars,DST,11,JAX,ARI,8,3,7,0,0,0,0,0,27,3.00,2013
23,New England Patriots,DST,11,NE,CAR,3,3,2,0,0,0,0,0,24,3.00,2013
24,Washington Redskins,DST,11,WAS,PHI,8,3,4,0,0,0,0,0,24,3.00,2013
25,Kansas City Chiefs,DST,11,KC,DEN,3,0,0,0,1,0,0,0,27,2.00,2013
26,New York Jets,DST,11,NYJ,BUF,5,1,4,0,0,0,0,0,37,0.00,2013
27,Tennessee Titans,DST,11,TEN,IND,2,1,4,0,0,0,0,0,30,0.00,2013
28,Atlanta Falcons,DST,11,ATL,TB,4,2,2,0,0,0,0,0,41,-2.00,2013
29,Detroit Lions,DST,11,DET,PIT,7,1,1,0,0,0,0,0,37,-3.00,2013
30,Minnesota Vikings,DST,11,MIN,SEA,5,1,4,0,0,0,0,0,41,-3.00,2013
