,Player,Position,Team,Opponent,Points,PlayerID
0,Matthew Stafford,QB,DET,PIT,26.88,00-0026498
1,Cam Newton,QB,CAR,NE,26.56,00-0027939
2,Robert Griffin III,QB,WAS,PHI,24.96,00-0029532
3,Nick Foles,QB,PHI,WAS,22.62,00-0029567
4,Alex Smith,QB,KC,DEN,22.4,00-0023436
5,Matt McGloin,QB,OAK,HOU,19.58,00-0030419
6,Peyton Manning,QB,DEN,KC,18.92,00-0010346
7,EJ Manuel,QB,BUF,NYJ,18.7,00-0030526
8,Russell Wilson,QB,SEA,MIN,18.6,00-0029263
9,Andrew Luck,QB,IND,TEN,18.38,00-0029668
10,Drew Brees,QB,NO,SF,18.1,00-0020531
11,Mike Glennon,QB,TB,ATL,17.64,00-0030520
12,Matt Ryan,QB,ATL,TB,16.16,00-0026143
13,Ryan Tannehill,QB,MIA,LAC,15.82,00-0029701
14,Philip Rivers,QB,LAC,MIA,15.52,00-0022942
15,Ryan Fitzpatrick,QB,TEN,IND,15.48,00-0023682
16,Tom Brady,QB,NE,CAR,15.14,00-0019596
17,Scott Tolzien,QB,GB,NYG,14.66,00-0028595
18,Colin Kaepernick,QB,SF,NO,14.58,00-0027974
19,Eli Manning,QB,NYG,GB,14.46,00-0022803
20,Andy Dalton,QB,CIN,CLE,13.72,00-0027973
21,Josh McCown,QB,CHI,BAL,12.54,00-0021206
22,Chad Henne,QB,JAX,ARI,12.2,00-0026197
23,Jason Campbell,QB,CLE,CIN,10.92,00-0023460
24,Joe Flacco,QB,BAL,CHI,10.48,00-0026158
25,Case Keenum,QB,HOU,OAK,9.8,00-0028986
26,Chris Simms,QB,NYJ,BUF,6.4,00-0022005
27,Matt Schaub,QB,HOU,OAK,6.2,00-0022787
28,Christian Ponder,QB,MIN,SEA,6.16,00-0027950
29,Matt Cassel,QB,MIN,SEA,6.12,00-0023662
30,Dominique Davis,QB,ATL,TB,3.36,00-0028863
