Player,Position,Team,Opponent,Points
Matthew Stafford,QB,DET,PIT,26.88
Cam Newton,QB,CAR,NE,26.56
Robert Griffin III,QB,WAS,PHI,24.96
Nick Foles,QB,PHI,WAS,22.62
Alex Smith,QB,KC,DEN,22.40
Matt McGloin,QB,OAK,HOU,19.58
Peyton Manning,QB,DEN,KC,18.92
EJ Manuel,QB,BUF,NYJ,18.70
Russell Wilson,QB,SEA,MIN,18.60
Andrew Luck,QB,IND,TEN,18.38
Drew Brees,QB,NO,SF,18.10
Mike Glennon,QB,TB,ATL,17.64
Matt Ryan,QB,ATL,TB,16.16
Ryan Tannehill,QB,MIA,LAC,15.82
Philip Rivers,QB,LAC,MIA,15.52
Ryan Fitzpatrick,QB,TEN,IND,15.48
Tom Brady,QB,NE,CAR,15.14
Scott Tolzien,QB,GB,NYG,14.66
Colin Kaepernick,QB,SF,NO,14.58
Eli Manning,QB,NYG,GB,14.46
Andy Dalton,QB,CIN,CLE,13.72
Josh McCown,QB,CHI,BAL,12.54
Chad Henne,QB,JAX,ARI,12.20
Jason Campbell,QB,CLE,CIN,10.92
Joe Flacco,QB,BAL,CHI,10.48
Case Keenum,QB,HOU,OAK,9.80
Chris Simms,QB,NYJ,BUF,6.40
Matt Schaub,QB,HOU,OAK,6.20
Christian Ponder,QB,MIN,SEA,6.16
Matt Cassel,QB,MIN,SEA,6.12
Dominique Davis,QB,ATL,TB,3.36
Joe Webb,QB,MIN,SEA,2.90
Tarvaris Jackson,QB,SEA,MIN,0.14
Geno Smith,QB,NYJ,BUF,0.12
Dan Orlovsky,QB,TB,ATL,0.00
Luke McCown,QB,NO,SF,0.00
Vincent Jackson,WR,TB,ATL,35.50
Michael Floyd,WR,ARI,JAX,34.30
Harry Douglas,WR,ATL,TB,28.40
Josh Gordon,WR,CLE,CIN,26.50
Andre Johnson,WR,HOU,OAK,24.60
Jordy Nelson,WR,GB,NYG,22.70
Victor Cruz,WR,NYG,GB,22.00
Jarius Wright,WR,MIN,SEA,21.90
Marquise Goodwin,WR,BUF,NYJ,21.80
Rod Streater,WR,OAK,HOU,21.20
Demaryius Thomas,WR,DEN,KC,20.10
Brandon LaFell,WR,CAR,NE,18.90
Larry Fitzgerald,WR,ARI,JAX,18.10
Anquan Boldin,WR,SF,NO,17.60
Alshon Jeffery,WR,CHI,BAL,17.00
Kendall Wright,WR,TEN,IND,17.00
Dwayne Bowe,WR,KC,DEN,15.70
Wes Welker,WR,DEN,KC,15.20
TJ Graham,WR,BUF,NYJ,15.10
Jarrett Boykin,WR,GB,NYG,15.10
Doug Baldwin,WR,SEA,MIN,14.30
Torrey Smith,WR,BAL,CHI,14.20
Ace Sanders,WR,JAX,ARI,14.10
Aldrick Robinson,WR,WAS,PHI,14.00
Jerricho Cotchery,WR,PIT,DET,13.80
Pierre Garcon,WR,WAS,PHI,13.70
Marques Colston,WR,NO,SF,13.00
Rueben Randle,WR,NYG,GB,12.70
DeSean Jackson,WR,PHI,WAS,12.20
Eric Decker,WR,DEN,KC,12.10
Roddy White,WR,ATL,TB,11.60
Brian Hartline,WR,MIA,LAC,11.50
Keshawn Martin,WR,HOU,OAK,11.20
Danny Amendola,WR,NE,CAR,10.50
Steve Smith,WR,CAR,NE,10.20
Mohamed Sanu,WR,CIN,CLE,10.10
Robert Meachem,WR,NO,SF,9.80
Ted Ginn,WR,CAR,NE,9.50
TY Hilton,WR,IND,TEN,9.40
Rishard Matthews,WR,MIA,LAC,9.20
Santonio Holmes,WR,NYJ,BUF,9.10
Denarius Moore,WR,OAK,HOU,9.10
Hakeem Nicks,WR,NYG,GB,9.00
Brandon Marshall,WR,CHI,BAL,8.20
Kenbrell Thompkins,WR,NE,CAR,8.00
Mike Wallace,WR,MIA,LAC,7.90
Aaron Dobson,WR,NE,CAR,7.80
James Jones,WR,GB,NYG,7.50
Coby Fleener,TE,IND,TEN,21.70
Charles Clay,TE,MIA,LAC,21.00
Rob Gronkowski,TE,NE,CAR,16.90
Mychal Rivera,TE,OAK,HOU,16.40
Greg Olsen,TE,CAR,NE,16.20
Tony Gonzalez,TE,ATL,TB,15.30
Antonio Gates,TE,LAC,MIA,15.20
Heath Miller,TE,PIT,DET,14.70
Anthony Fasano,TE,KC,DEN,13.70
Julius Thomas,TE,DEN,KC,13.30
Vernon Davis,TE,SF,NO,13.30
Danny Noble,TE,JAX,ARI,13.20
Rob Housler,TE,ARI,JAX,13.00
Ladarius Green,TE,LAC,MIA,12.10
John Carlson,TE,MIN,SEA,11.90
Jeff Cumberland,TE,NYJ,BUF,11.50
Zach Miller,TE,SEA,MIN,10.90
Jermaine Gresham,TE,CIN,CLE,10.70
Jimmy Graham,TE,NO,SF,10.10
Jordan Cameron,TE,CLE,CIN,8.90
Josh Hill,TE,NO,SF,7.30
Alex Smith,TE,CIN,CLE,7.20
Martellus Bennett,TE,CHI,BAL,6.80
Brandon Pettigrew,TE,DET,PIT,6.70
Brandon Myers,TE,NYG,GB,6.20
Clay Harbor,TE,JAX,ARI,6.20
Sean McGrath,TE,KC,DEN,6.00
Scott Chandler,TE,BUF,NYJ,6.00
Marcedes Lewis,TE,JAX,ARI,5.30
Brent Celek,TE,PHI,WAS,5.20
Zach Ertz,TE,PHI,WAS,5.10
Dallas Clark,TE,BAL,CHI,5.10
Jake Ballard,TE,ARI,JAX,3.90
Andrew Quarless,TE,GB,NYG,3.80
Jim Dray,TE,ARI,JAX,3.80
Brandon Bostick,TE,GB,NYG,3.60
Kellen Winslow,TE,NYJ,BUF,2.70
Ed Dickson,TE,BAL,CHI,2.60
Tyler Eifert,TE,CIN,CLE,2.50
Joseph Fauria,TE,DET,PIT,2.40
Tim Wright,TE,TB,ATL,2.30
John Phillips,TE,LAC,MIA,2.30
Gary Barnidge,TE,CLE,CIN,2.20
Jordan Reed,TE,WAS,PHI,2.20
Weslye Saunders,TE,IND,TEN,2.10
Chase Ford,TE,MIN,SEA,2.10
Vance McDonald,TE,SF,NO,2.00
Luke Willson,TE,SEA,MIN,1.70
Ray Rice,RB,BAL,CHI,26.80
Marshawn Lynch,RB,SEA,MIN,26.30
Rashad Jennings,RB,OAK,HOU,25.80
Matt Forte,RB,CHI,BAL,23.50
Donald Brown,RB,IND,TEN,22.40
Chris Johnson,RB,TEN,IND,21.40
Ryan Mathews,RB,LAC,MIA,19.30
Montee Ball,RB,DEN,KC,19.10
Joique Bell,RB,DET,PIT,18.70
Antone Smith,RB,ATL,TB,16.20
Chris Ivory,RB,NYJ,BUF,15.80
Ben Tate,RB,HOU,OAK,15.70
Shane Vereen,RB,NE,CAR,15.20
Chris Ogbonnaya,RB,CLE,CIN,14.90
Darrel Young,FB,WAS,PHI,13.80
Maurice Jones-Drew,RB,JAX,ARI,13.50
Pierre Thomas,RB,NO,SF,13.40
Daniel Thomas,RB,MIA,LAC,12.90
Eddie Lacy,RB,GB,NYG,12.80
Le'Veon Bell,RB,PIT,DET,12.80
Giovani Bernard,RB,CIN,CLE,12.60
Andre Brown,RB,NYG,GB,12.30
Rashard Mendenhall,RB,ARI,JAX,11.70
Fozzy Whittaker,RB,CLE,CIN,11.10
Trent Richardson,RB,IND,TEN,10.30
Dexter McCluster,RB,KC,DEN,10.30
Stevan Ridley,RB,NE,CAR,9.80
Alfred Morris,RB,WAS,PHI,9.30
Jamaal Charles,RB,KC,DEN,9.20
Steven Jackson,RB,ATL,TB,8.50
Toby Gerhart,RB,MIN,SEA,8.40
Roy Helu,RB,WAS,PHI,8.00
Knowshon Moreno,RB,DEN,KC,7.90
Frank Summers,FB,BUF,NYJ,7.90
Brian Leonard,RB,TB,ATL,7.70
Jed Collins,FB,NO,SF,7.60
Frank Gore,RB,SF,NO,7.60
Darren Sproles,RB,NO,SF,7.50
Will Johnson,FB,PIT,DET,7.10
Brandon Jacobs,RB,NYG,GB,6.90
Adrian Peterson,RB,MIN,SEA,6.50
Reggie Bush,RB,DET,PIT,6.40
BenJarvus Green-Ellis,RB,CIN,CLE,6.20
Fred Jackson,RB,BUF,NYJ,5.90
Lamar Miller,RB,MIA,LAC,5.70
Danny Woodhead,RB,LAC,MIA,5.70
John Kuhn,FB,GB,NYG,5.30
Bryce Brown,RB,PHI,WAS,5.00
Dan Carpenter,K,BUF,NYJ,0.00
Adam Vinatieri,K,IND,TEN,0.00
Rian Lindell,K,TB,ATL,0.00
Steven Hauschka,K,SEA,MIN,0.00
Garrett Hartley,K,NO,SF,0.00
Matt Prater,K,DEN,KC,0.00
Robbie Gould,K,CHI,BAL,0.00
Mike Nugent,K,CIN,CLE,0.00
Nick Novak,K,LAC,MIA,0.00
Justin Tucker,K,BAL,CHI,0.00
Phil Dawson,K,SF,NO,0.00
Josh Brown,K,NYG,GB,0.00
David Akers,K,DET,PIT,0.00
Rob Bironas,K,TEN,IND,0.00
Mason Crosby,K,GB,NYG,0.00
Jay Feely,K,ARI,JAX,0.00
Matt Bryant,K,ATL,TB,0.00
Stephen Gostkowski,K,NE,CAR,0.00
Billy Cundiff,K,CLE,CIN,0.00
Caleb Sturgis,K,MIA,LAC,0.00
Blair Walsh,K,MIN,SEA,0.00
Graham Gano,K,CAR,NE,0.00
Alex Henery,K,PHI,WAS,0.00
Ryan Succop,K,KC,DEN,0.00
Sebastian Janikowski,K,OAK,HOU,0.00
Nick Folk,K,NYJ,BUF,0.00
Josh Scobee,K,JAX,ARI,0.00
DJ Smith,K,HOU,OAK,0.00
Kai Forbath,K,WAS,PHI,0.00
Seattle Seahawks,DST,SEA,MIN,17.00
New York Giants,DST,NYG,GB,16.00
Tampa Bay Buccaneers,DST,TB,ATL,16.00
Chicago Bears,DST,CHI,BAL,14.00
Philadelphia Eagles,DST,PHI,WAS,9.00
Pittsburgh Steelers,DST,PIT,DET,8.00
Houston Texans,DST,HOU,OAK,7.00
Carolina Panthers,DST,CAR,NE,7.00
Arizona Cardinals,DST,ARI,JAX,7.00
Los Angeles Chargers,DST,LAC,MIA,7.00
New Orleans Saints,DST,NO,SF,6.00
Cleveland Browns,DST,CLE,CIN,6.00
Miami Dolphins,DST,MIA,LAC,6.00
