Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Shaun Suisham,K,11,PIT,DET,3,3,100,34,4,4,0.00,2013
2,Dan Carpenter,K,11,BUF,NYJ,3,3,100,43,4,4,0.00,2013
3,Randy Bullock,K,11,HOU,OAK,3,3,100,51,2,2,0.00,2013
4,Adam Vinatieri,K,11,IND,TEN,3,3,100,50,3,3,0.00,2013
5,Rian Lindell,K,11,TB,ATL,2,3,67,46,5,5,0.00,2013
6,Mike Nugent,K,11,CIN,CLE,2,2,100,41,5,5,0.00,2013
7,Robbie Gould,K,11,CHI,BAL,3,3,100,46,2,2,0.00,2013
8,Steven Hauschka,K,11,SEA,MIN,2,2,100,50,5,5,0.00,2013
9,Garrett Hartley,K,11,NO,SF,3,3,100,42,2,2,0.00,2013
10,Matt Prater,K,11,DEN,KC,2,3,67,54,3,3,0.00,2013
11,Justin Tucker,K,11,BAL,CHI,2,2,100,52,2,2,0.00,2013
12,Nick Novak,K,11,LAC,MIA,3,3,100,50,1,1,0.00,2013
13,Phil Dawson,K,11,SF,NO,2,2,100,55,2,2,0.00,2013
14,Rob Bironas,K,11,TEN,IND,2,2,100,38,3,3,0.00,2013
15,Jay Feely,K,11,ARI,JAX,2,2,100,32,3,3,0.00,2013
16,David Akers,K,11,DET,PIT,2,2,100,35,3,3,0.00,2013
17,Josh Brown,K,11,NYG,GB,2,2,100,40,3,3,0.00,2013
18,Mason Crosby,K,11,GB,NYG,2,2,100,57,1,1,0.00,2013
19,Billy Cundiff,K,11,CLE,CIN,2,2,100,28,2,2,0.00,2013
20,Matt Bryant,K,11,ATL,TB,2,2,100,49,2,2,0.00,2013
21,Caleb Sturgis,K,11,MIA,LAC,2,2,100,37,2,2,0.00,2013
22,Blair Walsh,K,11,MIN,SEA,2,2,100,45,2,2,0.00,2013
23,Stephen Gostkowski,K,11,NE,CAR,2,2,100,42,2,2,0.00,2013
24,Alex Henery,K,11,PHI,WAS,1,1,100,24,3,3,0.00,2013
25,Graham Gano,K,11,CAR,NE,1,1,100,43,3,3,0.00,2013
26,Ryan Succop,K,11,KC,DEN,1,1,100,20,2,2,0.00,2013
27,Sebastian Janikowski,K,11,OAK,HOU,0,1,0,0,4,4,0.00,2013
28,Josh Scobee,K,11,JAX,ARI,0,1,0,0,2,2,0.00,2013
29,Nick Folk,K,11,NYJ,BUF,0,1,0,0,2,2,0.00,2013
30,Kai Forbath,K,11,WAS,PHI,0,0,0,0,0,0,0.00,2013
31,DJ Smith,K,11,HOU,OAK,0,0,0,0,0,0,0.00,2013
