Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Graham Gano,K,12,CAR,DAL,4,5,80,50,3,3,0.00,2015
2,Jason Myers,K,12,JAX,LAC,4,4,100,51,1,2,0.00,2015
3,Adam Vinatieri,K,12,IND,TB,4,4,100,49,1,2,0.00,2015
4,Cairo Santos,K,12,KC,BUF,3,4,75,49,3,3,0.00,2015
5,Chris Boswell,K,12,PIT,SEA,3,3,100,44,1,1,0.00,2015
6,Matt Prater,K,12,DET,PHI,1,1,100,48,6,6,0.00,2015
7,Mason Crosby,K,12,GB,CHI,2,2,100,50,1,1,0.00,2015
8,Phil Dawson,K,12,SF,ARI,2,2,100,53,1,1,0.00,2015
9,Justin Tucker,K,12,BAL,CLE,2,2,100,49,3,3,0.00,2015
10,Travis Coons,K,12,CLE,BAL,2,3,67,31,3,3,0.00,2015
11,Dustin Hopkins,K,12,WAS,NYG,2,3,67,41,2,2,0.00,2015
12,Blair Walsh,K,12,MIN,ATL,2,3,67,39,2,2,0.00,2015
13,Randy Bullock,K,12,NYJ,MIA,1,1,100,41,5,5,0.00,2015
14,Kai Forbath,K,12,NO,HOU,2,2,100,57,0,0,0.00,2015
15,Mike Nugent,K,12,CIN,LAR,1,1,100,21,4,4,0.00,2015
16,Josh Lambo,K,12,LAC,JAX,1,1,100,28,4,4,0.00,2015
17,Chandler Catanzaro,K,12,ARI,SF,2,2,100,41,1,2,0.00,2015
18,Dan Bailey,K,12,DAL,CAR,2,2,100,48,0,0,0.00,2015
19,Nick Novak,K,12,HOU,NO,1,1,100,34,3,3,0.00,2015
20,Connor Barth,K,12,TB,IND,2,3,67,38,0,1,0.00,2015
21,Sebastian Janikowski,K,12,OAK,TEN,1,1,100,24,3,3,0.00,2015
22,Stephen Gostkowski,K,12,NE,DEN,1,1,100,47,3,3,0.00,2015
23,Brandon McManus,K,12,DEN,NE,1,2,50,21,3,3,0.00,2015
24,Robbie Gould,K,12,CHI,GB,1,1,100,21,2,2,0.00,2015
25,Dan Carpenter,K,12,BUF,KC,1,1,100,27,1,2,0.00,2015
26,Shayne Graham,K,12,ATL,MIN,1,1,100,31,1,1,0.00,2015
27,Steven Hauschka,K,12,SEA,PIT,0,0,0,0,3,4,0.00,2015
28,Caleb Sturgis,K,12,PHI,DET,0,1,0,0,2,2,0.00,2015
29,Andrew Franks,K,12,MIA,NYJ,0,0,0,0,2,3,0.00,2015
30,Josh Brown,K,12,NYG,WAS,0,0,0,0,2,2,0.00,2015
31,Zach Hocker,K,12,LAR,CIN,0,0,0,0,1,1,0.00,2015
32,Ryan Succop,K,12,TEN,OAK,0,0,0,0,1,2,0.00,2015
33,Jordan Gay,K,12,BUF,KC,0,0,0,0,0,0,0.00,2015
