,Player,Position,Team,Opponent,Points,PlayerID
0,Philip Rivers,QB,LAC,JAX,31.9,00-0022942
1,Ryan Fitzpatrick,QB,NYJ,MIA,29.18,00-0023682
2,Derek Carr,QB,OAK,TEN,27.7,00-0031280
3,Tyrod Taylor,QB,BUF,KC,27.24,00-0028118
4,Ben Roethlisberger,QB,PIT,SEA,27.04,00-0022924
5,Ryan Tannehill,QB,MIA,NYJ,27.04,00-0029701
6,Blake Bortles,QB,JAX,LAC,26.46,00-0031407
7,Kirk Cousins,QB,WAS,NYG,25.18,00-0029604
8,Matt Hasselbeck,QB,IND,TB,23.3,00-0007091
9,Tom Brady,QB,NE,DEN,23.2,00-0019596
10,Alex Smith,QB,KC,BUF,21.7,00-0023436
11,Marcus Mariota,QB,TEN,OAK,21.42,00-0032268
12,Eli Manning,QB,NYG,WAS,20.84,00-0022803
13,Andy Dalton,QB,CIN,LAR,20.72,00-0027973
14,Blaine Gabbert,QB,SF,ARI,19.82,00-0027948
15,Cam Newton,QB,CAR,DAL,17.82,00-0027939
16,Carson Palmer,QB,ARI,SF,17.44,00-0021429
17,Matt Schaub,QB,BAL,CLE,16.28,00-0022787
18,Jameis Winston,QB,TB,IND,15.5,00-0031503
19,Mark Sanchez,QB,PHI,DET,15.36,00-0026898
20,Brian Hoyer,QB,HOU,NO,14.9,00-0026625
21,Aaron Rodgers,QB,GB,CHI,14.38,00-0023459
22,Brock Osweiler,QB,DEN,NE,14.2,00-0029682
23,Josh McCown,QB,CLE,BAL,13.68,00-0021206
24,Jay Cutler,QB,CHI,GB,12.9,00-0024226
25,Matt Ryan,QB,ATL,MIN,11.1,00-0026143
26,Matt Cassel,QB,DAL,CAR,10.62,00-0023662
27,Drew Brees,QB,NO,HOU,8.12,00-0020531
28,Austin Davis,QB,CLE,BAL,7.78,00-0028957
29,Nick Foles,QB,LA,CIN,6.32,00-0029567
30,Teddy Bridgewater,QB,MIN,ATL,5.66,00-0031237
31,Sean Mannion,QB,LA,CIN,1.24,00-0032245
32,Tony Romo,QB,DAL,CAR,1.24,00-0021678
33,AJ McCarron,QB,CIN,LAR,0.12,00-0031288
34,Matt McGloin,QB,OAK,TEN,0.0,00-0030419
35,BJ Daniels,QB,SEA,PIT,0.0,
36,Drew Stanton,QB,ARI,SF,0.0,00-0025430
37,Joe Webb,QB,CAR,DAL,0.0,00-0027796
38,Landry Jones,QB,PIT,SEA,-0.64,00-0030524
39,Markus Wheaton,WR,PIT,SEA,38.1,00-0030460
40,Brandon Marshall,WR,NYJ,MIA,37.1,00-0024334
41,Sammy Watkins,WR,BUF,KC,36.8,00-0031325
42,Calvin Johnson,WR,DET,PHI,35.3,00-0025389
43,Jeremy Maclin,WR,KC,BUF,34.0,00-0026995
44,Seth Roberts,WR,OAK,TEN,32.3,00-0031166
45,Odell Beckham Jr,WR,NYG,WAS,32.2,00-0031235
46,TY Hilton,WR,IND,TB,27.5,00-0029608
47,AJ Green,WR,CIN,LAR,24.1,00-0027942
48,Donte Moncrief,WR,IND,TB,22.4,00-0031339
49,Steve Johnson,WR,LAC,JAX,22.2,00-0026364
50,Travis Benjamin,WR,CLE,BAL,22.0,00-0029269
51,Tavon Austin,WR,LA,CIN,21.6,00-0030525
52,Amari Cooper,WR,OAK,TEN,21.5,00-0031544
53,Jermaine Kearse,WR,SEA,PIT,20.7,00-0029159
54,Emmanuel Sanders,WR,DEN,NE,20.3,00-0027685
55,Kamar Aiken,WR,BAL,CLE,20.0,00-0028497
56,Martavis Bryant,WR,PIT,SEA,19.0,00-0031373
57,Devante Parker,WR,MIA,NYJ,18.0,00-0031547
58,Golden Tate,WR,DET,PHI,18.0,00-0027891
59,Dontrelle Inman,WR,LAC,JAX,17.5,00-0028411
60,Anquan Boldin,WR,SF,ARI,17.3,00-0022084
61,Eric Decker,WR,NYJ,MIA,17.2,00-0027690
62,Allen Robinson,WR,JAX,LAC,16.6,00-0031428
63,Larry Fitzgerald,WR,ARI,SF,16.6,00-0022921
64,Cole Beasley,WR,DAL,CAR,16.4,00-0029000
65,Alshon Jeffery,WR,CHI,GB,16.0,00-0029137
66,Brian Hartline,WR,CLE,BAL,15.4,00-0027077
67,Jordan Matthews,WR,PHI,DET,15.0,00-0031299
68,John Brown,WR,ARI,SF,14.9,00-0031051
69,DeSean Jackson,WR,WAS,NYG,14.6,00-0026189
70,Randall Cobb,WR,GB,CHI,13.4,00-0028002
71,Cecil Shorts,WR,HOU,NO,12.8,00-0028052
72,Jerricho Cotchery,WR,CAR,DAL,12.3,00-0022811
73,Kenny Britt,WR,LA,CIN,12.3,00-0027006
74,Roddy White,WR,ATL,MIN,12.0,00-0023462
75,Harry Douglas,WR,TEN,OAK,11.9,00-0026224
76,Michael Crabtree,WR,OAK,TEN,11.9,00-0026986
77,Vincent Jackson,WR,TB,IND,11.6,00-0023496
78,Mike Evans,WR,TB,IND,11.4,00-0031408
79,Devin Smith,WR,NYJ,MIA,11.3,00-0031934
80,Antonio Brown,WR,PIT,SEA,11.1,00-0027793
81,Rueben Randle,WR,NYG,WAS,10.6,00-0029262
82,Nick Williams,WR,ATL,MIN,10.6,00-0029848
83,Julio Jones,WR,ATL,MIN,10.6,00-0027944
84,Willie Snead,WR,NO,HOU,9.0,00-0030663
85,Greg Jennings,WR,MIA,NYJ,8.9,00-0024267
86,Andre Caldwell,WR,DEN,NE,8.8,00-0026237
87,Rob Gronkowski,TE,NE,DEN,20.8,00-0027656
88,Vance McDonald,TE,SF,ARI,19.1,00-0030470
89,Jordan Reed,TE,WAS,NYG,17.8,00-0030472
90,Ryan Griffin,TE,HOU,NO,17.2,00-0030108
91,Travis Kelce,TE,KC,BUF,16.9,00-0030506
92,Scott Chandler,TE,NE,DEN,16.8,00-0025516
93,Cameron Brate,TE,TB,IND,16.3,00-0031273
94,Gary Barnidge,TE,CLE,BAL,16.1,00-0026281
95,Delanie Walker,TE,TEN,OAK,15.1,00-0024389
96,Will Tye,TE,NYG,WAS,13.4,00-0032004
97,Tyler Eifert,TE,CIN,LAR,13.0,00-0030549
98,Kyle Rudolph,TE,MIN,ATL,12.3,00-0027981
99,Greg Olsen,TE,CAR,DAL,12.0,00-0025418
100,Jacob Tamme,TE,ATL,MIN,11.9,00-0026267
101,Jimmy Graham,TE,SEA,PIT,11.5,00-0027696
102,Jared Cook,TE,LA,CIN,9.8,00-0027061
103,Owen Daniels,TE,DEN,NE,9.8,00-0024313
104,Blake Bell,TE,SF,ARI,9.7,00-0032062
105,Heath Miller,TE,PIT,SEA,9.5,00-0023465
106,Benjamin Watson,TE,NO,HOU,9.3,00-0022943
107,Craig Stevens,TE,TEN,OAK,9.0,00-0026225
108,Brent Celek,TE,PHI,DET,9.0,00-0025549
109,Zach Miller,TE,CHI,GB,9.0,00-0027125
110,Charles Clay,TE,BUF,KC,8.1,00-0028112
111,Jason Witten,TE,DAL,CAR,7.6,00-0022127
112,Richard Rodgers,TE,GB,CHI,7.0,00-0031384
113,Trey Burton,TE,PHI,DET,6.9,00-0030710
114,Coby Fleener,TE,IND,TB,5.7,00-0029697
115,Crockett Gillmore,TE,BAL,CLE,5.0,00-0030992
116,Ryan Hewitt,TE,CIN,LAR,4.9,00-0030780
117,Eric Ebron,TE,DET,PHI,4.8,00-0031387
118,Mychal Rivera,TE,OAK,TEN,4.8,00-0030514
119,Lance Kendricks,TE,LA,CIN,4.7,00-0027985
120,Anthony Fasano,TE,TEN,OAK,4.2,00-0024268
121,CJ Fiedorowicz,TE,HOU,NO,4.0,00-0031302
122,Dwayne Allen,TE,IND,TB,3.9,00-0029689
123,Jesse James,TE,PIT,SEA,3.8,00-0032135
124,Marcedes Lewis,TE,JAX,LAC,3.4,00-0024243
125,Rhett Ellison,TE,MIN,ATL,3.3,00-0029587
126,Jordan Cameron,TE,MIA,NYJ,3.3,00-0028040
127,Brandon Pettigrew,TE,DET,PHI,3.1,00-0026996
128,Vernon Davis,TE,DEN,NE,3.0,00-0024221
129,Ladarius Green,TE,LAC,JAX,2.9,00-0029275
130,Justin Perillo,TE,GB,CHI,2.9,00-0030758
131,Clive Walford,TE,OAK,TEN,2.4,00-0032256
132,Clay Harbor,TE,JAX,LAC,2.2,00-0027725
133,Luke Willson,TE,SEA,PIT,2.2,00-0030089
134,Nick Boyle,TE,BAL,CLE,2.0,00-0031598
135,Eddie Lacy,RB,GB,CHI,25.9,00-0030485
136,DeAngelo Williams,RB,PIT,SEA,24.7,00-0024242
137,Spencer Ware,RB,KC,BUF,23.5,00-0030414
138,Brandon Bolden,RB,NE,DEN,19.5,00-0029239
139,Javorius Allen,RB,BAL,CLE,18.4,00-0031577
140,Chris Ivory,RB,NYJ,MIA,18.2,00-0027531
141,LeSean McCoy,RB,BUF,KC,18.1,00-0027029
142,Theo Riddick,RB,DET,PHI,17.8,00-0030107
143,Joique Bell,RB,DET,PHI,16.2,00-0027218
144,Mark Ingram,RB,NO,HOU,15.7,00-0027966
145,Alfred Blue,RB,HOU,NO,15.1,00-0031075
146,Thomas Rawls,RB,SEA,PIT,14.1,00-0031897
147,Shaun Draughn,RB,SF,ARI,13.6,00-0028202
148,Tevin Coleman,RB,ATL,MIN,13.0,00-0032058
149,Melvin Gordon,RB,LAC,JAX,13.0,00-0032144
150,Ronnie Hillman,RB,DEN,NE,12.9,00-0029683
151,Jeremy Langford,RB,CHI,GB,12.3,00-0031569
152,TJ Yeldon,RB,JAX,LAC,12.2,00-0032209
153,James Starks,RB,GB,CHI,12.0,00-0027791
154,Darren McFadden,RB,DAL,CAR,11.6,00-0026144
155,Jeremy Hill,RB,CIN,LAR,11.0,00-0031301
156,David Johnson,RB,ARI,SF,10.9,00-0032187
157,Doug Martin,RB,TB,IND,10.8,00-0029613
158,Jonathan Stewart,RB,CAR,DAL,10.7,00-0026153
159,Danny Woodhead,RB,LAC,JAX,10.7,00-0026019
160,Tre Mason,RB,LA,CIN,10.5,00-0031391
161,Alfred Morris,RB,WAS,NYG,10.0,00-0029141
162,Duke Johnson,RB,CLE,BAL,10.0,00-0032257
163,Jay Ajayi,RB,MIA,NYJ,9.8,00-0031590
164,Latavius Murray,RB,OAK,TEN,9.2,00-0030513
165,Giovani Bernard,RB,CIN,LAR,8.7,00-0030456
166,Ameer Abdullah,RB,DET,PHI,8.5,00-0032104
167,Andre Ellington,RB,ARI,SF,7.6,00-0030287
168,Shane Vereen,RB,NYG,WAS,7.6,00-0027994
169,Matt Jones,RB,WAS,NYG,7.4,00-0031939
170,Jalston Fowler,RB,TEN,OAK,7.2,00-0032130
171,Charles Sims,RB,TB,IND,6.9,00-0031390
172,Darren Sproles,RB,PHI,DET,6.5,00-0023564
