Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Ben Roethlisberger,QB,8,PIT,IND,40,49,82,522,11,6,0,151,1,-1,-1,0,47.78,2014
2,Tom Brady,QB,8,NE,CHI,30,35,86,354,10,5,0,148,2,0,0,0,37.16,2014
3,Andrew Luck,QB,8,IND,PIT,26,45,58,400,9,3,2,91,3,26,9,0,31.60,2014
4,Aaron Rodgers,QB,8,GB,NO,28,39,72,418,11,1,2,94,2,21,11,1,29.82,2014
5,Drew Brees,QB,8,NO,GB,27,32,84,311,10,3,0,138,1,6,6,0,28.04,2014
6,Nick Foles,QB,8,PHI,ARI,36,62,58,411,7,2,2,75,2,14,7,0,26.84,2014
7,Kyle Orton,QB,8,BUF,NYJ,10,17,59,238,14,4,0,143,2,6,3,0,26.12,2014
8,Carson Palmer,QB,8,ARI,PHI,20,42,48,329,8,2,0,90,0,0,0,0,24.16,2014
9,Matthew Stafford,QB,8,DET,ATL,24,47,51,325,7,2,1,79,3,9,3,0,23.90,2014
10,Jay Cutler,QB,8,CHI,NE,20,30,67,227,8,3,1,109,1,6,6,0,23.68,2014
11,Peyton Manning,QB,8,DEN,LAC,25,35,71,286,8,3,0,124,1,0,0,0,23.44,2014
12,Andy Dalton,QB,8,CIN,BAL,21,28,75,266,10,0,1,89,6,14,2,2,22.04,2014
13,Philip Rivers,QB,8,LAC,DEN,30,41,73,252,6,3,2,93,1,17,17,0,21.78,2014
14,Derek Carr,QB,8,OAK,CLE,34,54,63,328,6,1,0,86,2,-3,-2,0,18.82,2014
15,Colt McCoy,QB,8,WAS,DAL,25,30,83,299,10,0,1,94,7,16,2,1,18.56,2014
16,Zach Mettenberger,QB,8,TEN,HOU,27,41,66,299,7,2,1,93,1,-1,-1,0,17.86,2014
17,Matt Ryan,QB,8,ATL,DET,20,27,74,228,8,2,1,108,1,6,6,0,16.72,2014
18,Ryan Tannehill,QB,8,MIA,JAX,16,29,55,196,7,1,1,73,5,48,10,0,15.64,2014
19,Brian Hoyer,QB,8,CLE,OAK,19,28,68,275,10,1,0,111,2,1,1,0,15.10,2014
20,Blake Bortles,QB,8,JAX,MIA,18,34,53,221,7,1,2,59,6,48,8,0,14.64,2014
21,Russell Wilson,QB,8,SEA,CAR,20,32,63,199,6,1,1,77,6,35,6,0,14.46,2014
22,Ryan Fitzpatrick,QB,8,HOU,TEN,19,35,54,227,7,1,0,84,4,12,3,0,14.28,2014
23,Teddy Bridgewater,QB,8,MIN,TB,24,42,57,241,6,1,0,82,1,3,3,0,13.94,2014
24,Tony Romo,QB,8,DAL,WAS,17,28,61,209,8,1,0,96,1,1,1,0,12.46,2014
25,Alex Smith,QB,8,KC,LAR,25,29,86,223,8,0,0,99,3,24,8,0,11.32,2014
26,Mike Glennon,QB,8,TB,MIN,19,28,68,171,6,1,1,81,3,13,4,0,11.14,2014
27,Michael Vick,QB,8,NYJ,BUF,18,36,50,153,4,0,1,50,8,69,9,0,10.02,2014
28,Austin Davis,QB,8,LAR,KC,15,25,60,160,6,1,1,75,1,1,1,0,9.50,2014
29,Cam Newton,QB,8,CAR,SEA,12,22,55,171,8,0,1,61,12,24,2,0,7.24,2014
30,Joe Flacco,QB,8,BAL,CIN,17,34,50,195,6,0,2,43,2,12,6,0,7.00,2014
31,Brandon Weeden,QB,8,DAL,WAS,4,6,67,69,12,1,0,145,1,0,0,0,6.76,2014
32,Jimmy Clausen,QB,8,CHI,NE,1,5,20,22,4,0,0,45,0,0,0,0,0.88,2014
33,Jimmy Garoppolo,QB,8,NE,CHI,3,3,100,22,7,0,0,97,1,-1,-1,0,0.78,2014
34,Joe Webb,QB,8,CAR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
35,Chase Daniel,QB,8,KC,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
36,Luke McCown,QB,8,NO,GB,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
37,Matt Flynn,QB,8,GB,NO,1,1,100,8,8,0,0,100,0,0,0,0,-0.68,2014
38,Matt Schaub,QB,8,OAK,CLE,0,1,0,0,0,0,1,0,0,0,0,0,-1.00,2014
39,Geno Smith,QB,8,NYJ,BUF,2,8,25,5,1,0,3,0,1,0,0,0,-2.80,2014
