Player,Position,Team,Opponent,Points
Russell Wilson,QB,SEA,NE,29.52
Marcus Mariota,QB,TEN,GB,27.80
Drew Brees,QB,NO,DEN,26.02
Cam Newton,QB,CAR,KC,24.84
Joe Flacco,QB,BAL,CLE,24.14
Philip Rivers,QB,LAC,MIA,24.04
Colin Kaepernick,QB,SF,ARI,23.90
Dak Prescott,QB,DAL,PIT,22.76
Jameis Winston,QB,TB,CHI,22.48
Sam Bradford,QB,MIN,WAS,22.28
Carson Palmer,QB,ARI,SF,20.64
Eli Manning,QB,NYG,CIN,20.00
Blake Bortles,QB,JAX,HOU,19.70
Ryan Tannehill,QB,MIA,LAC,19.20
Kirk Cousins,QB,WAS,MIN,18.38
Trevor Siemian,QB,DEN,NO,16.82
Tom Brady,QB,NE,SEA,15.34
Brock Osweiler,QB,HOU,JAX,14.26
Matt Ryan,QB,ATL,PHI,13.68
Andy Dalton,QB,CIN,NYG,12.66
Bryce Petty,QB,NYJ,LAR,9.52
Alex Smith,QB,KC,CAR,9.42
Carson Wentz,QB,PHI,ATL,9.24
Jay Cutler,QB,CHI,TB,8.98
Cody Kessler,QB,CLE,BAL,7.94
Case Keenum,QB,LAR,NYJ,7.70
Brett Hundley,QB,GB,TEN,0.32
Kevin Hogan,QB,CLE,BAL,0.10
Joe Webb,QB,CAR,KC,0.00
Landry Jones,QB,PIT,DAL,0.00
Mike Glennon,QB,TB,CHI,0.00
Kellen Clemens,QB,LAC,MIA,0.00
Ryan Mallett,QB,BAL,CLE,-0.30
Josh McCown,QB,CLE,BAL,-0.64
Stefon Diggs,WR,MIN,WAS,32.40
Allen Robinson,WR,JAX,HOU,30.70
Doug Baldwin,WR,SEA,NE,29.90
Larry Fitzgerald,WR,ARI,SF,28.20
Dez Bryant,WR,DAL,PIT,26.60
Tyrell Williams,WR,LAC,MIA,26.50
Julio Jones,WR,ATL,PHI,26.50
Odell Beckham Jr,WR,NYG,CIN,25.70
Davante Adams,WR,GB,TEN,24.60
Demaryius Thomas,WR,DEN,NO,22.70
Willie Snead,WR,NO,DEN,21.70
Kenny Britt,WR,LAR,NYJ,20.90
Tyreek Hill,WR,KC,CAR,20.10
AJ Green,WR,CIN,NYG,19.80
Jeremy Kerley,WR,SF,ARI,19.10
Brandin Cooks,WR,NO,DEN,18.80
Devante Parker,WR,MIA,LAC,18.30
Michael Floyd,WR,ARI,SF,18.10
Steve Smith,WR,BAL,CLE,17.00
Julian Edelman,WR,NE,SEA,15.90
Tajae Sharpe,WR,TEN,GB,15.80
Breshad Perriman,WR,BAL,CLE,15.40
Rishard Matthews,WR,TEN,GB,15.30
Sterling Shepard,WR,NYG,CIN,15.20
Taylor Gabriel,WR,ATL,PHI,14.60
Devin Funchess,WR,CAR,KC,14.60
Jamison Crowder,WR,WAS,MIN,14.40
Kelvin Benjamin,WR,CAR,KC,14.40
Eli Rogers,WR,PIT,DAL,14.20
Pierre Garcon,WR,WAS,MIN,14.10
Jordan Matthews,WR,PHI,ATL,13.30
Kenny Stills,WR,MIA,LAC,12.70
Adam Thielen,WR,MIN,WAS,12.20
Cameron Meredith,WR,CHI,TB,12.00
Freddie Martino,WR,TB,CHI,11.30
Jarvis Landry,WR,MIA,LAC,11.30
Jordan Taylor,WR,DEN,NO,11.20
Mike Evans,WR,TB,CHI,10.60
Emmanuel Sanders,WR,DEN,NO,10.40
Tyler Lockett,WR,SEA,NE,10.20
Robby Anderson,WR,NYJ,LAR,9.90
Mike Wallace,WR,BAL,CLE,9.90
Terrelle Pryor,WR,CLE,BAL,9.80
DeAndre Hopkins,WR,HOU,JAX,9.80
Adam Humphries,WR,TB,CHI,9.80
Marqise Lee,WR,JAX,HOU,9.60
Ted Ginn,WR,CAR,KC,9.50
Darren Waller,WR,BAL,CLE,9.40
Martellus Bennett,TE,NE,SEA,20.20
Kyle Rudolph,TE,MIN,WAS,17.90
Antonio Gates,TE,LAC,MIA,16.30
Vernon Davis,TE,WAS,MIN,15.60
Julius Thomas,TE,JAX,HOU,14.40
Tyler Eifert,TE,CIN,NYG,12.60
Jason Witten,TE,DAL,PIT,11.90
Zach Ertz,TE,PHI,ATL,11.50
Jerell Adams,TE,NYG,CIN,10.80
Will Tye,TE,NYG,CIN,10.30
Jesse James,TE,PIT,DAL,9.90
Ryan Griffin,TE,HOU,JAX,9.70
Seth DeValve,TE,CLE,BAL,9.50
Hunter Henry,TE,LAC,MIA,9.10
Vance McDonald,TE,SF,ARI,9.00
Greg Olsen,TE,CAR,KC,8.90
Jimmy Graham,TE,SEA,NE,8.80
Rob Gronkowski,TE,NE,SEA,8.60
Dennis Pitta,TE,BAL,CLE,8.60
Travis Kelce,TE,KC,CAR,8.10
Anthony Fasano,TE,TEN,GB,7.90
Jermaine Gresham,TE,ARI,SF,7.80
Stephen Anderson,TE,HOU,JAX,7.70
Zach Miller,TE,CHI,TB,7.20
Richard Rodgers,TE,GB,TEN,6.70
Ben Koyack,TE,JAX,HOU,6.50
Jordan Reed,TE,WAS,MIN,6.10
Ladarius Green,TE,PIT,DAL,6.00
CJ Fiedorowicz,TE,HOU,JAX,5.60
Coby Fleener,TE,NO,DEN,4.60
Virgil Green,TE,DEN,NO,4.40
AJ Derby,TE,DEN,NO,4.20
MarQueis Gray,TE,MIA,LAC,3.80
Ed Dickson,TE,CAR,KC,3.60
Marcedes Lewis,TE,JAX,HOU,2.90
Rhett Ellison,TE,MIN,WAS,2.80
Sean McGrath,TE,LAC,MIA,2.20
Luke Stocker,TE,TB,CHI,2.10
Brent Celek,TE,PHI,ATL,1.90
Gary Barnidge,TE,CLE,BAL,1.80
Austin Hooper,TE,ATL,PHI,1.80
Brandon Myers,TE,TB,CHI,1.60
Ross Travis,TE,KC,CAR,1.50
Xavier Grimble,TE,PIT,DAL,1.50
David Johnson,TE,PIT,DAL,1.20
Lance Kendricks,TE,LAR,NYJ,1.00
Randall Telfer,TE,CLE,BAL,0.70
Trey Burton,TE,PHI,ATL,0.00
Ryan Mathews,RB,PHI,ATL,32.90
DeMarco Murray,RB,TEN,GB,31.00
David Johnson,RB,ARI,SF,27.10
LeGarrette Blount,RB,NE,SEA,24.90
CJ Prosise,RB,SEA,NE,22.30
Bilal Powell,RB,NYJ,LAR,21.90
Melvin Gordon,RB,LAC,MIA,18.20
Darren Sproles,RB,PHI,ATL,15.60
Damien Williams,RB,MIA,LAC,15.00
Rashad Jennings,RB,NYG,CIN,13.90
James Starks,RB,GB,TEN,13.40
Kenneth Dixon,RB,BAL,CLE,13.00
Matt Forte,RB,NYJ,LAR,12.90
Jordan Howard,RB,CHI,TB,12.00
Doug Martin,RB,TB,CHI,11.60
Devonta Freeman,RB,ATL,PHI,11.10
Devontae Booker,RB,DEN,NO,10.80
Jeremy Hill,RB,CIN,NYG,10.60
Rob Kelley,RB,WAS,MIN,10.50
Spencer Ware,RB,KC,CAR,10.20
Jay Ajayi,RB,MIA,LAC,9.00
TJ Yeldon,RB,JAX,HOU,8.90
Terrance West,RB,BAL,CLE,8.70
Matt Asiata,RB,MIN,WAS,8.50
Lamar Miller,RB,HOU,JAX,8.30
Mark Ingram,RB,NO,DEN,8.30
Isaiah Crowell,RB,CLE,BAL,8.30
Todd Gurley,RB,LAR,NYJ,8.20
Benjamin Cunningham,RB,LAR,NYJ,7.70
James White,RB,NE,SEA,7.70
Tim Hightower,RB,NO,DEN,7.50
Wendell Smallwood,RB,PHI,ATL,7.00
Giovani Bernard,RB,CIN,NYG,6.60
Jeremy Langford,RB,CHI,TB,6.60
Akeem Hunt,RB,HOU,JAX,6.30
Jerick McKinnon,RB,MIN,WAS,6.30
Chris Ivory,RB,JAX,HOU,6.10
Duke Johnson,RB,CLE,BAL,6.10
Chris Thompson,RB,WAS,MIN,5.60
Kyle Juszczyk,FB,BAL,CLE,4.70
Travaris Cadet,RB,NO,DEN,4.60
Ty Montgomery,RB,GB,TEN,4.00
Charcandrick West,RB,KC,CAR,4.00
Jonathan Stewart,RB,CAR,KC,3.90
Peyton Barber,RB,TB,CHI,3.80
Christine Michael,RB,SEA,NE,3.60
Paul Perkins,RB,NYG,CIN,3.10
Derrick Henry,RB,TEN,GB,3.10
Dan Bailey,K,DAL,PIT,0.00
Steven Hauschka,K,SEA,NE,0.00
Brandon McManus,K,DEN,NO,0.00
Cairo Santos,K,KC,CAR,0.00
Chandler Catanzaro,K,ARI,SF,0.00
Roberto Aguayo,K,TB,CHI,0.00
Caleb Sturgis,K,PHI,ATL,0.00
Phil Dawson,K,SF,ARI,0.00
Matt Bryant,K,ATL,PHI,0.00
Jason Myers,K,JAX,HOU,0.00
Greg Zuerlein,K,LAR,NYJ,0.00
Nick Novak,K,HOU,JAX,0.00
Mike Nugent,K,CIN,NYG,0.00
Justin Tucker,K,BAL,CLE,0.00
Mason Crosby,K,GB,TEN,0.00
Andrew Franks,K,MIA,LAC,0.00
Chris Boswell,K,PIT,DAL,0.00
Stephen Gostkowski,K,NE,SEA,0.00
Connor Barth,K,CHI,TB,0.00
Josh Lambo,K,LAC,MIA,0.00
Graham Gano,K,CAR,KC,0.00
Wil Lutz,K,NO,DEN,0.00
Robbie Gould,K,NYG,CIN,0.00
Blair Walsh,K,MIN,WAS,0.00
Cody Parkey,K,CLE,BAL,0.00
Nick Folk,K,NYJ,LAR,0.00
Baltimore Ravens,DST,BAL,CLE,14.00
Kansas City Chiefs,DST,KC,CAR,13.00
Houston Texans,DST,HOU,JAX,12.00
Tennessee Titans,DST,TEN,GB,11.00
Denver Broncos,DST,DEN,NO,11.00
San Francisco 49ers,DST,SF,ARI,10.00
Los Angeles Rams,DST,LAR,NYJ,10.00
New Orleans Saints,DST,NO,DEN,10.00
New York Jets,DST,NYJ,LAR,7.00
Carolina Panthers,DST,CAR,KC,6.00
Seattle Seahawks,DST,SEA,NE,6.00
New York Giants,DST,NYG,CIN,6.00
Washington Redskins,DST,WAS,MIN,6.00
Arizona Cardinals,DST,ARI,SF,6.00
Cleveland Browns,DST,CLE,BAL,5.00
Chicago Bears,DST,CHI,TB,5.00
Cincinnati Bengals,DST,CIN,NYG,5.00
Philadelphia Eagles,DST,PHI,ATL,5.00
Atlanta Falcons,DST,ATL,PHI,4.00
Minnesota Vikings,DST,MIN,WAS,3.00
