Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Delanie Walker,TE,10,TEN,GB,11,9,82,124,1,41,11,14,0,0,0,0,0,30.40,2016
2,Cameron Brate,TE,10,TB,CHI,7,7,100,84,1,16,12,12,0,0,0,0,0,21.40,2016
3,Martellus Bennett,TE,10,NE,SEA,7,7,100,102,0,36,15,15,0,0,0,0,0,20.20,2016
4,Kyle Rudolph,TE,10,MIN,WAS,8,5,63,69,1,20,9,14,0,0,0,0,0,17.90,2016
5,Antonio Gates,TE,10,LAC,MIA,9,4,44,63,1,19,7,16,0,0,0,0,0,16.30,2016
6,Vernon Davis,TE,10,WAS,MIN,3,3,100,66,1,38,22,22,0,0,0,0,0,15.60,2016
7,Julius Thomas,TE,10,JAX,HOU,10,6,60,24,1,12,2,4,0,0,0,0,0,14.40,2016
8,Tyler Eifert,TE,10,CIN,NYG,5,3,60,96,0,71,19,32,0,0,0,0,0,12.60,2016
9,Jason Witten,TE,10,DAL,PIT,8,6,75,59,0,14,7,10,0,0,0,0,0,11.90,2016
10,Zach Ertz,TE,10,PHI,ATL,7,6,86,55,0,18,8,9,0,0,0,0,0,11.50,2016
11,Jerell Adams,TE,10,NYG,CIN,3,3,100,18,1,10,6,6,0,0,0,1,0,10.80,2016
12,Will Tye,TE,10,NYG,CIN,8,5,63,53,0,25,7,11,0,0,0,0,0,10.30,2016
13,Jesse James,TE,10,PIT,DAL,4,4,100,59,0,24,15,15,0,0,0,0,0,9.90,2016
14,Ryan Griffin,TE,10,HOU,JAX,4,3,75,7,1,5,2,2,0,0,0,0,0,9.70,2016
15,Seth DeValve,TE,10,CLE,BAL,1,1,100,25,1,25,25,25,0,0,0,0,0,9.50,2016
16,Hunter Henry,TE,10,LAC,MIA,2,2,100,11,1,7,6,6,0,0,0,0,0,9.10,2016
17,Vance McDonald,TE,10,SF,ARI,6,4,67,50,0,32,8,13,0,0,0,0,0,9.00,2016
18,Greg Olsen,TE,10,CAR,KC,8,5,63,39,0,14,5,8,0,0,0,0,0,8.90,2016
19,Jimmy Graham,TE,10,SEA,NE,4,4,100,48,0,19,12,12,0,0,0,0,0,8.80,2016
20,Rob Gronkowski,TE,10,NE,SEA,6,3,50,56,0,26,9,19,0,0,0,0,0,8.60,2016
21,Dennis Pitta,TE,10,BAL,CLE,6,6,100,26,0,13,4,4,0,0,0,0,0,8.60,2016
22,Travis Kelce,TE,10,KC,CAR,6,3,50,31,0,16,5,10,0,0,0,0,0,8.10,2016
23,Anthony Fasano,TE,10,TEN,GB,1,1,100,9,1,9,9,9,0,0,0,0,0,7.90,2016
24,Jermaine Gresham,TE,10,ARI,SF,6,4,67,38,0,22,6,10,0,0,0,0,0,7.80,2016
25,Stephen Anderson,TE,10,HOU,JAX,1,1,100,7,1,7,7,7,0,0,0,0,0,7.70,2016
26,Zach Miller,TE,10,CHI,TB,7,4,57,32,0,12,5,8,0,0,0,0,0,7.20,2016
27,Richard Rodgers,TE,10,GB,TEN,7,4,57,27,0,12,4,7,0,0,0,0,0,6.70,2016
28,Ben Koyack,TE,10,JAX,HOU,3,3,100,35,0,15,12,12,0,0,0,0,0,6.50,2016
29,Jordan Reed,TE,10,WAS,MIN,4,2,50,41,0,25,10,21,0,0,0,0,0,6.10,2016
30,Ladarius Green,TE,10,PIT,DAL,4,3,75,30,0,11,8,10,0,0,0,0,0,6.00,2016
31,CJ Fiedorowicz,TE,10,HOU,JAX,5,3,60,26,0,13,5,9,0,0,0,0,0,5.60,2016
32,Coby Fleener,TE,10,NO,DEN,2,2,100,26,0,18,13,13,0,0,0,0,0,4.60,2016
33,Virgil Green,TE,10,DEN,NO,6,2,33,24,0,15,4,12,0,0,0,0,0,4.40,2016
34,AJ Derby,TE,10,DEN,NO,3,2,67,22,0,12,7,11,0,0,0,0,0,4.20,2016
35,MarQueis Gray,TE,10,MIA,LAC,2,2,100,18,0,9,9,9,0,0,0,0,0,3.80,2016
36,Ed Dickson,TE,10,CAR,KC,2,1,50,26,0,26,13,26,0,0,0,0,0,3.60,2016
37,Marcedes Lewis,TE,10,JAX,HOU,4,3,75,-1,0,3,0,0,0,0,0,0,0,2.90,2016
38,Rhett Ellison,TE,10,MIN,WAS,2,2,100,8,0,6,4,4,0,0,0,0,0,2.80,2016
39,Sean McGrath,TE,10,LAC,MIA,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20,2016
40,Luke Stocker,TE,10,TB,CHI,2,1,50,11,0,11,6,11,0,0,0,0,0,2.10,2016
41,Brent Celek,TE,10,PHI,ATL,1,1,100,9,0,9,9,9,0,0,0,1,0,1.90,2016
42,Gary Barnidge,TE,10,CLE,BAL,4,1,25,8,0,8,2,8,0,0,0,0,0,1.80,2016
43,Austin Hooper,TE,10,ATL,PHI,3,1,33,8,0,8,3,8,0,0,0,0,0,1.80,2016
44,Brandon Myers,TE,10,TB,CHI,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2016
45,Ross Travis,TE,10,KC,CAR,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50,2016
46,Xavier Grimble,TE,10,PIT,DAL,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50,2016
47,David Johnson,TE,10,PIT,DAL,1,1,100,2,0,2,2,2,0,0,0,0,0,1.20,2016
48,Lance Kendricks,TE,10,LAR,NYJ,2,1,50,0,0,0,0,0,0,0,0,0,0,1.00,2016
49,Randall Telfer,TE,10,CLE,BAL,1,1,100,-3,0,-3,-3,-3,0,0,0,0,0,0.70,2016
50,Phillip Supernaw,TE,10,TEN,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016
