Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Aaron Rodgers,QB,10,GB,TEN,31,51,61,371,7,2,2,80,3,27,9,1,32.54,2016
2,Ben Roethlisberger,QB,10,PIT,DAL,37,46,80,408,9,3,0,125,1,1,1,0,31.42,2016
3,Russell Wilson,QB,10,SEA,NE,25,37,68,348,9,3,0,125,3,6,2,0,29.52,2016
4,Marcus Mariota,QB,10,TEN,GB,19,26,73,295,11,4,0,150,5,0,0,0,27.80,2016
5,Drew Brees,QB,10,NO,DEN,21,29,72,303,10,3,2,112,2,9,5,0,26.02,2016
6,Cam Newton,QB,10,CAR,KC,23,38,61,261,7,1,1,79,12,54,5,1,24.84,2016
7,Joe Flacco,QB,10,BAL,CLE,30,41,73,296,7,3,2,97,1,3,3,0,24.14,2016
8,Philip Rivers,QB,10,LAC,MIA,23,44,52,326,7,3,4,61,0,0,0,0,24.04,2016
9,Colin Kaepernick,QB,10,SF,ARI,17,30,57,210,7,1,0,90,10,55,6,1,23.90,2016
10,Dak Prescott,QB,10,DAL,PIT,22,32,69,319,10,2,0,122,0,0,0,0,22.76,2016
11,Jameis Winston,QB,10,TB,CHI,23,33,70,312,10,2,1,107,0,0,0,0,22.48,2016
12,Sam Bradford,QB,10,MIN,WAS,31,40,78,307,8,2,1,105,0,0,0,0,22.28,2016
13,Carson Palmer,QB,10,ARI,SF,30,49,61,376,8,1,2,75,1,16,16,0,20.64,2016
14,Eli Manning,QB,10,NYG,CIN,28,44,64,240,6,3,2,82,3,4,1,0,20.00,2016
15,Blake Bortles,QB,10,JAX,HOU,32,49,65,265,5,2,1,84,3,11,4,0,19.70,2016
16,Ryan Tannehill,QB,10,MIA,LAC,17,24,71,240,10,2,0,131,3,16,5,0,19.20,2016
17,Kirk Cousins,QB,10,WAS,MIN,22,33,67,262,8,2,0,111,1,-1,-1,0,18.38,2016
18,Trevor Siemian,QB,10,DEN,NO,25,40,63,258,6,2,2,77,6,5,1,0,16.82,2016
19,Tom Brady,QB,10,NE,SEA,23,32,72,316,10,0,1,90,5,7,1,0,15.34,2016
20,Brock Osweiler,QB,10,HOU,JAX,14,27,52,99,4,2,0,85,3,23,8,0,14.26,2016
21,Matt Ryan,QB,10,ATL,PHI,18,33,55,267,8,1,1,79,0,0,0,0,13.68,2016
22,Andy Dalton,QB,10,CIN,NYG,16,29,55,204,7,1,1,75,1,15,15,0,12.66,2016
23,Bryce Petty,QB,10,NYJ,LAR,19,32,59,163,5,1,1,70,0,0,0,0,9.52,2016
24,Alex Smith,QB,10,KC,CAR,25,38,66,178,5,0,1,65,4,13,3,0,9.42,2016
25,Carson Wentz,QB,10,PHI,ATL,25,36,69,231,6,0,0,87,4,10,3,0,9.24,2016
26,Jay Cutler,QB,10,CHI,TB,16,30,53,182,6,1,2,55,1,7,7,0,8.98,2016
27,Cody Kessler,QB,10,CLE,BAL,11,18,61,91,5,1,0,93,1,3,3,0,7.94,2016
28,Case Keenum,QB,10,LAR,NYJ,17,30,57,165,6,0,0,72,5,11,2,0,7.70,2016
29,Brett Hundley,QB,10,GB,TEN,1,4,25,8,2,0,0,40,0,0,0,0,0.32,2016
30,Kevin Hogan,QB,10,CLE,BAL,0,0,0,0,0,0,0,0,1,1,1,0,0.10,2016
31,Mike Glennon,QB,10,TB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016
32,Joe Webb,QB,10,CAR,KC,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016
33,Kellen Clemens,QB,10,LAC,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016
34,Landry Jones,QB,10,PIT,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016
35,Ryan Mallett,QB,10,BAL,CLE,0,0,0,0,0,0,0,0,2,-3,-2,0,-0.30,2016
36,Josh McCown,QB,10,CLE,BAL,6,13,46,59,5,0,2,20,0,0,0,0,-0.64,2016
