,Player,Position,Team,Opponent,Points,PlayerID
0,Russell Wilson,QB,SEA,NE,29.52,00-0029263
1,Marcus Mariota,QB,TEN,GB,27.8,00-0032268
2,Drew Brees,QB,NO,DEN,26.02,00-0020531
3,Cam Newton,QB,CAR,KC,24.84,00-0027939
4,Joe Flacco,QB,BAL,CLE,24.14,00-0026158
5,Philip Rivers,QB,LAC,MIA,24.04,00-0022942
6,Colin Kaepernick,QB,SF,ARI,23.9,00-0027974
7,Dak Prescott,QB,DAL,PIT,22.76,00-0033077
8,Jameis Winston,QB,TB,CHI,22.48,00-0031503
9,Sam Bradford,QB,MIN,WAS,22.28,00-0027854
10,Carson Palmer,QB,ARI,SF,20.64,00-0021429
11,Eli Manning,QB,NYG,CIN,20.0,00-0022803
12,Blake Bortles,QB,JAX,HOU,19.7,00-0031407
13,Ryan Tannehill,QB,MIA,LAC,19.2,00-0029701
14,Kirk Cousins,QB,WAS,MIN,18.38,00-0029604
15,Trevor Siemian,QB,DEN,NO,16.82,00-0032156
16,Tom Brady,QB,NE,SEA,15.34,00-0019596
17,Brock Osweiler,QB,HOU,JAX,14.26,00-0029682
18,Matt Ryan,QB,ATL,PHI,13.68,00-0026143
19,Andy Dalton,QB,CIN,NYG,12.66,00-0027973
20,Bryce Petty,QB,NYJ,LAR,9.52,00-0031568
21,Alex Smith,QB,KC,CAR,9.42,00-0023436
22,Carson Wentz,QB,PHI,ATL,9.24,00-0032950
23,Jay Cutler,QB,CHI,TB,8.98,00-0024226
24,Cody Kessler,QB,CLE,BAL,7.94,00-0033104
25,Case Keenum,QB,LA,NYJ,7.7,00-0028986
26,Brett Hundley,QB,GB,TEN,0.32,00-0031589
27,Kevin Hogan,QB,CLE,BAL,0.1,00-0032784
28,Joe Webb,QB,CAR,KC,0.0,00-0027796
29,Landry Jones,QB,PIT,DAL,0.0,00-0030524
30,Mike Glennon,QB,TB,CHI,0.0,00-0030520
31,Kellen Clemens,QB,LAC,MIA,0.0,00-0024264
32,Ryan Mallett,QB,BAL,CLE,-0.3,00-0028012
33,Josh McCown,QB,CLE,BAL,-0.64,00-0021206
34,Stefon Diggs,WR,MIN,WAS,32.4,00-0031588
35,Allen Robinson,WR,JAX,HOU,30.7,00-0031428
36,Doug Baldwin,WR,SEA,NE,29.9,00-0028434
37,Larry Fitzgerald,WR,ARI,SF,28.2,00-0022921
38,Dez Bryant,WR,DAL,PIT,26.6,00-0027902
39,Tyrell Williams,WR,LAC,MIA,26.5,00-0032160
40,Julio Jones,WR,ATL,PHI,26.5,00-0027944
41,Odell Beckham Jr,WR,NYG,CIN,25.7,00-0031235
42,Davante Adams,WR,GB,TEN,24.6,00-0031381
43,Demaryius Thomas,WR,DEN,NO,22.7,00-0027874
44,Willie Snead,WR,NO,DEN,21.7,00-0030663
45,Kenny Britt,WR,LA,NYJ,20.9,00-0027006
46,Tyreek Hill,WR,KC,CAR,20.1,00-0033040
47,AJ Green,WR,CIN,NYG,19.8,00-0027942
48,Jeremy Kerley,WR,SF,ARI,19.1,00-0028091
