Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Justin Tucker,K,12,BAL,CIN,4,4,100,57,1,1,0.00,2016
2,Matt Prater,K,12,DET,MIN,3,3,100,48,1,1,0.00,2016
3,Stephen Gostkowski,K,12,NE,NYJ,3,4,75,41,1,1,0.00,2016
4,Ryan Succop,K,12,TEN,CHI,2,2,100,31,3,3,0.00,2016
5,Chandler Catanzaro,K,12,ARI,ATL,2,2,100,54,1,1,0.00,2016
6,Sebastian Janikowski,K,12,OAK,CAR,2,2,100,23,3,3,0.00,2016
7,Brandon McManus,K,12,DEN,KC,2,3,67,44,3,3,0.00,2016
8,Mason Crosby,K,12,GB,PHI,2,2,100,33,3,3,0.00,2016
9,Caleb Sturgis,K,12,PHI,GB,2,2,100,50,1,1,0.00,2016
10,Dustin Hopkins,K,12,WAS,DAL,2,4,50,24,2,2,0.00,2016
11,Matt Bryant,K,12,ATL,ARI,1,1,100,45,5,5,0.00,2016
12,Cairo Santos,K,12,KC,DEN,2,2,100,37,2,2,0.00,2016
13,Kai Forbath,K,12,MIN,DET,2,2,100,30,1,1,0.00,2016
14,Dan Bailey,K,12,DAL,WAS,1,1,100,46,4,4,0.00,2016
15,Cody Parkey,K,12,CLE,NYG,2,2,100,25,1,1,0.00,2016
16,Wil Lutz,K,12,NO,LAR,0,0,0,0,7,7,0.00,2016
17,Andrew Franks,K,12,MIA,SF,1,1,100,24,4,4,0.00,2016
18,Nick Novak,K,12,HOU,LAC,2,2,100,45,1,1,0.00,2016
19,Nick Folk,K,12,NYJ,NE,1,2,50,51,2,2,0.00,2016
20,Mike Nugent,K,12,CIN,BAL,2,2,100,36,0,1,0.00,2016
21,Phil Dawson,K,12,SF,MIA,1,1,100,36,3,3,0.00,2016
22,Chris Boswell,K,12,PIT,IND,0,0,0,0,4,4,0.00,2016
23,Connor Barth,K,12,CHI,TEN,0,0,0,0,3,3,0.00,2016
24,Jason Myers,K,12,JAX,BUF,0,0,0,0,3,3,0.00,2016
25,Robbie Gould,K,12,NYG,CLE,0,0,0,0,3,4,0.00,2016
26,Greg Zuerlein,K,12,LAR,NO,0,0,0,0,3,3,0.00,2016
27,Josh Lambo,K,12,LAC,HOU,0,1,0,0,3,3,0.00,2016
28,Steven Hauschka,K,12,SEA,TB,1,1,100,43,0,0,0.00,2016
29,Dan Carpenter,K,12,BUF,JAX,0,0,0,0,2,3,0.00,2016
30,Roberto Aguayo,K,12,TB,SEA,0,1,0,0,2,2,0.00,2016
31,Graham Gano,K,12,CAR,OAK,0,0,0,0,2,3,0.00,2016
32,Adam Vinatieri,K,12,IND,PIT,0,1,0,0,1,1,0.00,2016
33,Matt Wile,K,12,ATL,ARI,0,0,0,0,0,0,0.00,2016
34,Michael Palardy,K,12,CAR,OAK,0,0,0,0,0,0,0.00,2016
