Player,Position,Team,Opponent,Points
Kirk Cousins,QB,WAS,DAL,33.16
Trevor Siemian,QB,DEN,KC,32.02
Ryan Tannehill,QB,MIA,SF,26.80
Aaron Rodgers,QB,GB,PHI,26.12
Matt Barkley,QB,CHI,TEN,25.64
Cam Newton,QB,CAR,OAK,22.44
Derek Carr,QB,OAK,CAR,22.30
Dak Prescott,QB,DAL,WAS,21.70
Marcus Mariota,QB,TEN,CHI,21.64
Blake Bortles,QB,JAX,BUF,21.14
Ben Roethlisberger,QB,PIT,IND,20.84
Philip Rivers,QB,LAC,HOU,20.68
Tyrod Taylor,QB,BUF,JAX,20.44
Eli Manning,QB,NYG,CLE,19.56
Matt Ryan,QB,ATL,ARI,19.26
Tom Brady,QB,NE,NYJ,19.04
Carson Palmer,QB,ARI,ATL,18.56
Jared Goff,QB,LAR,NO,18.56
Carson Wentz,QB,PHI,GB,18.46
Josh McCown,QB,CLE,NYG,17.88
Ryan Fitzpatrick,QB,NYJ,NE,17.86
Jameis Winston,QB,TB,SEA,17.00
Matthew Stafford,QB,DET,MIN,16.28
Brock Osweiler,QB,HOU,LAC,15.14
Alex Smith,QB,KC,DEN,15.00
Andy Dalton,QB,CIN,BAL,14.72
Joe Flacco,QB,BAL,CIN,14.26
Russell Wilson,QB,SEA,TB,12.04
Scott Tolzien,QB,IND,PIT,10.80
Sam Bradford,QB,MIN,DET,7.96
Stephen Morris,QB,IND,PIT,0.00
Kevin Hogan,QB,CLE,NYG,0.00
Joe Webb,QB,CAR,OAK,0.00
Kellen Clemens,QB,LAC,HOU,0.00
Landry Jones,QB,PIT,IND,0.00
Matt Schaub,QB,ATL,ARI,0.00
Matt McGloin,QB,OAK,CAR,0.00
Tyreek Hill,WR,KC,DEN,32.50
Emmanuel Sanders,WR,DEN,KC,32.20
Antonio Brown,WR,PIT,IND,32.10
Davante Adams,WR,GB,PHI,31.30
Marquess Wilson,WR,CHI,TEN,29.50
Odell Beckham Jr,WR,NYG,CLE,27.60
Dontrelle Inman,WR,LAC,HOU,26.90
Taylor Gabriel,WR,ATL,ARI,26.20
Ted Ginn,WR,CAR,OAK,25.80
Quincy Enunwa,WR,NYJ,NE,24.90
DeSean Jackson,WR,WAS,DAL,24.80
Terrelle Pryor,WR,CLE,NYG,22.10
Michael Crabtree,WR,OAK,CAR,22.00
Malcolm Mitchell,WR,NE,NYJ,21.20
Tyrell Williams,WR,LAC,HOU,21.00
Anquan Boldin,WR,DET,MIN,19.90
Brandon Marshall,WR,NYJ,NE,18.70
Jordy Nelson,WR,GB,PHI,17.10
Jamison Crowder,WR,WAS,DAL,16.80
Donte Moncrief,WR,IND,PIT,16.50
