,Player,Position,Team,Opponent,Points,PlayerID
0,Kirk Cousins,QB,WAS,DAL,33.16,00-0029604
1,Trevor Siemian,QB,DEN,KC,32.02,00-0032156
2,Ryan Tannehill,QB,MIA,SF,26.8,00-0029701
3,Aaron Rodgers,QB,GB,PHI,26.12,00-0023459
4,Matt Barkley,QB,CHI,TEN,25.64,00-0030533
5,Cam Newton,QB,CAR,OAK,22.44,00-0027939
6,Derek Carr,QB,OAK,CAR,22.3,00-0031280
7,Dak Prescott,QB,DAL,WAS,21.7,00-0033077
8,Marcus Mariota,QB,TEN,CHI,21.64,00-0032268
9,Blake Bortles,QB,JAX,BUF,21.14,00-0031407
10,Ben Roethlisberger,QB,PIT,IND,20.84,00-0022924
11,Philip Rivers,QB,LAC,HOU,20.68,00-0022942
12,Tyrod Taylor,QB,BUF,JAX,20.44,00-0028118
13,Eli Manning,QB,NYG,CLE,19.56,00-0022803
14,Matt Ryan,QB,ATL,ARI,19.26,00-0026143
15,Tom Brady,QB,NE,NYJ,19.04,00-0019596
16,Carson Palmer,QB,ARI,ATL,18.56,00-0021429
17,Jared Goff,QB,LA,NO,18.56,00-0033106
18,Carson Wentz,QB,PHI,GB,18.46,00-0032950
19,Josh McCown,QB,CLE,NYG,17.88,00-0021206
20,Ryan Fitzpatrick,QB,NYJ,NE,17.86,00-0023682
21,Jameis Winston,QB,TB,SEA,17.0,00-0031503
22,Matthew Stafford,QB,DET,MIN,16.28,00-0026498
23,Brock Osweiler,QB,HOU,LAC,15.14,00-0029682
24,Alex Smith,QB,KC,DEN,15.0,00-0023436
25,Andy Dalton,QB,CIN,BAL,14.72,00-0027973
26,Joe Flacco,QB,BAL,CIN,14.26,00-0026158
27,Russell Wilson,QB,SEA,TB,12.04,00-0029263
28,Scott Tolzien,QB,IND,PIT,10.8,00-0028595
29,Sam Bradford,QB,MIN,DET,7.96,00-0027854
30,Stephen Morris,QB,IND,PIT,0.0,00-0030825
31,Kevin Hogan,QB,CLE,NYG,0.0,00-0032784
32,Joe Webb,QB,CAR,OAK,0.0,00-0027796
33,Kellen Clemens,QB,LAC,HOU,0.0,00-0024264
34,Landry Jones,QB,PIT,IND,0.0,00-0030524
35,Matt Schaub,QB,ATL,ARI,0.0,00-0022787
36,Matt McGloin,QB,OAK,CAR,0.0,00-0030419
37,Tyreek Hill,WR,KC,DEN,32.5,00-0033040
38,Emmanuel Sanders,WR,DEN,KC,32.2,00-0027685
39,Antonio Brown,WR,PIT,IND,32.1,00-0027793
40,Davante Adams,WR,GB,PHI,31.3,00-0031381
41,Marquess Wilson,WR,CHI,TEN,29.5,00-0030047
42,Odell Beckham Jr,WR,NYG,CLE,27.6,00-0031235
43,Dontrelle Inman,WR,LAC,HOU,26.9,00-0028411
