Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Aaron Rodgers,QB,9,GB,CAR,25,48,52,369,8,4,1,97,4,22,6,0,36.96,2015
2,Marcus Mariota,QB,9,TEN,NO,28,39,72,371,10,4,0,136,1,5,5,0,36.34,2015
3,Drew Brees,QB,9,NO,TEN,28,39,72,387,10,3,1,118,3,-1,0,1,35.38,2015
4,Cam Newton,QB,9,CAR,GB,15,30,50,297,10,3,1,104,9,57,6,1,34.58,2015
5,Derek Carr,QB,9,OAK,PIT,24,44,55,301,7,4,1,97,2,3,2,0,30.34,2015
6,Blake Bortles,QB,9,JAX,NYJ,24,40,60,381,10,2,2,88,4,32,8,0,26.44,2015
7,Ben Roethlisberger,QB,9,PIT,OAK,24,44,55,334,8,2,1,85,0,0,0,0,25.36,2015
8,Matt Cassel,QB,9,DAL,PHI,25,38,66,299,8,3,1,105,2,17,9,0,24.66,2015
9,Jay Cutler,QB,9,CHI,LAC,27,40,68,345,9,2,1,101,3,-2,-1,0,22.60,2015
10,Andy Dalton,QB,9,CIN,CLE,21,27,78,234,9,3,0,140,6,5,1,0,21.86,2015
11,Andrew Luck,QB,9,IND,DEN,21,36,58,252,7,2,0,98,6,34,6,0,21.48,2015
12,Matt Ryan,QB,9,ATL,SF,30,45,67,303,7,1,0,93,1,2,2,0,19.32,2015
13,Ryan Fitzpatrick,QB,9,NYJ,JAX,21,34,62,272,8,2,0,107,4,0,0,0,18.88,2015
14,Tom Brady,QB,9,NE,WAS,26,39,67,299,8,2,1,96,1,-1,-1,0,18.86,2015
15,Jameis Winston,QB,9,TB,NYG,19,36,53,247,7,0,0,75,3,24,8,1,18.28,2015
16,Peyton Manning,QB,9,DEN,IND,21,36,58,281,8,2,2,79,0,0,0,0,17.24,2015
17,Blaine Gabbert,QB,9,SF,ATL,15,25,60,185,7,2,2,76,8,32,4,0,16.60,2015
18,Ryan Tannehill,QB,9,MIA,BUF,26,35,74,307,9,0,0,101,2,3,2,0,16.48,2015
19,Sam Bradford,QB,9,PHI,DAL,25,36,69,295,8,1,0,103,1,-1,-1,0,15.70,2015
20,Tyrod Taylor,QB,9,BUF,MIA,11,12,92,181,15,1,0,147,10,44,4,0,15.64,2015
21,Philip Rivers,QB,9,LAC,CHI,26,42,62,280,7,1,0,89,0,0,0,0,15.20,2015
22,Teddy Bridgewater,QB,9,MIN,LAR,13,21,62,144,7,0,1,62,3,17,6,1,14.46,2015
23,Eli Manning,QB,9,NYG,TB,26,40,65,213,5,2,2,74,1,-1,-1,0,14.42,2015
24,Johnny Manziel,QB,9,CLE,CIN,15,33,46,168,5,1,0,71,4,31,8,0,13.82,2015
25,Kirk Cousins,QB,9,WAS,NE,22,40,55,217,5,1,1,68,0,0,0,0,11.68,2015
26,Nick Foles,QB,9,LAR,MIN,18,33,55,168,5,0,0,69,1,2,2,0,6.92,2015
27,Landry Jones,QB,9,PIT,OAK,4,6,67,79,13,0,0,110,0,0,0,0,3.16,2015
28,Shaun Hill,QB,9,MIN,LAR,2,6,33,15,3,0,0,42,1,-1,-1,0,0.50,2015
29,Colin Kaepernick,QB,9,SF,ATL,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2015
30,Joe Webb,QB,9,CAR,GB,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2015
31,Jimmy Garoppolo,QB,9,NE,WAS,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2015
32,AJ McCarron,QB,9,CIN,CLE,0,0,0,0,0,0,0,0,2,-2,-1,0,-0.20,2015
