,Player,Position,Team,Opponent,Points,PlayerID
0,Drew Brees,QB,NO,TEN,35.38,00-0020531
1,Cam Newton,QB,CAR,GB,34.58,00-0027939
2,Derek Carr,QB,OAK,PIT,30.34,00-0031280
3,Blake Bortles,QB,JAX,NYJ,26.44,00-0031407
4,Ben Roethlisberger,QB,PIT,OAK,25.36,00-0022924
5,Matt Cassel,QB,DAL,PHI,24.66,00-0023662
6,Jay Cutler,QB,CHI,LAC,22.6,00-0024226
7,Andy Dalton,QB,CIN,CLE,21.86,00-0027973
8,Andrew Luck,QB,IND,DEN,21.48,00-0029668
9,Matt Ryan,QB,ATL,SF,19.32,00-0026143
10,Ryan Fitzpatrick,QB,NYJ,JAX,18.88,00-0023682
11,Tom Brady,QB,NE,WAS,18.86,00-0019596
12,Jameis Winston,QB,TB,NYG,18.28,00-0031503
13,Peyton Manning,QB,DEN,IND,17.24,00-0010346
14,Blaine Gabbert,QB,SF,ATL,16.6,00-0027948
15,Ryan Tannehill,QB,MIA,BUF,16.48,00-0029701
16,Sam Bradford,QB,PHI,DAL,15.7,00-0027854
17,Tyrod Taylor,QB,BUF,MIA,15.64,00-0028118
18,Philip Rivers,QB,LAC,CHI,15.2,00-0022942
19,Teddy Bridgewater,QB,MIN,LAR,14.46,00-0031237
20,Eli Manning,QB,NYG,TB,14.42,00-0022803
21,Johnny Manziel,QB,CLE,CIN,13.82,00-0031409
22,Kirk Cousins,QB,WAS,NE,11.68,00-0029604
23,Nick Foles,QB,LA,MIN,6.92,00-0029567
24,Landry Jones,QB,PIT,OAK,3.16,00-0030524
25,Shaun Hill,QB,MIN,LAR,0.5,00-0020679
26,Colin Kaepernick,QB,SF,ATL,0.0,00-0027974
27,Jimmy Garoppolo,QB,NE,WAS,-0.1,00-0031345
28,Joe Webb,QB,CAR,GB,-0.1,00-0027796
29,AJ McCarron,QB,CIN,CLE,-0.2,00-0031288
30,Sammy Watkins,WR,BUF,MIA,33.8,00-0031325
31,Michael Crabtree,WR,OAK,PIT,32.8,00-0026986
32,Jordan Matthews,WR,PHI,DAL,31.3,00-0031299
33,Alshon Jeffery,WR,CHI,LAC,28.1,00-0029137
34,Julio Jones,WR,ATL,SF,26.7,00-0027944
35,Allen Hurns,WR,JAX,NYJ,26.2,00-0030821
36,Mike Evans,WR,TB,NYG,25.0,00-0031408
37,Dez Bryant,WR,DAL,PHI,24.4,00-0027902
38,Odell Beckham Jr,WR,NYG,TB,22.5,00-0031235
39,Amari Cooper,WR,OAK,PIT,21.8,00-0031544
40,Allen Robinson,WR,JAX,NYJ,21.1,00-0031428
41,Emmanuel Sanders,WR,DEN,IND,21.0,00-0027685
42,Randall Cobb,WR,GB,CAR,19.9,00-0028002
43,Eric Decker,WR,NYJ,JAX,19.9,00-0027690
44,Jarvis Landry,WR,MIA,BUF,19.06,00-0031382
45,Davante Adams,WR,GB,CAR,18.3,00-0031381
46,Brandon LaFell,WR,NE,WAS,18.2,00-0027681
47,Brandin Cooks,WR,NO,TEN,17.1,00-0031236
48,Bryan Walters,WR,JAX,NYJ,16.4,00-0027595
49,Devin Funchess,WR,CAR,GB,16.1,00-0032055
50,Julian Edelman,WR,NE,WAS,15.5,00-0027150
51,Willie Snead,WR,NO,TEN,15.5,00-0030663
52,Rueben Randle,WR,NYG,TB,15.0,00-0029262
53,Brandon Marshall,WR,NYJ,JAX,14.4,00-0024334
54,Mohamed Sanu,WR,CIN,CLE,14.0,00-0029632
55,Steve Johnson,WR,LAC,CHI,13.8,00-0026364
56,TY Hilton,WR,IND,DEN,13.2,00-0029608
57,Marvin Jones,WR,CIN,CLE,12.8,00-0029293
58,Dorial Green-Beckham,WR,TEN,NO,12.7,00-0032218
59,Griff Whalen,WR,IND,DEN,12.3,00-0029033
60,Harry Douglas,WR,TEN,NO,12.3,00-0026224
61,Martavis Bryant,WR,PIT,OAK,12.1,00-0031373
62,Tavon Austin,WR,LA,MIN,12.1,00-0030525
63,Corey Brown,WR,CAR,GB,11.8,00-0031118
64,Kenny Britt,WR,LA,MIN,11.7,00-0027006
65,Jerricho Cotchery,WR,CAR,GB,11.2,00-0022811
66,Pierre Garcon,WR,WAS,NE,11.0,00-0026345
67,Jamison Crowder,WR,WAS,NE,11.0,00-0031941
68,Justin Hunter,WR,TEN,NO,10.7,00-0030521
69,Adam Humphries,WR,TB,NYG,10.5,00-0032009
70,Kenny Stills,WR,MIA,BUF,10.4,00-0030085
71,Seth Roberts,WR,OAK,PIT,10.3,00-0031166
72,Quinton Patton,WR,SF,ATL,10.0,00-0030450
73,Demaryius Thomas,WR,DEN,IND,10.0,00-0027874
74,Rishard Matthews,WR,MIA,BUF,9.4,00-0029580
75,AJ Green,WR,CIN,CLE,9.3,00-0027942
76,Kenbrell Thompkins,WR,NYJ,JAX,8.5,00-0030000
77,Brandon Coleman,WR,NO,TEN,7.8,00-0030801
78,Owen Daniels,TE,DEN,IND,25.2,00-0024313
79,Martellus Bennett,TE,CHI,LAC,19.7,00-0026201
80,Richard Rodgers,TE,GB,CAR,18.9,00-0031384
81,Greg Olsen,TE,CAR,GB,16.6,00-0025418
82,Garrett Celek,TE,SF,ATL,15.2,00-0028903
