Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Greg Zuerlein,K,9,LAR,MIN,4,5,80,61,0,0,0.00,2015
2,Josh Brown,K,9,NYG,TB,4,4,100,53,2,2,0.00,2015
3,Connor Barth,K,9,TB,NYG,4,5,80,53,0,0,0.00,2015
4,Graham Gano,K,9,CAR,GB,3,4,75,49,4,4,0.00,2015
5,Chris Boswell,K,9,PIT,OAK,3,4,75,38,3,3,0.00,2015
6,Jason Myers,K,9,JAX,NYJ,3,3,100,45,2,2,0.00,2015
7,Adam Vinatieri,K,9,IND,DEN,2,2,100,55,3,3,0.00,2015
8,Caleb Sturgis,K,9,PHI,DAL,2,2,100,53,3,3,0.00,2015
9,Ryan Succop,K,9,TEN,NO,2,3,67,51,2,2,0.00,2015
10,Matt Bryant,K,9,ATL,SF,3,3,100,44,1,1,0.00,2015
11,Stephen Gostkowski,K,9,NE,WAS,2,2,100,21,3,3,0.00,2015
12,Dan Bailey,K,9,DAL,PHI,2,2,100,44,3,3,0.00,2015
13,Mike Nugent,K,9,CIN,CLE,1,1,100,28,4,4,0.00,2015
14,Blair Walsh,K,9,MIN,LAR,2,2,100,40,1,1,0.00,2015
15,Dan Carpenter,K,9,BUF,MIA,1,1,100,43,4,4,0.00,2015
16,Josh Lambo,K,9,LAC,CHI,2,2,100,31,1,2,0.00,2015
17,Brandon McManus,K,9,DEN,IND,1,1,100,29,3,3,0.00,2015
18,Sebastian Janikowski,K,9,OAK,PIT,0,0,0,0,5,5,0.00,2015
19,Andrew Franks,K,9,MIA,BUF,1,1,100,48,2,2,0.00,2015
20,Phil Dawson,K,9,SF,ATL,1,1,100,44,2,2,0.00,2015
21,Travis Coons,K,9,CLE,CIN,1,1,100,27,1,1,0.00,2015
22,Kai Forbath,K,9,NO,TEN,0,1,0,0,4,4,0.00,2015
23,Dustin Hopkins,K,9,WAS,NE,1,1,100,23,1,1,0.00,2015
24,Mason Crosby,K,9,GB,CAR,0,0,0,0,3,3,0.00,2015
25,Robbie Gould,K,9,CHI,LAC,0,2,0,0,2,2,0.00,2015
26,Nick Folk,K,9,NYJ,JAX,0,0,0,0,0,0,0.00,2015
27,Jordan Gay,K,9,BUF,MIA,0,0,0,0,0,0,0.00,2015
