Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,TEN,35.38
Cam Newton,QB,CAR,GB,34.58
Derek Carr,QB,OAK,PIT,30.34
Blake Bortles,QB,JAX,NYJ,26.44
Ben Roethlisberger,QB,PIT,OAK,25.36
Matt Cassel,QB,DAL,PHI,24.66
Jay Cutler,QB,CHI,LAC,22.60
Andy Dalton,QB,CIN,CLE,21.86
Andrew Luck,QB,IND,DEN,21.48
Matt Ryan,QB,ATL,SF,19.32
Ryan Fitzpatrick,QB,NYJ,JAX,18.88
Tom Brady,QB,NE,WAS,18.86
Jameis Winston,QB,TB,NYG,18.28
Peyton Manning,QB,DEN,IND,17.24
Blaine Gabbert,QB,SF,ATL,16.60
Ryan Tannehill,QB,MIA,BUF,16.48
Sam Bradford,QB,PHI,DAL,15.70
Tyrod Taylor,QB,BUF,MIA,15.64
Philip Rivers,QB,LAC,CHI,15.20
Teddy Bridgewater,QB,MIN,LAR,14.46
Eli Manning,QB,NYG,TB,14.42
Johnny Manziel,QB,CLE,CIN,13.82
Kirk Cousins,QB,WAS,NE,11.68
Nick Foles,QB,LAR,MIN,6.92
Landry Jones,QB,PIT,OAK,3.16
Shaun Hill,QB,MIN,LAR,0.50
Colin Kaepernick,QB,SF,ATL,0.00
Jimmy Garoppolo,QB,NE,WAS,-0.10
Joe Webb,QB,CAR,GB,-0.10
AJ McCarron,QB,CIN,CLE,-0.20
Sammy Watkins,WR,BUF,MIA,33.80
Michael Crabtree,WR,OAK,PIT,32.80
Jordan Matthews,WR,PHI,DAL,31.30
Alshon Jeffery,WR,CHI,LAC,28.10
Julio Jones,WR,ATL,SF,26.70
Allen Hurns,WR,JAX,NYJ,26.20
Mike Evans,WR,TB,NYG,25.00
Dez Bryant,WR,DAL,PHI,24.40
Odell Beckham Jr,WR,NYG,TB,22.50
Amari Cooper,WR,OAK,PIT,21.80
Allen Robinson,WR,JAX,NYJ,21.10
Emmanuel Sanders,WR,DEN,IND,21.00
Randall Cobb,WR,GB,CAR,19.90
Eric Decker,WR,NYJ,JAX,19.90
Jarvis Landry,WR,MIA,BUF,19.06
Davante Adams,WR,GB,CAR,18.30
Brandon LaFell,WR,NE,WAS,18.20
Brandin Cooks,WR,NO,TEN,17.10
Bryan Walters,WR,JAX,NYJ,16.40
Devin Funchess,WR,CAR,GB,16.10
Julian Edelman,WR,NE,WAS,15.50
Willie Snead,WR,NO,TEN,15.50
Rueben Randle,WR,NYG,TB,15.00
Brandon Marshall,WR,NYJ,JAX,14.40
Mohamed Sanu,WR,CIN,CLE,14.00
Steve Johnson,WR,LAC,CHI,13.80
TY Hilton,WR,IND,DEN,13.20
Marvin Jones,WR,CIN,CLE,12.80
Dorial Green-Beckham,WR,TEN,NO,12.70
Griff Whalen,WR,IND,DEN,12.30
Harry Douglas,WR,TEN,NO,12.30
Martavis Bryant,WR,PIT,OAK,12.10
Tavon Austin,WR,LAR,MIN,12.10
Corey Brown,WR,CAR,GB,11.80
Kenny Britt,WR,LAR,MIN,11.70
Jerricho Cotchery,WR,CAR,GB,11.20
Pierre Garcon,WR,WAS,NE,11.00
Jamison Crowder,WR,WAS,NE,11.00
Justin Hunter,WR,TEN,NO,10.70
Adam Humphries,WR,TB,NYG,10.50
Kenny Stills,WR,MIA,BUF,10.40
Seth Roberts,WR,OAK,PIT,10.30
Quinton Patton,WR,SF,ATL,10.00
Demaryius Thomas,WR,DEN,IND,10.00
Rishard Matthews,WR,MIA,BUF,9.40
AJ Green,WR,CIN,CLE,9.30
Kenbrell Thompkins,WR,NYJ,JAX,8.50
Brandon Coleman,WR,NO,TEN,7.80
Owen Daniels,TE,DEN,IND,25.20
Martellus Bennett,TE,CHI,LAC,19.70
Richard Rodgers,TE,GB,CAR,18.90
Greg Olsen,TE,CAR,GB,16.60
Garrett Celek,TE,SF,ATL,15.20
Antonio Gates,TE,LAC,CHI,12.90
Anthony Fasano,TE,TEN,NO,12.30
Jacob Tamme,TE,ATL,SF,12.10
Benjamin Watson,TE,NO,TEN,11.00
Jordan Reed,TE,WAS,NE,10.80
Zach Miller,TE,CHI,LAC,10.30
Jason Witten,TE,DAL,PHI,10.30
Josh Hill,TE,NO,TEN,10.10
Jack Doyle,TE,IND,DEN,9.80
Zach Ertz,TE,PHI,DAL,9.40
Jesse James,TE,PIT,OAK,9.30
Rob Gronkowski,TE,NE,WAS,8.70
Clive Walford,TE,OAK,PIT,7.10
Michael Hoomanawanui,TE,NO,TEN,7.10
Heath Miller,TE,PIT,OAK,6.20
Coby Fleener,TE,IND,DEN,6.20
Gary Barnidge,TE,CLE,CIN,5.50
Jeff Cumberland,TE,NYJ,JAX,5.40
Kyle Rudolph,TE,MIN,LAR,5.00
Lance Kendricks,TE,LAR,MIN,4.50
Craig Stevens,TE,TEN,NO,4.50
Julius Thomas,TE,JAX,NYJ,4.40
