Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Dan Bailey,K,1,DAL,NYG,4,4,100,56,1,1,0.00,2016
2,Blair Walsh,K,1,MIN,TEN,4,6,67,50,1,2,0.00,2016
3,Jason Myers,K,1,JAX,GB,3,3,100,50,2,2,0.00,2016
4,Stephen Gostkowski,K,1,NE,ARI,3,3,100,53,2,2,0.00,2016
5,Nick Novak,K,1,HOU,CHI,3,3,100,38,2,2,0.00,2016
6,Mike Nugent,K,1,CIN,NYJ,3,4,75,47,2,2,0.00,2016
7,Adam Vinatieri,K,1,IND,DET,2,2,100,50,3,3,0.00,2016
8,Matt Bryant,K,1,ATL,TB,3,3,100,34,1,1,0.00,2016
9,Nick Folk,K,1,NYJ,CIN,3,4,75,45,1,2,0.00,2016
10,Wil Lutz,K,1,NO,OAK,2,4,50,42,4,4,0.00,2016
11,Dustin Hopkins,K,1,WAS,PIT,3,3,100,40,1,1,0.00,2016
12,Mason Crosby,K,1,GB,JAX,2,2,100,25,3,3,0.00,2016
13,Justin Tucker,K,1,BAL,BUF,2,2,100,50,1,1,0.00,2016
14,Caleb Sturgis,K,1,PHI,CLE,2,3,67,38,3,3,0.00,2016
15,Cairo Santos,K,1,KC,LAC,2,2,100,47,3,3,0.00,2016
16,Josh Lambo,K,1,LAC,KC,2,3,67,29,3,3,0.00,2016
17,Graham Gano,K,1,CAR,DEN,2,3,67,44,2,2,0.00,2016
18,Chris Boswell,K,1,PIT,WAS,1,1,100,46,5,5,0.00,2016
19,Roberto Aguayo,K,1,TB,ATL,1,1,100,43,4,4,0.00,2016
20,Sebastian Janikowski,K,1,OAK,NO,2,2,100,47,1,1,0.00,2016
21,Matt Prater,K,1,DET,IND,1,1,100,43,4,5,0.00,2016
22,Steven Hauschka,K,1,SEA,MIA,2,2,100,39,0,1,0.00,2016
23,Patrick Murray,K,1,CLE,PHI,1,1,100,35,1,1,0.00,2016
24,Ryan Succop,K,1,TEN,MIN,1,1,100,28,1,1,0.00,2016
25,Andrew Franks,K,1,MIA,SEA,1,2,50,41,1,1,0.00,2016
26,Phil Dawson,K,1,SF,LAR,0,0,0,0,4,4,0.00,2016
27,Brandon McManus,K,1,DEN,CAR,0,0,0,0,3,3,0.00,2016
28,Chandler Catanzaro,K,1,ARI,NE,0,1,0,0,3,3,0.00,2016
29,Connor Barth,K,1,CHI,HOU,0,0,0,0,2,2,0.00,2016
30,Randy Bullock,K,1,NYG,DAL,0,0,0,0,2,3,0.00,2016
31,Dan Carpenter,K,1,BUF,BAL,0,1,0,0,1,1,0.00,2016
32,Jordan Gay,K,1,BUF,BAL,0,0,0,0,0,0,0.00,2016
33,Josh Brown,K,1,NYG,DAL,0,0,0,0,0,0,0.00,2016
34,Greg Zuerlein,K,1,LAR,SF,0,0,0,0,0,0,0.00,2016
