,Player,Position,Team,Opponent,Points,PlayerID
0,Alex Smith,QB,KC,LAC,32.02,00-0023436
1,Matthew Stafford,QB,DET,IND,29.1,00-0026498
2,Matt Ryan,QB,ATL,TB,27.36,00-0026143
3,Jameis Winston,QB,TB,ATL,26.54,00-0031503
4,Ben Roethlisberger,QB,PIT,WAS,25.8,00-0022924
5,Derek Carr,QB,OAK,NO,25.36,00-0031280
6,Aaron Rodgers,QB,GB,JAX,23.56,00-0023459
7,Cam Newton,QB,CAR,DEN,22.16,00-0027939
8,Andy Dalton,QB,CIN,NYJ,21.34,00-0027973
9,Eli Manning,QB,NYG,DAL,19.28,00-0022803
10,Carson Wentz,QB,PHI,CLE,19.22,00-0032950
11,Blake Bortles,QB,JAX,GB,19.0,00-0031407
12,Carson Palmer,QB,ARI,NE,18.94,00-0021429
13,Marcus Mariota,QB,TEN,MIN,18.74,00-0032268
14,Brock Osweiler,QB,HOU,CHI,17.64,00-0029682
15,Ryan Fitzpatrick,QB,NYJ,CIN,16.06,00-0023682
16,Jimmy Garoppolo,QB,NE,ARI,16.06,00-0031345
17,Ryan Tannehill,QB,MIA,SEA,15.14,00-0029701
18,Kirk Cousins,QB,WAS,PIT,14.96,00-0029604
19,Philip Rivers,QB,LAC,KC,14.62,00-0022942
20,Blaine Gabbert,QB,SF,LAR,14.5,00-0027948
21,Russell Wilson,QB,SEA,MIA,13.92,00-0029263
22,Joe Flacco,QB,BAL,BUF,13.02,00-0026158
23,Jay Cutler,QB,CHI,HOU,12.84,00-0024226
24,Trevor Siemian,QB,DEN,CAR,11.12,00-0032156
25,Robert Griffin III,QB,CLE,PHI,10.3,00-0029532
26,Dak Prescott,QB,DAL,NYG,10.28,00-0033077
27,Shaun Hill,QB,MIN,TEN,10.24,00-0020679
28,Tyrod Taylor,QB,BUF,BAL,5.54,00-0028118
29,Case Keenum,QB,LA,SF,4.2,00-0028986
30,Joe Webb,QB,CAR,DEN,0.0,00-0027796
31,Colin Kaepernick,QB,SF,LAR,0.0,00-0027974
32,Antonio Brown,WR,PIT,WAS,35.6,00-0027793
33,Willie Snead,WR,NO,OAK,35.2,00-0030663
34,Larry Fitzgerald,WR,ARI,NE,28.1,00-0022921
35,Jordan Matthews,WR,PHI,CLE,27.5,00-0031299
36,Will Fuller,WR,HOU,CHI,24.7,00-0033127
37,Amari Cooper,WR,OAK,NO,24.7,00-0031544
38,Doug Baldwin,WR,SEA,MIA,24.2,00-0028434
39,Kelvin Benjamin,WR,CAR,DEN,21.1,00-0031359
40,Mohamed Sanu,WR,ATL,TB,21.0,00-0029632
41,Mike Evans,WR,TB,ATL,20.9,00-0031408
42,Stefon Diggs,WR,MIN,TEN,20.2,00-0031588
43,Quincy Enunwa,WR,NYJ,CIN,19.3,00-0031023
44,Mike Wallace,WR,BAL,BUF,19.2,00-0026901
45,DeSean Jackson,WR,WAS,PIT,19.2,00-0026189
46,Donte Moncrief,WR,IND,DET,18.4,00-0031339
47,Eli Rogers,WR,PIT,WAS,17.9,00-0031782
48,Michael Crabtree,WR,OAK,NO,17.7,00-0026986
49,Alshon Jeffery,WR,CHI,HOU,17.5,00-0029137
50,Jeremy Maclin,WR,KC,LAC,17.2,00-0026995
51,Julio Jones,WR,ATL,TB,16.6,00-0027944
52,DeAndre Hopkins,WR,HOU,CHI,16.4,00-0030564
53,Eddie Royal,WR,CHI,HOU,15.7,00-0026182
54,Nelson Agholor,WR,PHI,CLE,15.7,00-0031549
55,Jordy Nelson,WR,GB,JAX,15.2,00-0026176
56,Julian Edelman,WR,NE,ARI,15.2,00-0027150
57,Chris Hogan,WR,NE,ARI,15.0,00-0028237
58,Tajae Sharpe,WR,TEN,MIN,14.6,00-0032778
59,Cole Beasley,WR,DAL,NYG,14.5,00-0029000
60,Davante Adams,WR,GB,JAX,14.0,00-0031381
61,TY Hilton,WR,IND,DET,13.9,00-0029608
62,Victor Cruz,WR,NYG,DAL,13.4,00-0027265
63,Phillip Dorsett,WR,IND,DET,13.4,00-0032208
64,Sterling Shepard,WR,NYG,DAL,13.3,00-0032385
65,Allen Robinson,WR,JAX,GB,13.2,00-0031428
66,Brandon LaFell,WR,CIN,NYJ,13.1,00-0027681
67,Jeremy Kerley,WR,SF,LAR,13.1,00-0028091
68,Jarvis Landry,WR,MIA,SEA,12.9,00-0031382
69,Randall Cobb,WR,GB,JAX,12.8,00-0028002
70,Marvin Jones,WR,DET,IND,12.5,00-0029293
71,Keenan Allen,WR,LAC,KC,12.3,00-0030279
72,Michael Thomas,WR,NO,OAK,11.8,00-0032765
73,Jamison Crowder,WR,WAS,PIT,11.8,00-0031941
74,Eric Decker,WR,NYJ,CIN,11.7,00-0027690
75,Allen Hurns,WR,JAX,GB,11.5,00-0030821
76,Odell Beckham Jr,WR,NYG,DAL,11.3,00-0031235
77,Golden Tate,WR,DET,IND,11.3,00-0027891
78,Pierre Garcon,WR,WAS,PIT,11.1,00-0026345
79,Quinton Patton,WR,SF,LAR,11.0,00-0030450
80,Dwayne Allen,TE,IND,DET,17.3,00-0029689
81,Eric Ebron,TE,DET,IND,15.6,00-0031387
