Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Davante Adams,WR,7,GB,CHI,16,13,81,132,2,24,8,10,0,0,0,0,0,41.20,2016
2,AJ Green,WR,7,CIN,CLE,8,8,100,169,1,48,21,21,0,0,0,0,0,33.90,2016
3,Mike Evans,WR,7,TB,SF,13,8,62,96,2,31,7,12,0,0,0,0,0,29.60,2016
4,Julio Jones,WR,7,ATL,LAC,15,9,60,174,0,50,12,19,0,0,0,0,0,29.40,2016
5,TY Hilton,WR,7,IND,TEN,12,7,58,133,1,37,11,19,0,0,0,0,0,29.30,2016
6,Randall Cobb,WR,7,GB,CHI,15,11,73,95,1,25,6,9,5,21,0,0,0,28.60,2016
7,Michael Thomas,WR,7,NO,KC,13,10,77,130,0,23,10,13,0,0,0,0,0,26.00,2016
8,Mike Wallace,WR,7,BAL,NYJ,13,10,77,120,0,53,9,12,0,0,0,0,0,25.00,2016
9,Kenny Stills,WR,7,MIA,BUF,8,5,63,100,1,66,13,20,0,0,0,0,0,24.00,2016
10,Tyrell Williams,WR,7,LAC,ATL,10,7,70,140,0,49,14,20,0,0,0,0,0,24.00,2016
11,Michael Crabtree,WR,7,OAK,JAX,11,8,73,96,1,56,9,12,0,0,0,0,0,23.60,2016
12,Tavon Austin,WR,7,LAR,NYG,15,10,67,57,1,10,4,6,1,10,0,2,0,22.70,2016
13,Antonio Brown,WR,7,PIT,NE,11,7,64,106,0,51,10,15,1,13,0,0,0,21.90,2016
14,Jamison Crowder,WR,7,WAS,DET,9,7,78,108,0,26,12,15,0,0,0,0,0,20.80,2016
15,Marqise Lee,WR,7,JAX,OAK,8,7,88,107,0,38,13,15,0,0,0,0,0,20.70,2016
16,Cordarrelle Patterson,WR,7,MIN,PHI,7,7,100,67,1,15,10,10,0,0,0,0,0,19.70,2016
17,Marquise Goodwin,WR,7,BUF,MIA,7,4,57,93,1,67,13,23,0,0,0,0,0,19.30,2016
18,Brandin Cooks,WR,7,NO,KC,9,7,78,58,1,14,6,8,0,0,0,0,0,18.80,2016
19,Russell Shepard,WR,7,TB,SF,6,5,83,77,1,20,13,15,0,0,0,0,0,18.70,2016
20,Brandon LaFell,WR,7,CIN,CLE,5,4,80,83,1,44,17,21,0,0,0,0,0,18.30,2016
21,Willie Snead,WR,7,NO,KC,11,9,82,87,0,17,8,10,0,0,0,0,0,17.70,2016
22,Demaryius Thomas,WR,7,DEN,HOU,10,6,60,40,1,11,4,7,0,0,0,0,0,16.00,2016
23,Larry Fitzgerald,WR,7,ARI,SEA,14,9,64,70,0,19,5,8,0,0,0,0,0,16.00,2016
24,Quincy Enunwa,WR,7,NYJ,BAL,4,2,50,73,1,69,18,37,0,0,0,0,0,15.30,2016
25,Golden Tate,WR,7,DET,WAS,12,6,50,93,0,27,8,16,0,0,0,0,0,15.30,2016
26,Jarvis Landry,WR,7,MIA,BUF,8,5,63,78,0,26,10,16,0,0,0,0,0,14.80,2016
27,Julian Edelman,WR,7,NE,PIT,10,9,90,60,0,11,6,7,0,0,0,1,1,14.00,2016
28,Josh Huff,WR,7,PHI,MIN,4,4,100,39,0,14,10,10,0,0,0,0,0,13.90,2016
29,Marvin Jones,WR,7,DET,WAS,5,4,80,94,0,52,19,24,0,0,0,0,0,13.40,2016
30,Brian Quick,WR,7,LAR,NYG,9,4,44,92,0,48,10,23,0,0,0,0,0,13.20,2016
31,Tyreek Hill,WR,7,KC,NO,1,1,100,38,1,38,38,38,2,23,0,0,0,13.10,2016
32,Doug Baldwin,WR,7,SEA,ARI,9,6,67,69,0,27,8,12,0,0,0,0,0,12.90,2016
33,Emmanuel Sanders,WR,7,DEN,HOU,8,4,50,86,0,31,11,22,0,0,0,0,0,12.60,2016
34,Darrius Heyward-Bey,WR,7,PIT,NE,7,3,43,30,1,14,4,10,0,0,0,0,0,12.00,2016
35,Anquan Boldin,WR,7,DET,WAS,4,3,75,28,1,18,7,9,0,0,0,0,0,11.80,2016
36,JJ Nelson,WR,7,ARI,SEA,7,3,43,84,0,40,12,28,1,4,0,0,0,11.80,2016
37,Michael Floyd,WR,7,ARI,SEA,7,5,71,65,0,18,9,13,0,0,0,0,0,11.50,2016
38,Victor Cruz,WR,7,NYG,LAR,8,5,63,55,0,25,7,11,0,0,0,0,0,10.50,2016
39,Robby Anderson,WR,7,NYJ,BAL,3,3,100,41,0,28,14,14,1,30,0,0,0,10.10,2016
40,Tajae Sharpe,WR,7,TEN,IND,6,4,67,59,0,21,10,15,0,0,0,0,0,9.90,2016
41,Odell Beckham Jr,WR,7,NYG,LAR,9,5,56,49,0,22,5,10,0,0,0,0,0,9.90,2016
42,Travis Benjamin,WR,7,LAC,ATL,5,4,80,54,0,21,11,14,0,0,0,0,0,9.40,2016
43,Dorial Green-Beckham,WR,7,PHI,MIN,4,2,50,8,1,5,2,4,0,0,0,0,0,8.80,2016
44,Dontrelle Inman,WR,7,LAC,ATL,6,3,50,58,0,24,10,19,0,0,0,0,0,8.80,2016
45,DeAndre Hopkins,WR,7,HOU,DEN,12,5,42,36,0,12,3,7,0,0,0,0,0,8.60,2016
46,Kamar Aiken,WR,7,BAL,NYJ,6,3,50,55,0,29,9,18,0,0,0,0,0,8.50,2016
47,Allen Hurns,WR,7,JAX,OAK,7,4,57,45,0,22,6,11,0,0,0,0,0,8.50,2016
48,DeSean Jackson,WR,7,WAS,DET,8,5,63,35,0,12,4,7,0,0,0,0,0,8.50,2016
49,Seth Roberts,WR,7,OAK,JAX,9,4,44,42,0,26,5,11,0,0,0,0,0,8.20,2016
50,Sterling Shepard,WR,7,NYG,LAR,7,5,71,32,0,11,5,6,0,0,0,0,0,8.20,2016
