Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Andrew Luck,QB,7,IND,TEN,27,39,69,353,9,3,0,123,5,17,3,0,30.82,2016
2,Drew Brees,QB,7,NO,KC,37,48,77,367,8,3,1,110,0,0,0,0,28.68,2016
3,Aaron Rodgers,QB,7,GB,CHI,39,56,70,326,6,3,0,102,2,7,4,0,27.74,2016
4,Kirk Cousins,QB,7,WAS,DET,30,39,77,301,8,1,0,107,3,15,5,1,25.54,2016
5,Tyrod Taylor,QB,7,BUF,MIA,14,28,50,221,8,1,0,89,7,35,5,1,24.34,2016
6,Andy Dalton,QB,7,CIN,CLE,19,28,68,308,11,2,0,128,0,0,0,0,23.32,2016
7,Jameis Winston,QB,7,TB,SF,21,30,70,269,9,3,1,117,1,-1,-1,0,21.66,2016
8,Kevin Hogan,QB,7,CLE,CIN,12,24,50,100,4,0,2,26,7,104,15,1,21.40,2016
9,Philip Rivers,QB,7,LAC,ATL,27,44,61,371,8,1,1,86,1,-2,-2,0,19.64,2016
10,Tom Brady,QB,7,NE,PIT,19,26,73,222,9,2,0,124,5,13,3,0,18.18,2016
11,Matthew Stafford,QB,7,DET,WAS,18,29,62,266,9,1,0,104,2,32,16,0,17.84,2016
12,Marcus Mariota,QB,7,TEN,IND,22,37,60,232,6,2,0,96,2,14,7,0,17.68,2016
13,Carson Palmer,QB,7,ARI,SEA,29,49,59,342,7,0,0,80,1,8,8,0,17.48,2016
14,Alex Smith,QB,7,KC,NO,17,24,71,214,9,2,0,126,4,7,2,0,17.26,2016
15,Ryan Tannehill,QB,7,MIA,BUF,15,25,60,204,8,1,0,99,6,21,4,0,16.26,2016
16,Colin Kaepernick,QB,7,SF,TB,16,34,47,143,4,1,1,56,9,84,9,0,16.12,2016
17,Blake Bortles,QB,7,JAX,OAK,23,43,54,246,6,1,2,59,5,33,7,0,15.14,2016
18,Matt Ryan,QB,7,ATL,LAC,22,34,65,273,8,1,1,87,3,8,3,0,14.72,2016
19,Landry Jones,QB,7,PIT,NE,29,47,62,281,6,1,1,77,0,0,0,0,14.24,2016
20,Derek Carr,QB,7,OAK,JAX,23,37,62,200,5,1,0,85,4,4,1,0,12.40,2016
21,Case Keenum,QB,7,LAR,NYG,32,53,60,291,6,1,4,50,1,3,3,0,11.94,2016
22,Trevor Siemian,QB,7,DEN,HOU,14,25,56,157,6,1,0,88,1,-1,-1,0,10.18,2016
23,Sam Bradford,QB,7,MIN,PHI,24,41,59,224,6,1,1,72,1,-1,-1,0,9.86,2016
24,Russell Wilson,QB,7,SEA,ARI,24,37,65,225,6,0,0,81,1,-2,-2,0,9.70,2016
25,Carson Wentz,QB,7,PHI,MIN,16,28,57,138,5,1,2,52,5,6,1,0,9.12,2016
26,Ryan Fitzpatrick,QB,7,NYJ,BAL,9,14,64,120,9,1,0,115,1,-1,-1,0,8.70,2016
27,Geno Smith,QB,7,NYJ,BAL,4,8,50,95,12,1,0,133,1,7,7,0,8.50,2016
28,Joe Flacco,QB,7,BAL,NYJ,25,44,57,248,6,0,2,54,1,1,1,0,8.02,2016
29,Eli Manning,QB,7,NYG,LAR,24,37,65,196,5,0,0,78,2,-2,-1,0,7.64,2016
30,Brock Osweiler,QB,7,HOU,DEN,22,41,54,131,3,0,0,60,3,16,5,0,5.84,2016
31,Cody Kessler,QB,7,CLE,CIN,9,11,82,82,8,0,0,98,1,-2,-2,0,3.08,2016
32,Brian Hoyer,QB,7,CHI,GB,4,11,36,49,5,0,0,51,0,0,0,0,1.96,2016
33,Matt Barkley,QB,7,CHI,GB,6,15,40,81,5,0,2,18,1,-1,-1,0,1.14,2016
34,Kellen Clemens,QB,7,LAC,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016
