,Player,Position,Team,Opponent,Points,PlayerID
0,Aaron Rodgers,QB,GB,CHI,27.74,00-0023459
1,Kirk Cousins,QB,WAS,DET,25.54,00-0029604
2,Tyrod Taylor,QB,BUF,MIA,24.34,00-0028118
3,Andy Dalton,QB,CIN,CLE,23.32,00-0027973
4,Jameis Winston,QB,TB,SF,21.66,00-0031503
5,Kevin Hogan,QB,CLE,CIN,21.4,00-0032784
6,Philip Rivers,QB,LAC,ATL,19.64,00-0022942
7,Tom Brady,QB,NE,PIT,18.18,00-0019596
8,Matthew Stafford,QB,DET,WAS,17.84,00-0026498
9,Marcus Mariota,QB,TEN,IND,17.68,00-0032268
10,Carson Palmer,QB,ARI,SEA,17.48,00-0021429
11,Alex Smith,QB,KC,NO,17.26,00-0023436
12,Ryan Tannehill,QB,MIA,BUF,16.26,00-0029701
13,Colin Kaepernick,QB,SF,TB,16.12,00-0027974
14,Blake Bortles,QB,JAX,OAK,15.14,00-0031407
15,Matt Ryan,QB,ATL,LAC,14.72,00-0026143
16,Landry Jones,QB,PIT,NE,14.24,00-0030524
17,Derek Carr,QB,OAK,JAX,12.4,00-0031280
18,Case Keenum,QB,LA,NYG,11.94,00-0028986
19,Trevor Siemian,QB,DEN,HOU,10.18,00-0032156
20,Sam Bradford,QB,MIN,PHI,9.86,00-0027854
21,Russell Wilson,QB,SEA,ARI,9.7,00-0029263
22,Carson Wentz,QB,PHI,MIN,9.12,00-0032950
23,Ryan Fitzpatrick,QB,NYJ,BAL,8.7,00-0023682
24,Geno Smith,QB,NYJ,BAL,8.5,00-0030565
25,Joe Flacco,QB,BAL,NYJ,8.02,00-0026158
26,Eli Manning,QB,NYG,LAR,7.64,00-0022803
27,Brock Osweiler,QB,HOU,DEN,5.84,00-0029682
28,Cody Kessler,QB,CLE,CIN,3.08,00-0033104
29,Brian Hoyer,QB,CHI,GB,1.96,00-0026625
30,Matt Barkley,QB,CHI,GB,1.14,00-0030533
31,Kellen Clemens,QB,LAC,ATL,0.0,00-0024264
32,Mike Evans,WR,TB,SF,29.6,00-0031408
33,Julio Jones,WR,ATL,LAC,29.4,00-0027944
34,TY Hilton,WR,IND,TEN,29.3,00-0029608
35,Randall Cobb,WR,GB,CHI,28.6,00-0028002
36,Michael Thomas,WR,NO,KC,26.0,00-0032765
37,Mike Wallace,WR,BAL,NYJ,25.0,00-0026901
38,Kenny Stills,WR,MIA,BUF,24.0,00-0030085
39,Tyrell Williams,WR,LAC,ATL,24.0,00-0032160
40,Michael Crabtree,WR,OAK,JAX,23.6,00-0026986
41,Tavon Austin,WR,LA,NYG,22.7,00-0030525
