Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Sebastian Janikowski,K,7,OAK,JAX,4,4,100,52,3,3,0.00,2016
2,Josh Lambo,K,7,LAC,ATL,4,4,100,42,3,3,0.00,2016
3,Justin Tucker,K,7,BAL,NYJ,3,3,100,50,1,1,0.00,2016
4,Matt Bryant,K,7,ATL,LAC,3,4,75,42,3,3,0.00,2016
5,Adam Vinatieri,K,7,IND,TEN,2,2,100,33,4,4,0.00,2016
6,Jason Myers,K,7,JAX,OAK,3,3,100,44,1,1,0.00,2016
7,Roberto Aguayo,K,7,TB,SF,2,3,67,38,4,4,0.00,2016
8,Chris Boswell,K,7,PIT,NE,3,5,60,46,1,1,0.00,2016
9,Cairo Santos,K,7,KC,NO,2,2,100,41,3,3,0.00,2016
10,Nick Novak,K,7,HOU,DEN,3,3,100,43,0,0,0.00,2016
11,Brandon McManus,K,7,DEN,HOU,2,2,100,32,3,3,0.00,2016
12,Mason Crosby,K,7,GB,CHI,2,3,67,40,2,3,0.00,2016
13,Ryan Succop,K,7,TEN,IND,2,2,100,48,2,2,0.00,2016
14,Matt Prater,K,7,DET,WAS,2,3,67,43,2,2,0.00,2016
15,Andrew Franks,K,7,MIA,BUF,2,2,100,36,2,2,0.00,2016
16,Caleb Sturgis,K,7,PHI,MIN,2,2,100,35,1,1,0.00,2016
17,Mike Nugent,K,7,CIN,CLE,1,3,33,36,4,4,0.00,2016
18,Nick Folk,K,7,NYJ,BAL,1,2,50,22,3,3,0.00,2016
19,Steven Hauschka,K,7,SEA,ARI,2,3,67,40,0,0,0.00,2016
20,Chandler Catanzaro,K,7,ARI,SEA,2,4,50,46,0,0,0.00,2016
21,Robbie Gould,K,7,NYG,LAR,1,1,100,29,2,2,0.00,2016
22,Cody Parkey,K,7,CLE,CIN,1,1,100,28,2,2,0.00,2016
23,Dustin Hopkins,K,7,WAS,DET,1,2,50,38,2,2,0.00,2016
24,Dan Carpenter,K,7,BUF,MIA,1,1,100,29,2,2,0.00,2016
25,Phil Dawson,K,7,SF,TB,1,1,100,28,2,2,0.00,2016
26,Connor Barth,K,7,CHI,GB,1,1,100,39,1,1,0.00,2016
27,Greg Zuerlein,K,7,LAR,NYG,1,1,100,36,1,1,0.00,2016
28,Blair Walsh,K,7,MIN,PHI,1,1,100,48,1,1,0.00,2016
29,Wil Lutz,K,7,NO,KC,0,0,0,0,3,3,0.00,2016
30,Stephen Gostkowski,K,7,NE,PIT,0,0,0,0,3,4,0.00,2016
