,Player,Position,Team,Opponent,Points,PlayerID
0,Philip Rivers,QB,LAC,OAK,31.36,00-0022942
1,Marcus Mariota,QB,TEN,MIA,30.52,00-0032268
2,Brian Hoyer,QB,CHI,IND,26.78,00-0026625
3,Derek Carr,QB,OAK,LAC,25.98,00-0031280
4,Andrew Luck,QB,IND,CHI,25.18,00-0029668
5,Andy Dalton,QB,CIN,DAL,22.16,00-0027973
6,Blaine Gabbert,QB,SF,ARI,21.48,00-0027948
7,Matthew Stafford,QB,DET,PHI,19.8,00-0026498
8,Sam Bradford,QB,MIN,HOU,18.64,00-0027854
9,Dak Prescott,QB,DAL,CIN,18.48,00-0033077
10,Carson Wentz,QB,PHI,DET,17.92,00-0032950
11,Aaron Rodgers,QB,GB,NYG,17.86,00-0023459
12,Tyrod Taylor,QB,BUF,LAR,15.76,00-0028118
13,Jameis Winston,QB,TB,CAR,15.36,00-0031503
14,Ryan Fitzpatrick,QB,NYJ,PIT,15.1,00-0023682
15,Matt Ryan,QB,ATL,DEN,14.98,00-0026143
16,Paxton Lynch,QB,DEN,ATL,13.72,00-0033108
17,Kirk Cousins,QB,WAS,BAL,13.3,00-0029604
18,Joe Flacco,QB,BAL,WAS,13.0,00-0026158
19,Drew Stanton,QB,ARI,SF,12.76,00-0025430
20,Eli Manning,QB,NYG,GB,11.06,00-0022803
21,Charlie Whitehurst,QB,CLE,NE,10.38,00-0024296
22,Brock Osweiler,QB,HOU,MIN,10.36,00-0029682
23,Case Keenum,QB,LA,BUF,8.84,00-0028986
24,Derek Anderson,QB,CAR,TB,8.52,00-0023645
25,Cody Kessler,QB,CLE,NE,6.48,00-0033104
26,Ryan Tannehill,QB,MIA,TEN,5.64,00-0029701
27,Landry Jones,QB,PIT,NYJ,-0.2,00-0030524
28,Jimmy Garoppolo,QB,NE,CLE,-0.3,00-0031345
29,Amari Cooper,WR,OAK,LAC,30.8,00-0031544
30,Cameron Meredith,WR,CHI,IND,30.6,00-0031912
31,Adam Thielen,WR,MIN,HOU,28.7,00-0030035
32,Brandon Marshall,WR,NYJ,PIT,28.4,00-0024334
33,Jeremy Kerley,WR,SF,ARI,27.2,00-0028091
34,Brandon LaFell,WR,CIN,DAL,26.8,00-0027681
35,Larry Fitzgerald,WR,ARI,SF,26.1,00-0022921
36,Tyrell Williams,WR,LAC,OAK,25.7,00-0032160
37,Antonio Brown,WR,PIT,NYJ,22.8,00-0027793
38,Randall Cobb,WR,GB,NYG,22.8,00-0028002
39,Travis Benjamin,WR,LAC,OAK,21.7,00-0029269
40,Mike Evans,WR,TB,CAR,20.9,00-0031408
41,Davante Adams,WR,GB,NYG,19.5,00-0031381
42,Chris Hogan,WR,NE,CLE,18.6,00-0028237
43,DeAndre Hopkins,WR,HOU,MIN,16.6,00-0030564
44,Pierre Garcon,WR,WAS,BAL,16.6,00-0026345
45,Odell Beckham Jr,WR,NYG,GB,16.6,00-0031235
46,Demaryius Thomas,WR,DEN,ATL,15.9,00-0027874
47,Andrew Hawkins,WR,CLE,NE,15.6,00-0027918
48,Tavon Austin,WR,LA,BUF,15.5,00-0030525
49,Cole Beasley,WR,DAL,CIN,15.3,00-0029000
50,Emmanuel Sanders,WR,DEN,ATL,15.0,00-0027685
51,Cordarrelle Patterson,WR,MIN,HOU,14.6,00-0030578
52,Jordy Nelson,WR,GB,NYG,13.8,00-0026176
53,Michael Crabtree,WR,OAK,LAC,13.7,00-0026986
54,Marvin Jones,WR,DET,PHI,13.7,00-0029293
55,Mike Wallace,WR,BAL,WAS,13.3,00-0026901
56,Rishard Matthews,WR,TEN,MIA,13.2,00-0029580
57,Alshon Jeffery,WR,CHI,IND,12.7,00-0029137
58,Kenny Britt,WR,LA,BUF,12.5,00-0027006
59,Jamison Crowder,WR,WAS,BAL,12.5,00-0031941
60,Terrance Williams,WR,DAL,CIN,12.0,00-0030542
61,Kelvin Benjamin,WR,CAR,TB,12.0,00-0031359
62,Eddie Royal,WR,CHI,IND,11.3,00-0026182
63,Josh Huff,WR,PHI,DET,10.5,00-0030990
64,Jordan Matthews,WR,PHI,DET,10.5,00-0031299
65,Terrelle Pryor,WR,CLE,NE,10.3,00-0028825
66,Andre Johnson,WR,TEN,MIA,9.3,00-0022044
67,Marquise Goodwin,WR,BUF,LAR,9.3,00-0030068
68,Quincy Enunwa,WR,NYJ,PIT,9.1,00-0031023
69,Devante Parker,WR,MIA,TEN,9.0,00-0031547
70,AJ Green,WR,CIN,DAL,9.0,00-0027942
71,Jaelen Strong,WR,HOU,MIN,8.9,00-0031560
72,Anquan Boldin,WR,DET,PHI,8.8,00-0022084
73,Julian Edelman,WR,NE,CLE,8.5,00-0027150
74,Brian Quick,WR,LA,BUF,8.1,00-0029640
75,Golden Tate,WR,DET,PHI,7.5,00-0027891
76,Justin Hunter,WR,BUF,LAR,7.4,00-0030521
77,Rob Gronkowski,TE,NE,CLE,18.9,00-0027656
78,Delanie Walker,TE,TEN,MIA,17.6,00-0024389
79,Dwayne Allen,TE,IND,CHI,17.0,00-0029689
80,Hunter Henry,TE,LAC,OAK,16.4,00-0033090
81,Jesse James,TE,PIT,NYJ,16.3,00-0032135
82,Zach Miller,TE,CHI,IND,14.3,00-0027125
83,Jordan Reed,TE,WAS,BAL,13.3,00-0030472
84,Dennis Pitta,TE,BAL,WAS,12.9,00-0027714
85,Crockett Gillmore,TE,BAL,WAS,12.8,00-0030992
86,Gary Barnidge,TE,CLE,NE,12.6,00-0026281
87,Charles Clay,TE,BUF,LAR,12.3,00-0028112
88,Antonio Gates,TE,LAC,OAK,12.0,00-0021547
89,CJ Fiedorowicz,TE,HOU,MIN,10.1,00-0031302
90,CJ Uzomah,TE,CIN,DAL,9.3,00-0032134
91,Connor Hamlett,TE,CLE,NE,8.7,00-0031732
92,Jason Witten,TE,DAL,CIN,7.3,00-0022127
93,Zach Ertz,TE,PHI,DET,6.7,00-0030061
94,Tyler Kroft,TE,CIN,DAL,5.9,00-0032214
95,Will Tye,TE,NYG,GB,5.7,00-0032004
96,Cameron Brate,TE,TB,CAR,4.8,00-0031273
97,Jerell Adams,TE,NYG,GB,4.7,00-0032429
98,Vernon Davis,TE,WAS,BAL,4.5,00-0024221
99,Lance Kendricks,TE,LA,BUF,4.4,00-0027985
100,Austin Seferian-Jenkins,TE,NYJ,PIT,3.7,00-0031418
101,Kyle Rudolph,TE,MIN,HOU,3.5,00-0027981
102,Xavier Grimble,TE,PIT,NYJ,3.3,00-0031035
103,Ryan Griffin,TE,HOU,MIN,2.8,00-0030108
104,Jack Doyle,TE,IND,CHI,2.8,00-0030181
