Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Cairo Santos,K,17,KC,OAK,0,0,0,0,3,3,0.12,2015
2,Nick Novak,K,17,HOU,JAX,3,4,75,51,3,3,0.00,2015
3,Steven Hauschka,K,17,SEA,ARI,3,4,75,52,3,4,0.00,2015
4,Adam Vinatieri,K,17,IND,TEN,3,3,100,52,3,3,0.00,2015
5,Phil Dawson,K,17,SF,LAR,4,4,100,38,1,1,0.00,2015
6,Josh Brown,K,17,NYG,PHI,3,3,100,48,3,3,0.00,2015
7,Travis Coons,K,17,CLE,PIT,4,4,100,39,0,0,0.00,2015
8,Justin Tucker,K,17,BAL,CIN,3,3,100,50,1,1,0.00,2015
9,Dustin Hopkins,K,17,WAS,DAL,2,2,100,33,4,4,0.00,2015
10,Dan Carpenter,K,17,BUF,NYJ,3,3,100,42,1,2,0.00,2015
11,Greg Zuerlein,K,17,LAR,SF,3,5,60,44,1,1,0.00,2015
12,Josh Lambo,K,17,LAC,DEN,2,2,100,50,2,2,0.00,2015
13,Brandon McManus,K,17,DEN,LAC,2,2,100,48,3,3,0.00,2015
14,Matt Prater,K,17,DET,CHI,1,2,50,59,3,3,0.00,2015
15,Andrew Franks,K,17,MIA,NE,2,3,67,38,2,2,0.00,2015
16,Chris Boswell,K,17,PIT,CLE,2,3,67,39,2,2,0.00,2015
17,Kai Forbath,K,17,NO,ATL,2,2,100,41,2,2,0.00,2015
18,Mike Nugent,K,17,CIN,BAL,1,1,100,52,3,3,0.00,2015
19,Robbie Gould,K,17,CHI,DET,2,2,100,49,2,2,0.00,2015
20,Graham Gano,K,17,CAR,TB,1,1,100,49,5,5,0.00,2015
21,Blair Walsh,K,17,MIN,GB,2,2,100,39,2,2,0.00,2015
22,Shayne Graham,K,17,ATL,NO,1,2,50,51,2,2,0.00,2015
23,Mason Crosby,K,17,GB,MIN,2,2,100,43,1,1,0.00,2015
24,Ryan Succop,K,17,TEN,IND,1,1,100,49,3,3,0.00,2015
25,Jason Myers,K,17,JAX,HOU,2,2,100,43,0,0,0.00,2015
26,Caleb Sturgis,K,17,PHI,NYG,0,0,0,0,5,5,0.00,2015
27,Randy Bullock,K,17,NYJ,BUF,1,2,50,39,2,2,0.00,2015
28,Sebastian Janikowski,K,17,OAK,KC,1,1,100,29,2,2,0.00,2015
29,Stephen Gostkowski,K,17,NE,MIA,1,2,50,34,1,1,0.00,2015
30,Connor Barth,K,17,TB,CAR,1,1,100,39,1,1,0.00,2015
31,Dan Bailey,K,17,DAL,WAS,0,0,0,0,3,3,0.00,2015
32,Jordan Gay,K,17,BUF,NYJ,0,0,0,0,0,0,0.00,2015
33,Chandler Catanzaro,K,17,ARI,SEA,0,1,0,0,0,1,0.00,2015
