Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Coby Fleener,TE,13,IND,WAS,7,4,57,127,2,73,18,32,0,0,0,0,0,31.70,2014
2,Jordan Reed,TE,13,WAS,IND,11,9,82,123,0,30,11,14,0,0,0,0,0,24.30,2014
3,Martellus Bennett,TE,13,CHI,DET,11,8,73,109,0,23,10,14,0,0,0,0,0,21.90,2014
4,Rob Gronkowski,TE,13,NE,GB,12,7,58,98,0,29,8,14,0,0,0,0,0,16.80,2014
5,Heath Miller,TE,13,PIT,NO,14,8,57,82,0,23,6,10,0,0,0,0,0,16.20,2014
6,Antonio Gates,TE,13,LAC,BAL,8,7,88,83,0,23,10,12,0,0,0,0,0,15.30,2014
7,Richard Rodgers,TE,13,GB,NE,2,2,100,35,1,32,18,18,0,0,0,0,0,11.50,2014
8,Levine Toilolo,TE,13,ATL,ARI,6,4,67,15,1,8,3,4,0,0,0,0,0,11.50,2014
9,Greg Olsen,TE,13,CAR,MIN,9,5,56,59,0,19,7,12,0,0,0,0,0,10.90,2014
10,Dion Sims,TE,13,MIA,NYJ,4,4,100,58,0,20,15,15,0,0,0,0,0,9.80,2014
11,Larry Donnell,TE,13,NYG,JAX,7,5,71,55,0,32,8,11,0,0,0,1,1,9.50,2014
12,Cory Harkey,TE,13,LAR,OAK,2,2,100,12,1,8,6,6,0,0,0,0,0,9.20,2014
13,MarQueis Gray,TE,13,BUF,CLE,2,2,100,71,0,41,36,36,0,0,0,0,0,9.10,2014
14,Anthony Fasano,TE,13,KC,DEN,1,1,100,20,1,20,20,20,0,0,0,0,0,9.00,2014
15,Kyle Rudolph,TE,13,MIN,CAR,3,2,67,7,1,4,2,4,0,0,0,0,0,8.70,2014
16,Logan Paulsen,TE,13,WAS,IND,1,1,100,16,1,16,16,16,0,0,0,0,0,8.60,2014
17,Benjamin Watson,TE,13,NO,PIT,2,1,50,15,1,15,8,15,0,0,0,0,0,8.50,2014
18,Jermaine Gresham,TE,13,CIN,TB,5,5,100,33,0,15,7,7,0,0,0,0,0,8.30,2014
19,Luke Willson,TE,13,SEA,SF,6,4,67,39,0,15,7,10,0,0,0,0,0,7.90,2014
20,Ryan Griffin,TE,13,HOU,TEN,3,1,33,8,1,8,3,8,0,0,0,0,0,7.80,2014
21,Jim Dray,TE,13,CLE,BUF,4,3,75,45,0,24,11,15,0,0,0,0,0,7.50,2014
22,Tony Moeaki,TE,13,SEA,SF,2,1,50,63,0,63,32,63,0,0,0,0,0,7.30,2014
23,Travis Kelce,TE,13,KC,DEN,3,3,100,36,0,19,12,12,0,0,0,0,0,6.60,2014
24,John Carlson,TE,13,ARI,ATL,3,2,67,38,0,27,13,19,0,0,0,0,0,5.80,2014
25,Eric Ebron,TE,13,DET,CHI,4,3,75,23,0,13,6,8,0,0,0,0,0,5.30,2014
26,Mychal Rivera,TE,13,OAK,LAR,8,3,38,21,0,10,3,7,0,0,0,0,0,5.10,2014
27,Owen Daniels,TE,13,BAL,LAC,3,2,67,30,0,21,10,15,0,0,0,0,0,5.00,2014
28,Andrew Quarless,TE,13,GB,NE,2,2,100,17,0,9,9,9,0,0,0,0,0,3.70,2014
29,Michael Hoomanawanui,TE,13,NE,GB,1,1,100,23,0,23,23,23,0,0,0,0,0,3.30,2014
30,Vernon Davis,TE,13,SF,SEA,3,2,67,13,0,10,4,7,0,0,0,0,0,3.30,2014
31,Scott Chandler,TE,13,BUF,CLE,3,3,100,2,0,3,1,1,0,0,0,0,0,3.20,2014
32,Zach Sudfeld,TE,13,NYJ,MIA,1,1,100,20,0,20,20,20,0,0,0,0,0,3.00,2014
33,Marcedes Lewis,TE,13,JAX,NYG,3,2,67,8,0,5,3,4,0,0,0,0,0,2.80,2014
34,Cameron Brate,TE,13,TB,CIN,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70,2014
35,Josh Hill,TE,13,NO,PIT,2,1,50,17,0,17,9,17,0,0,0,0,0,2.70,2014
36,Clay Harbor,TE,13,JAX,NYG,2,1,50,17,0,17,9,17,0,0,0,0,0,2.70,2014
