Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,DeAndre Hopkins,WR,13,HOU,TEN,9,9,100,238,2,58,26,26,0,0,0,0,0,47.80,2014
2,Calvin Johnson,WR,13,DET,CHI,16,11,69,146,2,25,9,13,0,0,0,0,0,40.60,2014
3,Keenan Allen,WR,13,LAC,BAL,15,11,73,121,2,23,8,11,0,0,0,0,0,38.10,2014
4,Julio Jones,WR,13,ATL,ARI,12,10,83,189,1,41,16,19,0,0,0,0,0,37.90,2014
5,Donte Moncrief,WR,13,IND,WAS,4,3,75,134,2,79,34,45,1,6,0,0,0,32.00,2014
6,Antonio Brown,WR,13,PIT,NO,12,8,67,97,2,21,8,12,0,0,0,0,0,31.70,2014
7,Kenny Stills,WR,13,NO,PIT,6,5,83,162,1,69,27,32,0,0,0,0,0,30.20,2014
8,Kendall Wright,WR,13,TEN,HOU,9,7,78,132,1,36,15,19,0,0,0,0,0,29.20,2014
9,Alshon Jeffery,WR,13,CHI,DET,13,9,69,71,2,26,6,8,0,0,0,0,0,28.10,2014
10,Torrey Smith,WR,13,BAL,LAC,8,6,75,65,2,17,8,11,0,0,0,0,0,24.50,2014
11,Harry Douglas,WR,13,ATL,ARI,12,9,75,116,0,19,10,13,0,0,0,0,0,23.60,2014
12,Eddie Royal,WR,13,LAC,BAL,10,9,90,81,1,21,8,9,0,0,0,1,1,22.10,2014
13,Jeremy Maclin,WR,13,PHI,DAL,10,8,80,108,0,58,11,14,0,0,0,0,0,21.80,2014
14,Davante Adams,WR,13,GB,NE,11,6,55,121,0,45,11,20,0,0,0,0,0,21.10,2014
15,Brandon LaFell,WR,13,NE,GB,7,5,71,38,2,15,5,8,0,0,0,0,0,20.80,2014
16,Marqise Lee,WR,13,JAX,NYG,8,6,75,75,1,30,9,13,0,0,0,0,0,19.50,2014
17,DeSean Jackson,WR,13,WAS,IND,6,5,83,84,1,42,14,17,0,0,0,0,0,19.40,2014
18,Demaryius Thomas,WR,13,DEN,KC,13,6,46,63,1,23,5,11,0,0,0,0,0,18.30,2014
19,Stedman Bailey,WR,13,LAR,OAK,6,5,83,100,0,34,17,20,0,0,0,0,0,18.00,2014
20,Andre Johnson,WR,13,HOU,TEN,11,7,64,53,1,17,5,8,0,0,0,1,1,17.30,2014
21,TY Hilton,WR,13,IND,WAS,5,5,100,62,1,25,12,12,0,0,0,0,0,17.20,2014
22,Nate Washington,WR,13,TEN,HOU,9,5,56,61,1,25,7,12,0,0,0,0,0,17.10,2014
23,Golden Tate,WR,13,DET,CHI,10,8,80,89,0,24,9,11,0,0,0,0,0,16.90,2014
24,Odell Beckham Jr,WR,13,NYG,JAX,8,7,88,90,0,29,11,13,1,4,0,0,0,16.40,2014
25,Randall Cobb,WR,13,GB,NE,11,7,64,85,0,33,8,12,2,8,0,0,0,16.30,2014
26,AJ Green,WR,13,CIN,TB,8,4,50,57,1,20,7,14,0,0,0,0,0,15.70,2014
27,Miles Austin,WR,13,CLE,BUF,9,7,78,86,0,30,10,12,0,0,0,0,0,15.60,2014
28,Greg Jennings,WR,13,MIN,CAR,6,5,83,45,1,17,8,9,0,0,0,1,0,15.50,2014
29,Jordan Matthews,WR,13,PHI,DAL,5,4,80,51,1,27,10,13,0,0,0,0,0,15.10,2014
30,Jarvis Landry,WR,13,MIA,NYJ,11,8,73,68,0,25,6,9,0,0,0,0,0,14.80,2014
31,Josh Gordon,WR,13,CLE,BUF,13,7,54,75,0,18,6,11,0,0,0,0,0,14.50,2014
32,Jaron Brown,WR,13,ARI,ATL,9,7,78,75,0,23,8,11,0,0,0,0,0,14.50,2014
33,Jordy Nelson,WR,13,GB,NE,6,2,33,53,1,45,9,27,0,0,0,0,0,13.30,2014
34,Emmanuel Sanders,WR,13,DEN,KC,11,6,55,73,0,23,7,12,0,0,0,0,0,13.30,2014
35,Mike Wallace,WR,13,MIA,NYJ,11,6,55,69,0,25,6,12,0,0,0,0,0,12.90,2014
36,Corey Brown,WR,13,CAR,MIN,4,2,50,34,1,32,9,17,1,4,0,0,0,11.80,2014
37,Julian Edelman,WR,13,NE,GB,10,7,70,48,0,17,5,7,0,0,0,0,0,11.80,2014
38,Tavon Austin,WR,13,LAR,OAK,5,2,40,11,0,6,2,6,2,24,1,2,0,11.50,2014
39,Malcom Floyd,WR,13,LAC,BAL,6,3,50,85,0,59,14,28,0,0,0,0,0,11.50,2014
40,Dez Bryant,WR,13,DAL,PHI,7,4,57,73,0,38,10,18,0,0,0,0,0,11.30,2014
41,Robert Woods,WR,13,BUF,CLE,7,4,57,71,0,34,10,18,0,0,0,0,0,11.10,2014
42,Markus Wheaton,WR,13,PIT,NO,9,5,56,61,0,16,7,12,0,0,0,0,0,11.10,2014
43,Marques Colston,WR,13,NO,PIT,5,3,60,16,1,8,3,5,0,0,0,0,0,10.60,2014
44,Kelvin Benjamin,WR,13,CAR,MIN,12,5,42,56,0,30,5,11,0,0,0,0,0,10.60,2014
45,Brandon Marshall,WR,13,CHI,DET,11,6,55,42,0,12,4,7,0,0,0,0,0,10.20,2014
46,Ted Ginn,WR,13,ARI,ATL,7,4,57,61,0,22,9,15,0,0,0,0,0,10.10,2014
47,Nick Toon,WR,13,NO,PIT,2,2,100,17,1,11,9,9,0,0,0,0,0,9.70,2014
48,James Wright,WR,13,CIN,TB,5,3,60,59,0,30,12,20,1,6,0,0,0,9.50,2014
49,James Jones,WR,13,OAK,LAR,8,6,75,33,0,13,4,6,0,0,0,0,0,9.30,2014
50,Michael Floyd,WR,13,ARI,ATL,10,5,50,53,0,22,5,11,0,0,0,1,1,9.30,2014
