Player,Position,Team,Opponent,Points
Mike Nugent,K,CIN,CAR,0.00
Jeff Reed,K,PIT,TB,0.00
Nick Folk,K,NYJ,MIA,0.00
Ryan Succop,K,KC,SF,0.00
Matt Prater,K,DEN,IND,0.00
Connor Barth,K,TB,PIT,0.00
Neil Rackers,K,HOU,DAL,0.00
Billy Cundiff,K,BAL,CLE,0.00
Garrett Hartley,K,NO,ATL,0.00
Joe Nedney,K,SF,KC,0.00
Ryan Longwell,K,MIN,DET,0.00
Jay Feely,K,ARI,OAK,0.00
Phil Dawson,K,CLE,BAL,0.00
Mason Crosby,K,GB,CHI,0.00
Josh Scobee,K,JAX,PHI,0.00
David Akers,K,PHI,JAX,0.00
Nate Kaeding,K,LAC,SEA,0.00
Jason Hanson,K,DET,MIN,0.00
Lawrence Tynes,K,NYG,TEN,0.00
John Kasay,K,CAR,CIN,0.00
Rhys Lloyd,K,CAR,CIN,0.00
Thomas Howard,K,OAK,ARI,0.00
Philadelphia Eagles,DST,PHI,JAX,16.00
Tennessee Titans,DST,TEN,NYG,14.00
Dallas Cowboys,DST,DAL,HOU,14.00
Cincinnati Bengals,DST,CIN,CAR,13.00
Chicago Bears,DST,CHI,GB,13.00
Kansas City Chiefs,DST,KC,SF,11.00
Minnesota Vikings,DST,MIN,DET,11.00
Arizona Cardinals,DST,ARI,OAK,11.00
Indianapolis Colts,DST,IND,DEN,9.00
Detroit Lions,DST,DET,MIN,8.00
Oakland Raiders,DST,OAK,ARI,8.00
Atlanta Falcons,DST,ATL,NO,8.00
Los Angeles Rams,DST,LAR,WAS,8.00
Los Angeles Chargers,DST,LAC,SEA,7.00
Carolina Panthers,DST,CAR,CIN,6.00
Green Bay Packers,DST,GB,CHI,6.00
Washington Redskins,DST,WAS,LAR,6.00
New York Jets,DST,NYJ,MIA,6.00
Buffalo Bills,DST,BUF,NE,5.00
New England Patriots,DST,NE,BUF,4.00
New Orleans Saints,DST,NO,ATL,4.00
Tampa Bay Buccaneers,DST,TB,PIT,3.00
Baltimore Ravens,DST,BAL,CLE,3.00
Jacksonville Jaguars,DST,JAX,PHI,2.00
New York Giants,DST,NYG,TEN,1.00
San Francisco 49ers,DST,SF,KC,1.00
Miami Dolphins,DST,MIA,NYJ,1.00
Houston Texans,DST,HOU,DAL,0.00
Denver Broncos,DST,DEN,IND,0.00
Cleveland Browns,DST,CLE,BAL,0.00
