,Player,Position,Team,Opponent,Points,PlayerID
0,Peyton Manning,QB,IND,DEN,27.9,00-0010346
1,Drew Brees,QB,NO,ATL,27.6,00-0020531
2,Aaron Rodgers,QB,GB,CHI,26.64,00-0023459
3,Kyle Orton,QB,DEN,IND,26.14,00-0023541
4,Chad Henne,QB,MIA,NYJ,24.62,00-0026197
5,Tom Brady,QB,NE,BUF,22.68,00-0019596
6,Mark Sanchez,QB,NYJ,MIA,22.14,00-0026898
7,Joe Flacco,QB,BAL,CLE,22.08,00-0026158
8,Matt Cassel,QB,KC,SF,21.7,00-0023662
9,Charlie Batch,QB,PIT,TB,20.04,00-0000865
10,Matt Ryan,QB,ATL,NO,19.72,00-0026143
11,Tony Romo,QB,DAL,HOU,19.26,00-0021678
12,Ryan Fitzpatrick,QB,BUF,NE,17.68,00-0023682
13,Eli Manning,QB,NYG,TEN,16.64,00-0022803
14,Jay Cutler,QB,CHI,GB,15.54,00-0024226
15,Donovan McNabb,QB,WAS,LAR,14.94,00-0011022
16,Bruce Gradkowski,QB,OAK,ARI,14.5,00-0024408
17,Sam Bradford,QB,LA,WAS,12.6,00-0027854
18,Matt Hasselbeck,QB,SEA,LAC,12.3,00-0007091
19,Alex Smith,QB,SF,KC,12.28,00-0023436
20,Derek Anderson,QB,ARI,OAK,11.88,00-0023645
21,Shaun Hill,QB,DET,MIN,11.88,00-0020679
22,Matt Schaub,QB,HOU,DAL,11.64,00-0022787
23,Carson Palmer,QB,CIN,CAR,10.6,00-0021429
24,Brett Favre,QB,MIN,DET,9.84,00-0005106
25,Seneca Wallace,QB,CLE,BAL,9.64,00-0022055
26,Vince Young,QB,TEN,NYG,9.32,00-0024218
27,Josh Freeman,QB,TB,PIT,7.86,00-0026993
28,David Garrard,QB,JAX,PHI,6.4,00-0021231
29,Jimmy Clausen,QB,CAR,CIN,5.52,00-0027659
30,Josh Johnson,QB,TB,PIT,3.38,
31,Lance Moore,WR,NO,ATL,35.9,00-0023310
32,Brandon Marshall,WR,MIA,NYJ,35.9,00-0024334
33,Brandon Lloyd,WR,DEN,IND,31.9,00-0022097
34,Roy Williams,WR,DAL,HOU,31.7,
35,DeSean Jackson,WR,PHI,JAX,30.1,00-0026189
36,Jabar Gaffney,WR,DEN,IND,29.0,00-0021163
37,Mike Wallace,WR,PIT,TB,27.9,00-0026901
38,Santana Moss,WR,WAS,LAR,26.4,00-0020494
39,Jeremy Maclin,WR,PHI,JAX,24.3,00-0026995
40,Steve Smith,WR,NYG,TEN,22.3,
41,Malcom Floyd,WR,LAC,SEA,21.7,00-0022414
42,Louis Murphy,WR,OAK,ARI,19.9,00-0027089
