Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Greg Zuerlein,K,4,LAR,DAL,7,7,100,49,2,2,0.00,2017
2,Ka'imi Fairbairn,K,4,HOU,TEN,3,3,100,50,6,7,0.00,2017
3,Jake Elliott,K,4,PHI,LAC,4,4,100,53,2,2,0.00,2017
4,Steven Hauschka,K,4,BUF,ATL,3,3,100,56,2,2,0.00,2017
5,Robbie Gould,K,4,SF,ARI,5,5,100,49,0,0,0.00,2017
6,Stephen Gostkowski,K,4,NE,CAR,3,3,100,58,3,3,0.00,2017
7,Phil Dawson,K,4,ARI,SF,4,4,100,50,0,0,0.00,2017
8,Chandler Catanzaro,K,4,NYJ,JAX,3,4,75,45,2,2,0.00,2017
9,Harrison Butker,K,4,KC,WAS,3,4,75,43,2,2,0.00,2017
10,Brandon McManus,K,4,DEN,OAK,3,4,75,46,1,1,0.00,2017
11,Graham Gano,K,4,CAR,NE,2,2,100,48,3,4,0.00,2017
12,Wil Lutz,K,4,NO,MIA,2,3,67,45,2,2,0.00,2017
13,Jason Myers,K,4,JAX,NYJ,2,3,67,30,2,2,0.00,2017
14,Chris Boswell,K,4,PIT,BAL,2,3,67,49,2,2,0.00,2017
15,Blair Walsh,K,4,SEA,IND,1,2,50,44,5,5,0.00,2017
16,Dustin Hopkins,K,4,WAS,KC,2,2,100,40,2,2,0.00,2017
17,Randy Bullock,K,4,CIN,CLE,1,1,100,41,4,4,0.00,2017
18,Nick Folk,K,4,TB,NYG,2,4,50,34,1,2,0.00,2017
19,Dan Bailey,K,4,DAL,LAR,1,1,100,34,3,3,0.00,2017
20,Matt Prater,K,4,DET,MIN,2,3,67,37,0,0,0.00,2017
21,Younghoe Koo,K,4,LAC,PHI,1,1,100,28,3,3,0.00,2017
22,Mason Crosby,K,4,GB,CHI,0,0,0,0,5,5,0.00,2017
23,Matt Bryant,K,4,ATL,BUF,1,1,100,28,2,2,0.00,2017
24,Aldrick Rosas,K,4,NYG,TB,1,2,50,30,2,2,0.00,2017
25,Giorgio Tavecchio,K,4,OAK,DEN,1,1,100,38,1,1,0.00,2017
26,Adam Vinatieri,K,4,IND,SEA,1,1,100,40,1,1,0.00,2017
27,Justin Tucker,K,4,BAL,PIT,1,2,50,42,0,0,0.00,2017
28,Connor Barth,K,4,CHI,GB,0,1,0,0,2,2,0.00,2017
29,Ryan Succop,K,4,TEN,HOU,0,0,0,0,2,2,0.00,2017
30,Kai Forbath,K,4,MIN,DET,0,1,0,0,1,1,0.00,2017
31,Zane Gonzalez,K,4,CLE,CIN,0,1,0,0,1,1,0.00,2017
32,Cody Parkey,K,4,MIA,NO,0,0,0,0,0,0,0.00,2017
33,Michael Palardy,K,4,CAR,NE,0,0,0,0,0,0,0.00,2017
