Player,Position,Team,Opponent,Points
Green Bay Packers,DST,GB,CHI,10.00
San Francisco 49ers,DST,SF,ARI,9.00
Denver Broncos,DST,DEN,OAK,9.00
Kansas City Chiefs,DST,KC,WAS,9.00
Cincinnati Bengals,DST,CIN,CLE,8.00
Indianapolis Colts,DST,IND,SEA,8.00
Minnesota Vikings,DST,MIN,DET,7.00
Arizona Cardinals,DST,ARI,SF,6.00
Los Angeles Rams,DST,LAR,DAL,5.00
New England Patriots,DST,NE,CAR,5.00
Oakland Raiders,DST,OAK,DEN,5.00
New York Jets,DST,NYJ,JAX,4.00
Atlanta Falcons,DST,ATL,BUF,4.00
Cleveland Browns,DST,CLE,CIN,4.00
Philadelphia Eagles,DST,PHI,LAC,4.00
Washington Redskins,DST,WAS,KC,4.00
Baltimore Ravens,DST,BAL,PIT,3.00
Miami Dolphins,DST,MIA,NO,2.00
Carolina Panthers,DST,CAR,NE,2.00
New York Giants,DST,NYG,TB,1.00
Los Angeles Chargers,DST,LAC,PHI,1.00
Tennessee Titans,DST,TEN,HOU,0.00
Tampa Bay Buccaneers,DST,TB,NYG,0.00
Chicago Bears,DST,CHI,GB,-2.00
Dallas Cowboys,DST,DAL,LAR,-3.00
