Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Cam Newton,QB,4,CAR,NE,22,29,76,316,11,3,1,131,8,44,6,1,37.04,2017
2,Deshaun Watson,QB,4,HOU,TEN,25,34,74,283,8,4,1,125,4,24,6,1,34.72,2017
3,Russell Wilson,QB,4,SEA,IND,21,26,81,295,11,2,2,108,4,38,10,1,29.60,2017
4,Jameis Winston,QB,4,TB,NYG,22,38,58,332,9,3,0,113,4,12,3,0,29.48,2017
5,Andy Dalton,QB,4,CIN,CLE,25,30,83,286,10,4,0,146,4,29,7,0,29.34,2017
6,Eli Manning,QB,4,NYG,TB,30,49,61,288,6,2,0,91,3,22,7,1,27.72,2017
7,Alex Smith,QB,4,KC,WAS,27,37,73,293,8,1,0,105,7,56,8,1,27.32,2017
8,Philip Rivers,QB,4,LAC,PHI,22,38,58,347,9,2,0,106,0,0,0,0,23.88,2017
9,Dak Prescott,QB,4,DAL,LAR,20,36,56,252,7,3,1,94,3,25,8,0,23.58,2017
10,Tom Brady,QB,4,NE,CAR,32,45,71,307,7,2,0,105,1,2,2,0,23.48,2017
11,Aaron Rodgers,QB,4,GB,CHI,18,26,69,179,7,4,0,128,1,-1,-1,0,23.06,2017
12,Kirk Cousins,QB,4,WAS,KC,14,24,58,220,9,2,0,117,7,38,5,0,20.60,2017
13,Carson Palmer,QB,4,ARI,SF,33,51,65,357,7,1,1,84,2,1,1,0,20.38,2017
14,Drew Brees,QB,4,NO,MIA,29,41,71,268,7,2,0,105,4,3,1,0,19.02,2017
15,Jared Goff,QB,4,LAR,DAL,21,36,58,255,7,2,0,99,1,-1,-1,0,18.10,2017
16,Marcus Mariota,QB,4,TEN,HOU,6,10,60,96,10,0,2,53,4,39,10,2,17.74,2017
17,Carson Wentz,QB,4,PHI,LAC,17,31,55,242,8,1,0,91,6,14,2,0,15.08,2017
18,Tyrod Taylor,QB,4,BUF,ATL,12,20,60,182,9,1,0,107,7,12,2,0,12.48,2017
19,Blake Bortles,QB,4,JAX,NYJ,15,35,43,140,4,1,1,52,4,38,10,0,12.40,2017
20,Jacoby Brissett,QB,4,IND,SEA,16,29,55,157,5,1,1,68,3,33,11,0,11.58,2017
21,Ben Roethlisberger,QB,4,PIT,BAL,18,30,60,216,7,1,1,79,1,-1,-1,0,11.54,2017
22,Matt Ryan,QB,4,ATL,BUF,24,42,57,242,6,1,2,62,1,8,8,0,11.48,2017
23,Joe Flacco,QB,4,BAL,PIT,31,49,63,235,5,1,2,65,0,0,0,0,11.40,2017
24,Trevor Siemian,QB,4,DEN,OAK,16,26,62,179,7,1,0,95,4,1,0,0,11.26,2017
25,Matthew Stafford,QB,4,DET,MIN,19,31,61,209,7,0,0,81,3,-3,-1,0,10.06,2017
26,Derek Carr,QB,4,OAK,DEN,10,18,56,143,8,1,0,100,0,0,0,0,9.72,2017
27,Case Keenum,QB,4,MIN,DET,16,30,53,219,7,0,0,77,0,0,0,0,8.76,2017
28,Mike Glennon,QB,4,CHI,GB,21,33,64,218,7,1,2,67,1,0,0,0,8.72,2017
29,Brian Hoyer,QB,4,SF,ARI,24,49,49,234,5,0,1,54,1,3,3,0,8.66,2017
30,Josh McCown,QB,4,NYJ,JAX,22,31,71,224,7,0,1,78,1,0,0,0,6.96,2017
31,Jay Cutler,QB,4,MIA,NO,20,28,71,164,6,0,1,71,1,5,5,0,6.06,2017
32,Deshone Kizer,QB,4,CLE,CIN,16,34,47,118,4,0,1,44,5,10,2,0,4.72,2017
33,EJ Manuel,QB,4,OAK,DEN,11,17,65,106,6,0,1,57,0,0,0,0,3.24,2017
34,Kevin Hogan,QB,4,CLE,CIN,5,8,63,65,8,0,0,88,0,0,0,0,2.60,2017
35,Brett Hundley,QB,4,GB,CHI,1,1,100,0,0,0,0,79,0,0,0,0,0.00,2017
36,Tom Savage,QB,4,HOU,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
37,Joe Webb,QB,4,BUF,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
38,AJ McCarron,QB,4,CIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
39,CJ Beathard,QB,4,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
40,Matt Cassel,QB,4,TEN,HOU,4,10,40,21,2,0,2,8,0,0,0,0,-2.16,2017
