,Player,Position,Team,Opponent,Points,PlayerID
0,Russell Wilson,QB,SEA,IND,29.6,00-0029263
1,Jameis Winston,QB,TB,NYG,29.48,00-0031503
2,Andy Dalton,QB,CIN,CLE,29.34,00-0027973
3,Eli Manning,QB,NYG,TB,27.72,00-0022803
4,Alex Smith,QB,KC,WAS,27.32,00-0023436
5,Philip Rivers,QB,LAC,PHI,23.88,00-0022942
6,Dak Prescott,QB,DAL,LAR,23.58,00-0033077
7,Tom Brady,QB,NE,CAR,23.48,00-0019596
8,Aaron Rodgers,QB,GB,CHI,23.06,00-0023459
9,Kirk Cousins,QB,WAS,KC,20.6,00-0029604
10,Carson Palmer,QB,ARI,SF,20.38,00-0021429
11,Drew Brees,QB,NO,MIA,19.02,00-0020531
12,Jared Goff,QB,LA,DAL,18.1,00-0033106
13,Marcus Mariota,QB,TEN,HOU,17.74,00-0032268
14,Carson Wentz,QB,PHI,LAC,15.08,00-0032950
15,Tyrod Taylor,QB,BUF,ATL,12.48,00-0028118
16,Blake Bortles,QB,JAX,NYJ,12.4,00-0031407
17,Jacoby Brissett,QB,IND,SEA,11.58,00-0033119
18,Ben Roethlisberger,QB,PIT,BAL,11.54,00-0022924
19,Matt Ryan,QB,ATL,BUF,11.48,00-0026143
20,Joe Flacco,QB,BAL,PIT,11.4,00-0026158
21,Trevor Siemian,QB,DEN,OAK,11.26,00-0032156
22,Matthew Stafford,QB,DET,MIN,10.06,00-0026498
23,Derek Carr,QB,OAK,DEN,9.72,00-0031280
24,Case Keenum,QB,MIN,DET,8.76,00-0028986
25,Mike Glennon,QB,CHI,GB,8.72,00-0030520
26,Brian Hoyer,QB,SF,ARI,8.66,00-0026625
27,Josh McCown,QB,NYJ,JAX,6.96,00-0021206
28,Jay Cutler,QB,MIA,NO,6.06,00-0024226
29,Deshone Kizer,QB,CLE,CIN,4.72,00-0033899
30,EJ Manuel,QB,OAK,DEN,3.24,00-0030526
31,Kevin Hogan,QB,CLE,CIN,2.6,00-0032784
32,Brett Hundley,QB,GB,CHI,0.0,00-0031589
33,Tom Savage,QB,HOU,TEN,0.0,00-0031064
34,Joe Webb,QB,BUF,ATL,0.0,00-0027796
35,AJ McCarron,QB,CIN,CLE,0.0,00-0031288
36,CJ Beathard,QB,SF,ARI,0.0,00-0033936
37,Matt Cassel,QB,TEN,HOU,-2.16,00-0023662
38,Tyrell Williams,WR,LAC,PHI,25.5,00-0032160
39,Jordy Nelson,WR,GB,CHI,23.5,00-0026176
40,Michael Thomas,WR,NO,MIA,22.9,00-0032765
41,Keenan Allen,WR,LAC,PHI,21.8,00-0030279
42,Jaron Brown,WR,ARI,SF,21.5,00-0030300
43,Will Fuller,WR,HOU,TEN,19.9,00-0033127
44,Mike Evans,WR,TB,NYG,17.7,00-0031408
45,Mike Wallace,WR,BAL,PIT,17.5,00-0026901
46,Kelvin Benjamin,WR,CAR,NE,17.4,00-0031359
47,AJ Green,WR,CIN,CLE,17.3,00-0027942
48,Cooper Kupp,WR,LA,DAL,17.0,00-0033908
49,Chris Hogan,WR,NE,CAR,17.0,00-0028237
50,Danny Amendola,WR,NE,CAR,16.2,00-0026035
51,Terrelle Pryor,WR,WAS,KC,16.0,00-0028825
52,Odell Beckham Jr,WR,NYG,TB,16.0,00-0031235
53,Kendall Wright,WR,CHI,GB,15.1,00-0029708
54,Dez Bryant,WR,DAL,LAR,14.8,00-0027902
55,Stefon Diggs,WR,MIN,DET,14.8,00-0031588
56,Randall Cobb,WR,GB,CHI,14.4,00-0028002
57,Juju Smith-Schuster,WR,PIT,BAL,13.7,00-0033857
58,Johnny Holton,WR,OAK,DEN,13.4,00-0032935
59,Larry Fitzgerald,WR,ARI,SF,13.2,00-0022921
60,Tyler Lockett,WR,SEA,IND,13.1,00-0032211
61,Adam Humphries,WR,TB,NYG,13.0,00-0032009
62,Devante Parker,WR,MIA,NO,12.9,00-0031547
63,Donte Moncrief,WR,IND,SEA,12.0,00-0031339
64,Alshon Jeffery,WR,PHI,LAC,11.9,00-0029137
65,Ricardo Louis,WR,CLE,CIN,11.4,00-0033079
66,Albert Wilson,WR,KC,WAS,10.9,00-0030669
67,Brandon Marshall,WR,NYG,TB,10.6,00-0024334
68,Sterling Shepard,WR,NYG,TB,10.4,00-0032385
69,Jarvis Landry,WR,MIA,NO,10.0,00-0031382
70,Adam Thielen,WR,MIN,DET,9.9,00-0030035
71,Trent Taylor,WR,SF,ARI,9.7,00-0033292
72,Ryan Grant,WR,WAS,KC,9.6,00-0031068
73,Paul Richardson,WR,SEA,IND,9.5,00-0031257
74,Cordarrelle Patterson,WR,OAK,DEN,9.5,00-0030578
75,Deonte Thompson,WR,CHI,GB,9.4,00-0029388
76,Davante Adams,WR,GB,CHI,9.3,00-0031381
77,Brice Butler,WR,DAL,LAR,9.2,00-0030516
78,Justin Hardy,WR,ATL,BUF,9.2,00-0031570
79,Jordan Matthews,WR,BUF,ATL,9.0,00-0031299
80,Robby Anderson,WR,NYJ,JAX,8.9,00-0032688
81,Seth Roberts,WR,OAK,DEN,8.9,00-0031166
82,Nelson Agholor,WR,PHI,LAC,8.8,00-0031549
83,Bruce Ellington,WR,HOU,TEN,8.7,00-0031326
84,Jeremy Kerley,WR,NYJ,JAX,8.7,00-0028091
85,Doug Baldwin,WR,SEA,IND,8.5,00-0028434
86,Charles Clay,TE,BUF,ATL,19.2,00-0028112
87,Cameron Brate,TE,TB,NYG,18.0,00-0031273
88,AJ Derby,TE,DEN,OAK,17.5,00-0031609
89,OJ Howard,TE,TB,NYG,14.3,00-0033879
90,Zach Ertz,TE,PHI,LAC,13.1,00-0030061
91,Evan Engram,TE,NYG,TB,12.2,00-0033881
92,Rob Gronkowski,TE,NE,CAR,12.0,00-0027656
93,Vernon Davis,TE,WAS,KC,10.9,00-0024221
94,Jimmy Graham,TE,SEA,IND,10.1,00-0027696
95,Austin Hooper,TE,ATL,BUF,10.0,00-0032392
96,Martellus Bennett,TE,GB,CHI,9.9,00-0026201
97,James Hanna,TE,DAL,LAR,9.8,00-0029634
98,Hunter Henry,TE,LAC,PHI,9.6,00-0033090
99,Benjamin Watson,TE,BAL,PIT,9.3,00-0022943
100,Ed Dickson,TE,CAR,NE,9.2,00-0027675
101,Rhett Ellison,TE,NYG,TB,9.1,00-0029587
102,Austin Seferian-Jenkins,TE,NYJ,JAX,8.6,00-0031418
103,Nick Boyle,TE,BAL,PIT,8.6,00-0031598
104,Delanie Walker,TE,TEN,HOU,8.1,00-0024389
105,Darren Fells,TE,DET,MIN,8.0,00-0029738
106,Tyler Higbee,TE,LA,DAL,7.7,00-0033110
107,Jack Doyle,TE,IND,SEA,7.7,00-0030181
108,Luke Willson,TE,SEA,IND,7.6,00-0030089
109,Jared Cook,TE,OAK,DEN,7.6,00-0027061
110,Jesse James,TE,PIT,BAL,7.0,00-0032135
111,Zach Miller,TE,CHI,GB,6.5,00-0027125
112,George Kittle,TE,SF,ARI,5.5,00-0033288
113,Kyle Rudolph,TE,MIN,DET,5.4,00-0027981
114,Levine Toilolo,TE,ATL,BUF,5.1,00-0030443
115,Jordan Reed,TE,WAS,KC,5.1,00-0030472
116,Julius Thomas,TE,MIA,NO,4.9,00-0028067
117,Stephen Anderson,TE,HOU,TEN,4.8,00-0032725
118,Antonio Gates,TE,LAC,PHI,4.8,00-0021547
119,Eric Ebron,TE,DET,MIN,4.7,00-0031387
120,Brandon Williams,TE,IND,SEA,4.2,00-0029793
121,Coby Fleener,TE,NO,MIA,4.1,00-0029697
122,Lee Smith,TE,OAK,DEN,3.5,00-0028097
123,Ryan Griffin,TE,HOU,TEN,3.3,00-0030108
124,Jermaine Gresham,TE,ARI,SF,3.2,00-0027873
125,David Njoku,TE,CLE,CIN,3.1,00-0033885
126,Ryan Hewitt,TE,CIN,CLE,2.6,00-0030780
127,Michael Roberts,TE,DET,MIN,2.5,00-0033559
128,Michael Hoomanawanui,TE,NO,MIA,2.3,00-0027732
129,Blake Bell,TE,MIN,DET,2.2,00-0032062
130,CJ Uzomah,TE,CIN,CLE,2.1,00-0032134
131,Jason Witten,TE,DAL,LAR,1.9,00-0022127
132,Dion Sims,TE,CHI,GB,1.8,00-0030422
133,Gerald Everett,TE,LA,DAL,1.8,00-0033895
134,Bilal Powell,RB,NYJ,JAX,32.0,00-0028064
135,Ezekiel Elliott,RB,DAL,LAR,29.9,00-0033045
136,Lamar Miller,RB,HOU,TEN,29.1,00-0029615
137,Alvin Kamara,RB,NO,MIA,25.6,00-0033906
138,Leonard Fournette,RB,JAX,NYJ,24.5,00-0033856
139,Elijah McGuire,RB,NYJ,JAX,21.1,00-0033295
140,Duke Johnson,RB,CLE,CIN,21.0,00-0032257
141,Ameer Abdullah,RB,DET,MIN,19.9,00-0032104
142,LeGarrette Blount,RB,PHI,LAC,19.6,00-0027325
143,JD McKissic,RB,SEA,IND,19.5,00-0032602
144,Andre Ellington,RB,ARI,SF,19.4,00-0030287
145,Kareem Hunt,RB,KC,WAS,19.1,00-0033923
146,Tevin Coleman,RB,ATL,BUF,18.2,00-0032058
147,Wendell Smallwood,RB,PHI,LAC,17.9,00-0032782
148,Giovani Bernard,RB,CIN,CLE,16.9,00-0030456
149,Devonta Freeman,RB,ATL,BUF,15.8,00-0031285
150,James White,RB,NE,CAR,15.4,00-0031062
151,CJ Anderson,RB,DEN,OAK,15.2,00-0029854
152,Carlos Hyde,RB,SF,ARI,14.5,00-0031045
153,Jordan Howard,RB,CHI,GB,14.3,00-0032780
154,Austin Ekeler,RB,LAC,PHI,13.8,00-0033699
155,LeSean McCoy,RB,BUF,ATL,13.8,00-0027029
