Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Seattle Seahawks,DST,4,SEA,IND,4,3,12,1,1,0,2,0,18,20.00,2017
2,Houston Texans,DST,4,HOU,TEN,3,2,3,4,1,0,1,0,14,19.00,2017
3,New Orleans Saints,DST,4,NO,MIA,5,4,5,1,0,0,0,0,0,16.00,2017
4,Jacksonville Jaguars,DST,4,JAX,NYJ,9,5,7,1,1,0,1,0,23,15.00,2017
5,Buffalo Bills,DST,4,BUF,ATL,4,1,8,2,1,0,1,0,17,14.00,2017
6,Pittsburgh Steelers,DST,4,PIT,BAL,8,4,5,2,1,0,0,0,9,14.00,2017
7,Detroit Lions,DST,4,DET,MIN,2,2,6,0,3,0,0,0,7,12.00,2017
8,Green Bay Packers,DST,4,GB,CHI,6,1,3,2,2,0,0,0,14,10.00,2017
9,San Francisco 49ers,DST,4,SF,ARI,10,6,16,1,0,0,0,0,18,9.00,2017
10,Denver Broncos,DST,4,DEN,OAK,5,3,3,1,0,0,0,0,10,9.00,2017
11,Kansas City Chiefs,DST,4,KC,WAS,2,0,1,0,1,0,1,0,20,9.00,2017
12,Cincinnati Bengals,DST,4,CIN,CLE,5,2,8,1,0,0,0,0,7,8.00,2017
13,Indianapolis Colts,DST,4,IND,SEA,5,3,5,2,0,1,0,0,46,8.00,2017
14,Minnesota Vikings,DST,4,MIN,DET,9,6,9,0,0,0,0,0,14,7.00,2017
15,Arizona Cardinals,DST,4,ARI,SF,6,3,10,1,0,0,0,0,15,6.00,2017
16,Los Angeles Rams,DST,4,LAR,DAL,2,2,7,1,1,0,0,0,30,5.00,2017
17,New England Patriots,DST,4,NE,CAR,1,2,4,1,1,0,0,0,33,5.00,2017
18,Oakland Raiders,DST,4,OAK,DEN,9,4,7,0,0,0,0,0,16,5.00,2017
19,New York Jets,DST,4,NYJ,JAX,4,1,6,1,0,0,0,0,20,4.00,2017
20,Atlanta Falcons,DST,4,ATL,BUF,6,3,2,0,0,0,0,0,23,4.00,2017
21,Cleveland Browns,DST,4,CLE,CIN,9,3,3,0,1,0,0,0,31,4.00,2017
22,Philadelphia Eagles,DST,4,PHI,LAC,6,2,3,0,1,0,0,0,24,4.00,2017
23,Washington Redskins,DST,4,WAS,KC,6,4,8,0,0,0,0,0,29,4.00,2017
24,Baltimore Ravens,DST,4,BAL,PIT,6,1,7,1,0,0,0,0,26,3.00,2017
25,Miami Dolphins,DST,4,MIA,NO,3,1,5,0,0,0,0,0,20,2.00,2017
26,Carolina Panthers,DST,4,CAR,NE,6,3,7,0,0,0,0,0,30,2.00,2017
27,New York Giants,DST,4,NYG,TB,2,1,4,0,0,0,0,0,25,1.00,2017
28,Los Angeles Chargers,DST,4,LAC,PHI,6,1,7,0,0,0,0,0,26,1.00,2017
29,Tennessee Titans,DST,4,TEN,HOU,6,2,3,1,0,0,0,0,57,0.00,2017
30,Tampa Bay Buccaneers,DST,4,TB,NYG,5,0,3,0,0,0,0,0,23,0.00,2017
31,Chicago Bears,DST,4,CHI,GB,2,2,2,0,0,0,0,0,35,-2.00,2017
32,Dallas Cowboys,DST,4,DAL,LAR,8,1,6,0,0,0,0,0,35,-3.00,2017
