Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jimmy Graham,TE,8,NO,BUF,3,3,100,37,2,15,12,12,0,0,0,0,0,18.70,2013
2,Jordan Reed,TE,8,WAS,DEN,14,8,57,90,0,17,6,11,0,0,0,0,0,17.00,2013
3,Tim Wright,TE,8,TB,CAR,8,5,63,48,1,15,6,10,0,0,0,0,0,15.80,2013
4,Vernon Davis,TE,8,SF,JAX,4,3,75,52,1,31,13,17,0,0,0,0,0,14.20,2013
5,Scott Chandler,TE,8,BUF,NO,11,7,64,72,0,22,7,10,0,0,0,0,0,14.20,2013
6,Jordan Cameron,TE,8,CLE,KC,4,4,100,81,0,37,20,20,0,0,0,0,0,12.10,2013
7,Greg Olsen,TE,8,CAR,TB,4,3,75,21,1,16,5,7,0,0,0,0,0,11.10,2013
8,Jermaine Gresham,TE,8,CIN,NYJ,3,2,67,14,1,10,5,7,0,0,0,0,0,9.40,2013
9,Kyle Rudolph,TE,8,MIN,GB,4,4,100,51,0,17,13,13,0,0,0,0,0,9.10,2013
10,Joel Dreessen,TE,8,DEN,WAS,2,2,100,9,1,8,5,5,0,0,0,0,0,8.90,2013
11,Charles Clay,TE,8,MIA,NE,8,5,63,37,0,11,5,7,1,1,0,0,0,8.80,2013
12,Benjamin Watson,TE,8,NO,BUF,3,3,100,45,0,17,15,15,0,0,0,0,0,7.50,2013
13,Brandon Myers,TE,8,NYG,PHI,4,3,75,42,0,27,11,14,0,0,0,0,0,7.20,2013
14,Brandon Pettigrew,TE,8,DET,DAL,6,3,50,31,0,17,5,10,0,0,0,0,0,6.10,2013
15,Jared Cook,TE,8,LAR,SEA,6,3,50,31,0,19,5,10,0,0,0,0,0,6.10,2013
16,Julius Thomas,TE,8,DEN,WAS,3,3,100,29,0,19,10,10,0,0,0,0,0,5.90,2013
17,Tony Gonzalez,TE,8,ATL,ARI,8,3,38,26,0,10,3,9,0,0,0,0,0,5.60,2013
18,Heath Miller,TE,8,PIT,OAK,6,3,50,19,0,10,3,6,0,0,0,0,0,4.90,2013
19,Rob Gronkowski,TE,8,NE,MIA,5,2,40,27,0,23,5,14,0,0,0,0,0,4.70,2013
20,Sean McGrath,TE,8,KC,CLE,2,2,100,25,0,22,13,13,0,0,0,0,0,4.50,2013
21,Tyler Eifert,TE,8,CIN,NYJ,4,2,50,23,0,16,6,12,0,0,0,0,0,4.30,2013
22,Lance Kendricks,TE,8,LAR,SEA,5,2,40,23,0,18,5,12,0,0,0,0,0,4.30,2013
23,Brent Celek,TE,8,PHI,NYG,3,2,67,17,0,9,6,9,0,0,0,0,0,3.70,2013
24,Josh Hill,TE,8,NO,BUF,2,2,100,17,0,9,9,9,0,0,0,0,0,3.70,2013
25,Levine Toilolo,TE,8,ATL,ARI,3,3,100,6,0,7,2,2,0,0,0,0,0,3.60,2013
26,Jason Witten,TE,8,DAL,DET,2,2,100,15,0,13,8,8,0,0,0,0,0,3.50,2013
27,Anthony Fasano,TE,8,KC,CLE,3,2,67,14,0,8,5,7,0,0,0,0,0,3.40,2013
28,Zach Miller,TE,8,SEA,LAR,3,2,67,14,0,8,5,7,0,0,0,0,0,3.40,2013
29,Andrew Quarless,TE,8,GB,MIN,2,2,100,13,0,8,7,7,0,0,0,0,0,3.30,2013
30,James Hanna,TE,8,DAL,DET,2,2,100,12,0,11,6,6,0,0,0,0,0,3.20,2013
