Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Cincinnati Bengals,DST,8,CIN,NYJ,6,4,7,2,0,0,2,0,9,24.00,2013
2,Denver Broncos,DST,8,DEN,WAS,6,3,13,4,1,0,1,0,21,20.00,2013
3,New York Giants,DST,8,NYG,PHI,6,4,2,2,1,0,0,0,7,17.00,2013
4,Arizona Cardinals,DST,8,ARI,ATL,8,4,11,4,0,0,0,0,13,16.00,2013
5,New England Patriots,DST,8,NE,MIA,8,6,8,2,1,0,0,0,17,15.00,2013
6,San Francisco 49ers,DST,8,SF,JAX,5,0,0,0,1,0,1,0,10,12.00,2013
7,Washington Redskins,DST,8,WAS,DEN,3,2,1,3,1,0,1,0,45,12.00,2013
8,New Orleans Saints,DST,8,NO,BUF,8,4,9,1,2,0,0,0,17,11.00,2013
9,Seattle Seahawks,DST,8,SEA,LAR,4,3,5,2,0,0,0,0,9,11.00,2013
10,Oakland Raiders,DST,8,OAK,PIT,11,5,5,2,0,0,0,0,18,10.00,2013
11,Philadelphia Eagles,DST,8,PHI,NYG,3,1,2,0,1,0,1,0,15,10.00,2013
12,Carolina Panthers,DST,8,CAR,TB,7,3,4,0,1,0,0,0,13,9.00,2013
13,Dallas Cowboys,DST,8,DAL,DET,4,1,7,2,2,0,0,0,31,8.00,2013
14,Green Bay Packers,DST,8,GB,MIN,2,3,5,0,0,0,0,1,31,8.00,2013
15,Pittsburgh Steelers,DST,8,PIT,OAK,8,2,3,2,1,0,0,0,21,8.00,2013
16,Los Angeles Rams,DST,8,LAR,SEA,10,7,10,0,0,0,0,0,14,8.00,2013
17,Cleveland Browns,DST,8,CLE,KC,6,6,9,0,0,0,0,0,23,6.00,2013
18,Atlanta Falcons,DST,8,ATL,ARI,6,3,5,1,0,0,0,0,27,5.00,2013
19,Miami Dolphins,DST,8,MIA,NE,3,3,4,1,0,0,0,0,27,5.00,2013
20,Kansas City Chiefs,DST,8,KC,CLE,4,1,4,0,1,0,0,0,17,4.00,2013
21,Minnesota Vikings,DST,8,MIN,GB,7,2,3,0,0,0,0,1,44,4.00,2013
22,Tampa Bay Buccaneers,DST,8,TB,CAR,5,3,3,0,0,0,0,0,31,2.00,2013
23,Buffalo Bills,DST,8,BUF,NO,7,4,6,0,0,0,0,0,35,0.00,2013
24,Detroit Lions,DST,8,DET,DAL,5,0,4,0,0,0,0,0,30,-1.00,2013
25,New York Jets,DST,8,NYJ,CIN,2,1,1,1,0,0,0,0,49,-1.00,2013
26,Jacksonville Jaguars,DST,8,JAX,SF,1,0,0,0,1,0,0,0,42,-2.00,2013
