Player,Position,Team,Opponent,Points
Matthew Stafford,QB,DET,DAL,31.72
Peyton Manning,QB,DEN,WAS,28.86
Colin Kaepernick,QB,SF,JAX,27.96
Cam Newton,QB,CAR,TB,27.84
Aaron Rodgers,QB,GB,MIN,22.50
Jason Campbell,QB,CLE,KC,21.42
Alex Smith,QB,KC,CLE,21.00
Tony Romo,QB,DAL,DET,20.84
Matt Ryan,QB,ATL,ARI,16.34
Christian Ponder,QB,MIN,GB,15.60
Mike Glennon,QB,TB,CAR,15.20
Russell Wilson,QB,SEA,LAR,15.16
Carson Palmer,QB,ARI,ATL,14.78
Ryan Tannehill,QB,MIA,NE,13.88
Chad Henne,QB,JAX,SF,13.22
Ben Roethlisberger,QB,PIT,OAK,13.10
Thaddeus Lewis,QB,BUF,NO,10.86
Eli Manning,QB,NYG,PHI,9.74
Tom Brady,QB,NE,MIA,8.14
Robert Griffin III,QB,WAS,DEN,6.98
Kellen Clemens,QB,LAR,SEA,5.42
Geno Smith,QB,NYJ,CIN,5.16
Matt Barkley,QB,PHI,NYG,4.32
Chris Simms,QB,NYJ,CIN,4.18
Josh Johnson,QB,CIN,NYJ,1.70
Colt McCoy,QB,SF,JAX,0.52
Michael Vick,QB,PHI,NYG,0.30
Kirk Cousins,QB,WAS,DEN,0.02
Luke McCown,QB,NO,BUF,0.00
Joe Webb,QB,MIN,GB,0.00
Jordy Nelson,WR,GB,MIN,34.30
Kenny Stills,WR,NO,BUF,31.30
Josh Gordon,WR,CLE,KC,27.20
Harry Douglas,WR,ATL,ARI,27.10
Golden Tate,WR,SEA,LAR,26.30
Emmanuel Sanders,WR,PIT,OAK,23.80
Dez Bryant,WR,DAL,DET,22.30
Terrelle Pryor,WR,OAK,PIT,21.12
Demaryius Thomas,WR,DEN,WAS,20.50
Steve Johnson,WR,BUF,NO,20.20
Wes Welker,WR,DEN,WAS,20.10
Drew Davis,WR,ATL,ARI,18.70
AJ Green,WR,CIN,NYJ,17.50
Antonio Brown,WR,PIT,OAK,17.40
Aaron Dobson,WR,NE,MIA,16.00
David Nelson,WR,NYJ,CIN,16.00
Victor Cruz,WR,NYG,PHI,15.60
Terrance Williams,WR,DAL,DET,14.90
Larry Fitzgerald,WR,ARI,ATL,14.80
Cecil Shorts,WR,JAX,SF,14.40
DeSean Jackson,WR,PHI,NYG,14.30
Jarrett Boykin,WR,GB,MIN,13.90
Mike Brown,WR,JAX,SF,13.30
Ted Ginn,WR,CAR,TB,13.00
Vincent Jackson,WR,TB,CAR,12.90
Lance Moore,WR,NO,BUF,12.40
Hakeem Nicks,WR,NYG,PHI,12.10
Michael Floyd,WR,ARI,ATL,12.00
Pierre Garcon,WR,WAS,DEN,11.60
Chris Givens,WR,LAR,SEA,11.50
Cordarrelle Patterson,WR,MIN,GB,10.60
Anquan Boldin,WR,SF,JAX,9.60
Kris Durham,WR,DET,DAL,9.40
Marquise Goodwin,WR,BUF,NO,8.60
Rod Streater,WR,OAK,PIT,8.50
M White,WR,GB,MIN,8.50
Jason Avant,WR,PHI,NYG,8.40
Eric Decker,WR,DEN,WAS,8.20
Steve Smith,WR,CAR,TB,8.20
Darius Johnson,WR,ATL,ARI,8.00
Mike Wallace,WR,MIA,NE,7.90
Leonard Hankerson,WR,WAS,DEN,7.70
Tiquan Underwood,WR,TB,CAR,7.70
Brian Hartline,WR,MIA,NE,7.70
Brandon Gibson,WR,MIA,NE,7.40
Justin Blackmon,WR,JAX,SF,7.00
Jerricho Cotchery,WR,PIT,OAK,6.90
Donnie Avery,WR,KC,CLE,6.50
Tim Wright,TE,TB,CAR,15.80
Vernon Davis,TE,SF,JAX,14.20
Scott Chandler,TE,BUF,NO,14.20
Jordan Cameron,TE,CLE,KC,12.10
Greg Olsen,TE,CAR,TB,11.10
Jermaine Gresham,TE,CIN,NYJ,9.40
Kyle Rudolph,TE,MIN,GB,9.10
Joel Dreessen,TE,DEN,WAS,8.90
Charles Clay,TE,MIA,NE,8.80
Benjamin Watson,TE,NO,BUF,7.50
Brandon Myers,TE,NYG,PHI,7.20
Jared Cook,TE,LAR,SEA,6.10
Brandon Pettigrew,TE,DET,DAL,6.10
Julius Thomas,TE,DEN,WAS,5.90
Tony Gonzalez,TE,ATL,ARI,5.60
Heath Miller,TE,PIT,OAK,4.90
Rob Gronkowski,TE,NE,MIA,4.70
Sean McGrath,TE,KC,CLE,4.50
Tyler Eifert,TE,CIN,NYJ,4.30
Lance Kendricks,TE,LAR,SEA,4.30
Brent Celek,TE,PHI,NYG,3.70
Josh Hill,TE,NO,BUF,3.70
Levine Toilolo,TE,ATL,ARI,3.60
Jason Witten,TE,DAL,DET,3.50
Zach Miller,TE,SEA,LAR,3.40
Anthony Fasano,TE,KC,CLE,3.40
Andrew Quarless,TE,GB,MIN,3.30
James Hanna,TE,DAL,DET,3.20
Zach Sudfeld,TE,NYJ,CIN,3.00
Jacob Tamme,TE,DEN,WAS,2.50
Rob Housler,TE,ARI,ATL,2.40
Michael Egnew,TE,MIA,NE,2.10
James Casey,TE,PHI,NYG,2.10
Jeff Cumberland,TE,NYJ,CIN,1.90
Jeron Mastrud,TE,OAK,PIT,1.90
Clay Harbor,TE,JAX,SF,1.70
MarQueis Gray,TE,CLE,KC,1.50
Zach Ertz,TE,PHI,NYG,1.50
Dion Sims,TE,MIA,NE,1.40
John Carlson,TE,MIN,GB,1.30
Gary Barnidge,TE,CLE,KC,1.30
Tom Crabtree,TE,TB,CAR,1.00
Marcedes Lewis,TE,JAX,SF,0.60
Niles Paul,TE,WAS,DEN,0.00
Mike McNeill,TE,LAR,SEA,0.00
Larry Donnell,TE,NYG,PHI,0.00
Konrad Reuland,TE,NYJ,CIN,0.00
Bear Pascoe,TE,NYG,PHI,0.00
Reggie Bush,RB,DET,DAL,25.20
Darren McFadden,RB,OAK,PIT,21.80
Eddie Lacy,RB,GB,MIN,21.20
Dexter McCluster,RB,KC,CLE,20.20
Frank Gore,RB,SF,JAX,19.70
Maurice Jones-Drew,RB,JAX,SF,18.20
Adrian Peterson,RB,MIN,GB,17.30
Jamaal Charles,RB,KC,CLE,17.00
Zac Stacy,RB,LAR,SEA,16.90
Mike Tolbert,FB,CAR,TB,16.40
Le'Veon Bell,RB,PIT,OAK,16.10
Alfred Morris,RB,WAS,DEN,15.30
Lamar Miller,RB,MIA,NE,14.20
Stevan Ridley,RB,NE,MIA,13.90
Fred Jackson,RB,BUF,NO,13.30
Joique Bell,RB,DET,DAL,12.40
Pierre Thomas,RB,NO,BUF,12.40
Daniel Thomas,RB,MIA,NE,12.20
DeAngelo Williams,RB,CAR,TB,12.10
James Starks,RB,GB,MIN,11.70
Peyton Hillis,RB,NYG,PHI,11.50
Anthony Sherman,FB,KC,CLE,11.30
Brandon Bolden,RB,NE,MIA,10.90
Toby Gerhart,RB,MIN,GB,10.80
LeSean McCoy,RB,PHI,NYG,10.50
Mike James,RB,TB,CAR,10.40
Fozzy Whittaker,RB,CLE,KC,10.20
Brian Leonard,RB,TB,CAR,9.90
Montee Ball,RB,DEN,WAS,9.80
Kendall Hunter,RB,SF,JAX,8.40
Bilal Powell,RB,NYJ,CIN,7.90
Bruce Miller,FB,SF,JAX,7.60
Joseph Randle,RB,DAL,DET,7.40
Daryl Richardson,RB,LAR,SEA,5.70
Chris Ogbonnaya,RB,CLE,KC,5.70
Willis McGahee,RB,CLE,KC,4.80
LeGarrette Blount,RB,NE,MIA,4.60
Steven Jackson,RB,ATL,ARI,4.30
Michael Cox,RB,NYG,PHI,4.00
Darren Sproles,RB,NO,BUF,4.00
Jacquizz Rodgers,RB,ATL,ARI,3.90
Felix Jones,RB,PIT,OAK,3.90
Stepfan Taylor,RB,ARI,ATL,3.80
Giovani Bernard,RB,CIN,NYJ,3.70
Alex Green,RB,NYJ,CIN,3.70
Marshawn Lynch,RB,SEA,LAR,3.70
Justin Forsett,RB,JAX,SF,3.60
Tashard Choice,RB,BUF,NO,3.50
Mason Crosby,K,GB,MIN,0.00
Ryan Succop,K,KC,CLE,0.00
Stephen Gostkowski,K,NE,MIA,0.00
Greg Zuerlein,K,LAR,SEA,0.00
Jay Feely,K,ARI,ATL,0.00
Matt Prater,K,DEN,WAS,0.00
Nick Folk,K,NYJ,CIN,0.00
Graham Gano,K,CAR,TB,0.00
Caleb Sturgis,K,MIA,NE,0.00
Matt Bryant,K,ATL,ARI,0.00
Rian Lindell,K,TB,CAR,0.00
Mike Nugent,K,CIN,NYJ,0.00
David Akers,K,DET,DAL,0.00
Blair Walsh,K,MIN,GB,0.00
Phil Dawson,K,SF,JAX,0.00
Billy Cundiff,K,CLE,KC,0.00
Garrett Hartley,K,NO,BUF,0.00
Dan Carpenter,K,BUF,NO,0.00
Josh Scobee,K,JAX,SF,0.00
Shaun Suisham,K,PIT,OAK,0.00
Kai Forbath,K,WAS,DEN,0.00
Sebastian Janikowski,K,OAK,PIT,0.00
Steven Hauschka,K,SEA,LAR,0.00
Alex Henery,K,PHI,NYG,0.00
Thomas Howard,K,ATL,ARI,0.00
New York Giants,DST,NYG,PHI,17.00
Arizona Cardinals,DST,ARI,ATL,16.00
New England Patriots,DST,NE,MIA,15.00
Washington Redskins,DST,WAS,DEN,12.00
San Francisco 49ers,DST,SF,JAX,12.00
New Orleans Saints,DST,NO,BUF,11.00
Seattle Seahawks,DST,SEA,LAR,11.00
Oakland Raiders,DST,OAK,PIT,10.00
Philadelphia Eagles,DST,PHI,NYG,10.00
Carolina Panthers,DST,CAR,TB,9.00
Green Bay Packers,DST,GB,MIN,8.00
Dallas Cowboys,DST,DAL,DET,8.00
Pittsburgh Steelers,DST,PIT,OAK,8.00
Los Angeles Rams,DST,LAR,SEA,8.00
Cleveland Browns,DST,CLE,KC,6.00
Atlanta Falcons,DST,ATL,ARI,5.00
Miami Dolphins,DST,MIA,NE,5.00
Kansas City Chiefs,DST,KC,CLE,4.00
Minnesota Vikings,DST,MIN,GB,4.00
Tampa Bay Buccaneers,DST,TB,CAR,2.00
Buffalo Bills,DST,BUF,NO,0.00
New York Jets,DST,NYJ,CIN,-1.00
Detroit Lions,DST,DET,DAL,-1.00
Jacksonville Jaguars,DST,JAX,SF,-2.00
