Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Andre Ellington,RB,8,ARI,ATL,15,154,10,1,2,2,8,0,1,0,27.20,2013
2,Knowshon Moreno,RB,8,DEN,WAS,13,43,3,0,6,6,89,1,0,0,25.20,2013
3,Reggie Bush,RB,8,DET,DAL,21,92,4,1,9,8,30,0,1,1,25.20,2013
4,Darren McFadden,RB,8,OAK,PIT,24,73,3,2,2,2,5,0,0,0,21.80,2013
5,Eddie Lacy,RB,8,GB,MIN,29,94,3,1,4,4,18,0,0,0,21.20,2013
6,Dexter McCluster,RB,8,KC,CLE,1,5,5,0,10,7,67,1,1,0,20.20,2013
7,Frank Gore,RB,8,SF,JAX,19,71,4,2,1,1,6,0,1,1,19.70,2013
8,Maurice Jones-Drew,RB,8,JAX,SF,19,75,4,0,8,6,47,0,0,0,18.20,2013
9,Adrian Peterson,RB,8,MIN,GB,13,60,5,1,3,3,23,0,0,0,17.30,2013
10,Jamaal Charles,RB,8,KC,CLE,18,74,4,0,7,5,46,0,0,0,17.00,2013
11,Zac Stacy,RB,8,LAR,SEA,26,134,5,0,3,1,-5,0,0,0,16.90,2013
12,Mike Tolbert,FB,8,CAR,TB,7,35,5,0,4,4,29,1,0,0,16.40,2013
13,Le'Veon Bell,RB,8,PIT,OAK,13,24,2,1,7,5,27,0,0,0,16.10,2013
14,Alfred Morris,RB,8,WAS,DEN,17,93,6,1,0,0,0,0,1,0,15.30,2013
15,Lamar Miller,RB,8,MIA,NE,18,89,5,0,3,3,23,0,0,0,14.20,2013
16,Stevan Ridley,RB,8,NE,MIA,14,79,6,1,0,0,0,0,0,0,13.90,2013
17,Fred Jackson,RB,8,BUF,NO,15,45,3,1,4,2,8,0,0,0,13.30,2013
18,Joique Bell,RB,8,DET,DAL,4,32,8,1,1,1,22,0,0,0,12.40,2013
19,Pierre Thomas,RB,8,NO,BUF,14,65,5,0,3,3,29,0,0,0,12.40,2013
20,Daniel Thomas,RB,8,MIA,NE,9,47,5,0,1,1,5,1,0,0,12.20,2013
21,DeAngelo Williams,RB,8,CAR,TB,8,43,5,1,3,1,8,0,0,0,12.10,2013
22,James Starks,RB,8,GB,MIN,7,57,8,1,0,0,0,0,0,0,11.70,2013
23,Peyton Hillis,RB,8,NYG,PHI,20,70,4,0,5,3,15,0,0,0,11.50,2013
24,Anthony Sherman,FB,8,KC,CLE,0,0,0,0,3,3,23,1,0,0,11.30,2013
25,Brandon Bolden,RB,8,NE,MIA,8,22,3,1,2,2,7,0,0,0,10.90,2013
26,Toby Gerhart,RB,8,MIN,GB,1,13,13,1,2,2,15,0,0,0,10.80,2013
27,LeSean McCoy,RB,8,PHI,NYG,15,48,3,0,5,4,17,0,0,0,10.50,2013
28,Mike James,RB,8,TB,CAR,10,39,4,0,5,4,25,0,0,0,10.40,2013
29,Fozzy Whittaker,RB,8,CLE,KC,0,0,0,0,2,2,22,1,0,0,10.20,2013
30,Brian Leonard,RB,8,TB,CAR,1,7,7,0,7,6,32,0,0,0,9.90,2013
31,Montee Ball,RB,8,DEN,WAS,12,38,3,1,1,0,0,0,0,0,9.80,2013
32,Kendall Hunter,RB,8,SF,JAX,9,84,9,0,0,0,0,0,0,0,8.40,2013
33,Bilal Powell,RB,8,NYJ,CIN,10,19,2,0,6,4,20,0,0,0,7.90,2013
34,Bruce Miller,FB,8,SF,JAX,1,0,0,0,3,2,56,0,0,0,7.60,2013
35,Joseph Randle,RB,8,DAL,DET,14,26,2,0,4,3,18,0,0,0,7.40,2013
36,Daryl Richardson,RB,8,LAR,SEA,8,39,5,0,1,1,8,0,0,0,5.70,2013
37,Chris Ogbonnaya,RB,8,CLE,KC,3,12,4,0,4,3,15,0,0,0,5.70,2013
38,Willis McGahee,RB,8,CLE,KC,9,28,3,0,2,2,0,0,0,0,4.80,2013
39,LeGarrette Blount,RB,8,NE,MIA,11,46,4,0,0,0,0,0,0,0,4.60,2013
40,Steven Jackson,RB,8,ATL,ARI,11,6,1,0,5,3,7,0,0,0,4.30,2013
41,Michael Cox,RB,8,NYG,PHI,9,19,2,0,1,1,11,0,0,0,4.00,2013
42,Darren Sproles,RB,8,NO,BUF,0,0,0,0,4,4,0,0,0,0,4.00,2013
43,Jacquizz Rodgers,RB,8,ATL,ARI,2,8,4,0,5,2,11,0,0,0,3.90,2013
44,Felix Jones,RB,8,PIT,OAK,1,-1,-1,0,3,2,20,0,0,0,3.90,2013
45,Stepfan Taylor,RB,8,ARI,ATL,14,38,3,0,0,0,0,0,0,0,3.80,2013
46,Giovani Bernard,RB,8,CIN,NYJ,5,18,4,0,2,1,9,0,0,0,3.70,2013
47,Alex Green,RB,8,NYJ,CIN,3,20,7,0,1,1,7,0,0,0,3.70,2013
48,Marshawn Lynch,RB,8,SEA,LAR,8,23,3,0,1,1,4,0,0,0,3.70,2013
49,Justin Forsett,RB,8,JAX,SF,0,0,0,0,3,3,6,0,0,0,3.60,2013
50,Tashard Choice,RB,8,BUF,NO,7,35,5,0,0,0,0,0,0,0,3.50,2013
