Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,SF,27.72
Colin Kaepernick,QB,SF,NO,27.22
Aaron Rodgers,QB,GB,IND,27.18
Tyrod Taylor,QB,BUF,SEA,26.86
Russell Wilson,QB,SEA,BUF,26.28
Dak Prescott,QB,DAL,CLE,23.88
Eli Manning,QB,NYG,PHI,23.88
Jameis Winston,QB,TB,ATL,22.84
Blake Bortles,QB,JAX,KC,22.48
Ben Roethlisberger,QB,PIT,BAL,19.86
Philip Rivers,QB,LAC,TEN,18.70
Trevor Siemian,QB,DEN,OAK,17.32
Sam Bradford,QB,MIN,DET,16.42
Joe Flacco,QB,BAL,PIT,15.84
Matthew Stafford,QB,DET,MIN,15.76
Carson Wentz,QB,PHI,NYG,15.16
Case Keenum,QB,LAR,CAR,14.84
Andrew Luck,QB,IND,GB,14.74
Cam Newton,QB,CAR,LAR,14.60
Cody Kessler,QB,CLE,DAL,13.22
Ryan Fitzpatrick,QB,NYJ,MIA,12.36
Nick Foles,QB,KC,JAX,11.18
Ryan Tannehill,QB,MIA,NYJ,9.66
Mike Glennon,QB,TB,ATL,9.00
Derek Carr,QB,OAK,DEN,7.66
Bryce Petty,QB,NYJ,MIA,0.76
Ryan Mallett,QB,BAL,PIT,0.36
Mark Sanchez,QB,DAL,CLE,0.12
Kellen Clemens,QB,LAC,TEN,0.00
Joe Webb,QB,CAR,LAR,0.00
Matt Schaub,QB,ATL,TB,-0.20
Julio Jones,WR,ATL,TB,28.10
Mike Wallace,WR,BAL,PIT,25.40
Golden Tate,WR,DET,MIN,25.00
Michael Thomas,WR,NO,SF,24.30
Rishard Matthews,WR,TEN,LAC,24.30
Jordy Nelson,WR,GB,IND,22.40
Stefon Diggs,WR,MIN,DET,22.20
Antonio Brown,WR,PIT,BAL,21.50
Odell Beckham Jr,WR,NYG,PHI,20.60
Allen Robinson,WR,JAX,KC,20.60
Quinton Patton,WR,SF,NO,19.60
Eli Rogers,WR,PIT,BAL,19.30
Taylor Gabriel,WR,ATL,TB,18.60
Tyrell Williams,WR,LAC,TEN,18.50
Cole Beasley,WR,DAL,CLE,17.60
Terrelle Pryor,WR,CLE,DAL,15.70
Adam Humphries,WR,TB,ATL,15.60
Jalin Marshall,WR,NYJ,MIA,14.90
Kenny Britt,WR,LAR,CAR,14.90
