,Player,Position,Team,Opponent,Points,PlayerID
0,Drew Brees,QB,NO,SF,27.72,00-0020531
1,Colin Kaepernick,QB,SF,NO,27.22,00-0027974
2,Aaron Rodgers,QB,GB,IND,27.18,00-0023459
3,Tyrod Taylor,QB,BUF,SEA,26.86,00-0028118
4,Russell Wilson,QB,SEA,BUF,26.28,00-0029263
5,Dak Prescott,QB,DAL,CLE,23.88,00-0033077
6,Eli Manning,QB,NYG,PHI,23.88,00-0022803
7,Jameis Winston,QB,TB,ATL,22.84,00-0031503
8,Blake Bortles,QB,JAX,KC,22.48,00-0031407
9,Ben Roethlisberger,QB,PIT,BAL,19.86,00-0022924
10,Philip Rivers,QB,LAC,TEN,18.7,00-0022942
11,Trevor Siemian,QB,DEN,OAK,17.32,00-0032156
12,Sam Bradford,QB,MIN,DET,16.42,00-0027854
13,Joe Flacco,QB,BAL,PIT,15.84,00-0026158
14,Matthew Stafford,QB,DET,MIN,15.76,00-0026498
15,Carson Wentz,QB,PHI,NYG,15.16,00-0032950
16,Case Keenum,QB,LA,CAR,14.84,00-0028986
17,Andrew Luck,QB,IND,GB,14.74,00-0029668
18,Cam Newton,QB,CAR,LAR,14.6,00-0027939
19,Cody Kessler,QB,CLE,DAL,13.22,00-0033104
20,Ryan Fitzpatrick,QB,NYJ,MIA,12.36,00-0023682
21,Nick Foles,QB,KC,JAX,11.18,00-0029567
22,Ryan Tannehill,QB,MIA,NYJ,9.66,00-0029701
23,Mike Glennon,QB,TB,ATL,9.0,00-0030520
24,Derek Carr,QB,OAK,DEN,7.66,00-0031280
25,Bryce Petty,QB,NYJ,MIA,0.76,00-0031568
26,Ryan Mallett,QB,BAL,PIT,0.36,00-0028012
27,Mark Sanchez,QB,DAL,CLE,0.12,00-0026898
28,Kellen Clemens,QB,LAC,TEN,0.0,00-0024264
29,Joe Webb,QB,CAR,LAR,0.0,00-0027796
30,Matt Schaub,QB,ATL,TB,-0.2,00-0022787
31,Julio Jones,WR,ATL,TB,28.1,00-0027944
32,Mike Wallace,WR,BAL,PIT,25.4,00-0026901
33,Golden Tate,WR,DET,MIN,25.0,00-0027891
34,Michael Thomas,WR,NO,SF,24.3,00-0032765
35,Rishard Matthews,WR,TEN,LAC,24.3,00-0029580
36,Jordy Nelson,WR,GB,IND,22.4,00-0026176
37,Stefon Diggs,WR,MIN,DET,22.2,00-0031588
38,Antonio Brown,WR,PIT,BAL,21.5,00-0027793
39,Odell Beckham Jr,WR,NYG,PHI,20.6,00-0031235
40,Allen Robinson,WR,JAX,KC,20.6,00-0031428
41,Quinton Patton,WR,SF,NO,19.6,00-0030450
42,Eli Rogers,WR,PIT,BAL,19.3,00-0031782
43,Taylor Gabriel,WR,ATL,TB,18.6,00-0031228
44,Tyrell Williams,WR,LAC,TEN,18.5,00-0032160
45,Cole Beasley,WR,DAL,CLE,17.6,00-0029000
46,Terrelle Pryor,WR,CLE,DAL,15.7,00-0028825
47,Adam Humphries,WR,TB,ATL,15.6,00-0032009
48,Jalin Marshall,WR,NYJ,MIA,14.9,00-0032694
49,Kenny Britt,WR,LA,CAR,14.9,00-0027006
50,Doug Baldwin,WR,SEA,BUF,14.9,00-0028434
