Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Tennessee Titans,DST,12,TEN,TB,4,2,2,1,4,0,0,1,17,22.00,2011
2,Baltimore Ravens,DST,12,BAL,SF,9,9,12,1,0,0,0,0,6,18.00,2011
3,Tampa Bay Buccaneers,DST,12,TB,TEN,7,2,4,2,2,0,1,0,23,16.00,2011
4,Los Angeles Rams,DST,12,LAR,ARI,6,3,7,2,1,0,0,1,23,15.00,2011
5,Arizona Cardinals,DST,12,ARI,LAR,3,2,2,0,2,0,0,1,20,13.00,2011
6,Houston Texans,DST,12,HOU,JAX,10,7,12,1,0,0,0,0,13,13.00,2011
7,Pittsburgh Steelers,DST,12,PIT,KC,2,1,5,3,1,0,0,0,9,13.00,2011
8,Oakland Raiders,DST,12,OAK,CHI,6,4,7,3,0,0,0,0,20,11.00,2011
9,Jacksonville Jaguars,DST,12,JAX,HOU,5,0,4,0,1,0,1,0,20,9.00,2011
10,Kansas City Chiefs,DST,12,KC,PIT,5,1,4,1,1,0,0,0,13,9.00,2011
11,Green Bay Packers,DST,12,GB,DET,1,1,4,3,0,0,0,0,15,8.00,2011
12,Carolina Panthers,DST,12,CAR,IND,1,2,3,2,0,0,0,0,19,7.00,2011
13,Dallas Cowboys,DST,12,DAL,MIA,9,4,5,0,1,0,0,0,19,7.00,2011
14,Denver Broncos,DST,12,DEN,LAC,5,3,4,0,0,0,0,0,13,7.00,2011
15,Indianapolis Colts,DST,12,IND,CAR,5,3,7,0,1,0,0,0,27,7.00,2011
16,Seattle Seahawks,DST,12,SEA,WAS,5,1,9,2,0,0,0,0,23,7.00,2011
17,Chicago Bears,DST,12,CHI,OAK,9,4,5,1,0,0,0,0,25,6.00,2011
18,Miami Dolphins,DST,12,MIA,DAL,6,1,7,2,0,0,0,0,20,6.00,2011
19,Atlanta Falcons,DST,12,ATL,MIN,6,4,7,0,0,0,0,0,14,5.00,2011
20,Cincinnati Bengals,DST,12,CIN,CLE,4,2,6,1,0,0,0,0,20,5.00,2011
21,New England Patriots,DST,12,NE,PHI,3,2,2,1,0,0,0,0,20,5.00,2011
22,New Orleans Saints,DST,12,NO,NYG,2,1,3,1,1,0,0,0,24,5.00,2011
23,Washington Redskins,DST,12,WAS,SEA,1,2,4,1,0,0,0,0,17,5.00,2011
24,Cleveland Browns,DST,12,CLE,CIN,4,2,3,0,1,0,0,0,23,4.00,2011
25,Minnesota Vikings,DST,12,MIN,ATL,4,2,4,0,1,0,0,0,24,4.00,2011
26,Buffalo Bills,DST,12,BUF,NYJ,0,0,1,1,1,0,0,0,28,3.00,2011
27,New York Jets,DST,12,NYJ,BUF,6,3,5,0,0,0,0,0,24,3.00,2011
28,Detroit Lions,DST,12,DET,GB,3,2,2,0,0,0,0,0,27,2.00,2011
29,Los Angeles Chargers,DST,12,LAC,DEN,7,1,1,0,0,0,0,0,16,2.00,2011
30,San Francisco 49ers,DST,12,SF,BAL,3,0,3,0,0,0,0,0,16,1.00,2011
31,Philadelphia Eagles,DST,12,PHI,NE,6,1,2,0,0,0,0,0,38,-3.00,2011
32,New York Giants,DST,12,NYG,NO,1,0,6,0,0,0,0,0,49,-4.00,2011
