Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Drew Brees,QB,12,NO,NYG,24,38,63,363,10,4,0,130,1,8,8,1,40.32,2011
2,Tom Brady,QB,12,NE,PHI,24,34,71,361,11,3,0,135,5,28,6,0,32.24,2011
3,Eli Manning,QB,12,NYG,NO,33,47,70,406,9,2,1,102,1,4,4,0,26.64,2011
4,Vince Young,QB,12,PHI,NE,26,48,54,400,8,1,1,80,6,40,7,0,26.00,2011
5,Ryan Fitzpatrick,QB,12,BUF,NYJ,26,39,67,264,7,3,0,111,5,34,7,0,25.96,2011
6,Aaron Rodgers,QB,12,GB,DET,22,33,67,307,9,2,0,117,1,-1,-1,0,23.18,2011
7,Matt Ryan,QB,12,ATL,MIN,27,34,79,262,8,3,0,128,4,3,1,0,22.78,2011
8,Mark Sanchez,QB,12,NYJ,BUF,17,35,49,180,5,4,1,90,2,5,3,0,22.70,2011
9,Rex Grossman,QB,12,WAS,SEA,26,35,74,314,9,2,2,97,5,-1,0,0,21.46,2011
10,Caleb Hanie,QB,12,CHI,OAK,18,36,50,254,7,2,3,57,5,50,10,0,20.16,2011
11,Cam Newton,QB,12,CAR,IND,20,27,74,208,8,0,0,96,9,53,6,1,19.62,2011
12,Matthew Stafford,QB,12,DET,GB,32,45,71,276,6,1,3,67,4,31,8,0,17.14,2011
13,Colt McCoy,QB,12,CLE,CIN,16,34,47,151,4,2,1,67,6,38,6,0,16.84,2011
14,Tim Tebow,QB,12,DEN,LAC,9,18,50,143,8,1,0,95,22,67,3,0,16.42,2011
15,Andy Dalton,QB,12,CIN,CLE,21,31,68,270,9,1,0,106,6,23,4,0,16.10,2011
16,Tony Romo,QB,12,DAL,MIA,22,34,65,226,7,2,2,79,1,-2,-2,0,14.84,2011
17,Matt Moore,QB,12,MIA,DAL,19,32,59,288,9,1,0,99,3,3,1,0,14.82,2011
18,Carson Palmer,QB,12,OAK,CHI,21,37,57,301,8,0,1,72,0,0,0,0,14.04,2011
19,Tarvaris Jackson,QB,12,SEA,WAS,14,30,47,144,5,2,1,69,0,0,0,0,12.76,2011
20,Christian Ponder,QB,12,MIN,ATL,17,25,68,186,7,1,0,103,2,9,5,0,12.34,2011
21,Philip Rivers,QB,12,LAC,DEN,19,36,53,188,5,1,0,77,1,1,1,0,11.62,2011
22,Ben Roethlisberger,QB,12,PIT,KC,21,31,68,193,6,1,1,82,4,8,2,0,11.52,2011
23,Sam Bradford,QB,12,LAR,ARI,17,31,55,203,7,1,0,86,0,0,0,0,11.12,2011
24,Curtis Painter,QB,12,IND,CAR,15,29,52,226,8,1,2,60,0,0,0,0,11.04,2011
25,Josh Freeman,QB,12,TB,TEN,18,33,55,199,6,1,1,70,3,10,3,0,10.96,2011
26,Joe Flacco,QB,12,BAL,SF,15,23,65,161,7,1,0,100,6,2,0,0,10.64,2011
27,Matt Hasselbeck,QB,12,TEN,TB,19,34,56,160,5,1,2,54,2,-2,-1,0,8.20,2011
28,Matt Leinart,QB,12,HOU,JAX,10,13,77,57,4,1,0,110,0,0,0,0,6.28,2011
29,Alex Smith,QB,12,SF,BAL,15,24,63,140,6,0,1,61,2,12,6,0,5.80,2011
30,Blaine Gabbert,QB,12,JAX,HOU,13,29,45,136,5,0,1,45,1,1,1,0,4.54,2011
31,John Skelton,QB,12,ARI,LAR,12,23,52,114,5,0,2,30,3,18,6,0,4.36,2011
32,Luke McCown,QB,12,JAX,HOU,7,11,64,62,6,0,0,79,1,9,9,0,3.38,2011
33,Tyler Palko,QB,12,KC,PIT,18,28,64,167,6,0,3,41,1,0,0,0,2.68,2011
34,TJ Yates,QB,12,HOU,JAX,8,15,53,70,5,0,0,66,4,-3,-1,0,2.50,2011
35,Josh Johnson,QB,12,TB,TEN,0,0,0,0,0,0,0,0,1,6,6,0,0.60,2011
36,Chase Daniel,QB,12,NO,NYG,1,1,100,9,9,0,0,104,0,0,0,0,0.36,2011
37,Mark Brunell,QB,12,NYJ,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
38,Brian Hoyer,QB,12,NE,PHI,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2011
