Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Roy Helu,RB,12,WAS,SEA,23,108,5,1,7,7,54,0,0,0,32.20,2011
2,Chris Wells,RB,12,ARI,LAR,27,228,8,1,0,0,0,0,1,1,30.80,2011
3,Cedric Benson,RB,12,CIN,CLE,21,106,5,1,5,4,24,0,0,0,26.00,2011
4,Marshawn Lynch,RB,12,SEA,WAS,24,111,5,0,3,1,20,1,0,0,23.10,2011
5,Chris Johnson,RB,12,TEN,TB,23,190,8,0,2,1,3,0,1,1,22.30,2011
6,Maurice Morris,RB,12,DET,GB,7,39,6,0,10,9,81,0,0,0,21.00,2011
7,Arian Foster,RB,12,HOU,JAX,22,65,3,1,9,7,24,0,2,1,20.90,2011
8,Maurice Jones-Drew,RB,12,JAX,HOU,18,99,6,0,6,4,67,0,0,0,20.60,2011
9,Pierre Thomas,RB,12,NO,NYG,8,63,8,1,3,3,47,0,0,0,20.00,2011
10,LeGarrette Blount,RB,12,TB,TEN,20,103,5,0,3,3,56,0,2,2,19.90,2011
11,Michael Bush,RB,12,OAK,CHI,24,69,3,1,4,4,24,0,0,0,19.30,2011
12,DeAngelo Williams,RB,12,CAR,IND,15,69,5,2,0,0,0,0,0,0,18.90,2011
13,Ryan Mathews,RB,12,LAC,DEN,22,137,6,0,1,1,5,0,0,0,18.20,2011
14,Mark Ingram,RB,12,NO,NYG,13,80,6,1,3,2,14,0,0,0,17.40,2011
15,DeMarco Murray,RB,12,DAL,MIA,22,87,4,0,4,4,41,0,0,0,16.80,2011
16,Donald Brown,RB,12,IND,CAR,14,80,6,1,1,1,17,0,0,0,16.70,2011
17,BenJarvus Green-Ellis,RB,12,NE,PHI,14,44,3,2,0,0,0,0,0,0,16.40,2011
18,LeSean McCoy,RB,12,PHI,NE,10,31,3,1,7,4,30,0,0,0,16.10,2011
19,Keiland Williams,RB,12,DET,GB,2,19,10,1,4,4,33,0,0,0,15.20,2011
20,DJ Ware,RB,12,NYG,NO,5,23,5,0,9,8,45,0,0,0,14.80,2011
21,Willis McGahee,RB,12,DEN,LAC,23,117,5,0,0,0,0,0,0,0,14.70,2011
22,Matt Forte,RB,12,CHI,OAK,12,59,5,0,10,6,25,0,0,0,14.40,2011
23,Toby Gerhart,RB,12,MIN,ATL,17,44,3,1,3,2,19,0,0,0,14.30,2011
24,Marcel Reece,FB,12,OAK,CHI,2,0,0,0,7,5,92,0,0,0,14.20,2011
25,Reggie Bush,RB,12,MIA,DAL,16,61,4,0,4,3,35,0,0,0,12.60,2011
26,Shonn Greene,RB,12,NYJ,BUF,13,78,6,0,4,3,12,0,0,0,12.00,2011
27,Ray Rice,RB,12,BAL,SF,21,59,3,0,3,3,24,0,0,0,11.30,2011
28,Jonathan Stewart,RB,12,CAR,IND,10,70,7,0,4,3,12,0,0,0,11.20,2011
29,Steven Jackson,RB,12,LAR,ARI,17,64,4,0,3,3,14,0,0,0,10.80,2011
30,Brandon Jacobs,RB,12,NYG,NO,13,46,4,1,0,0,0,0,1,0,10.60,2011
31,Darren Sproles,RB,12,NO,NYG,8,54,7,0,5,2,28,0,0,0,10.20,2011
32,CJ Spiller,RB,12,BUF,NYJ,19,55,3,0,3,3,15,0,0,0,10.00,2011
33,Mike Tolbert,FB,12,LAC,DEN,11,44,4,0,4,3,19,0,0,0,9.30,2011
34,Rashard Mendenhall,RB,12,PIT,KC,17,57,3,0,2,2,10,0,0,0,8.70,2011
35,Kevin Smith,RB,12,DET,GB,7,36,5,0,3,3,21,0,0,0,8.70,2011
36,John Kuhn,FB,12,GB,DET,5,5,1,1,1,1,10,0,0,0,8.50,2011
37,Peyton Hillis,RB,12,CLE,CIN,19,65,3,0,2,2,-4,0,0,0,8.10,2011
38,Michael Turner,RB,12,ATL,MIN,19,60,3,0,1,1,4,0,0,0,7.40,2011
39,Ryan Grant,RB,12,GB,DET,6,20,3,0,3,3,20,0,0,0,7.00,2011
40,Joe McKnight,RB,12,NYJ,BUF,4,21,5,0,3,3,19,0,0,0,7.00,2011
41,Marion Barber,RB,12,CHI,OAK,10,63,6,0,0,0,0,0,0,0,6.30,2011
42,Dexter McCluster,RB,12,KC,PIT,9,28,3,0,2,2,11,0,0,0,5.90,2011
43,Frank Gore,RB,12,SF,BAL,14,39,3,0,2,1,9,0,0,0,5.80,2011
44,Thomas Jones,RB,12,KC,PIT,13,37,3,0,1,1,7,0,0,0,5.40,2011
45,Jacquizz Rodgers,RB,12,ATL,MIN,3,19,6,0,2,2,12,0,0,0,5.10,2011
46,Isaac Redman,RB,12,PIT,KC,3,22,7,0,2,2,8,0,0,0,5.00,2011
47,Javon Ringer,RB,12,TEN,TB,9,12,1,0,5,4,6,0,1,1,4.80,2011
48,Mewelde Moore,RB,12,PIT,KC,2,16,8,0,3,3,9,0,1,1,4.50,2011
49,Jeremiah Johnson,RB,12,DEN,LAC,0,0,0,0,4,2,24,0,0,0,4.40,2011
50,Kregg Lumpkin,RB,12,TB,TEN,1,3,3,0,3,3,10,0,0,0,4.30,2011
