Player,Position,Team,Opponent,Points
Eli Manning,QB,NYG,NO,26.64
Vince Young,QB,PHI,NE,26.00
Ryan Fitzpatrick,QB,BUF,NYJ,25.96
Aaron Rodgers,QB,GB,DET,23.18
Matt Ryan,QB,ATL,MIN,22.78
Mark Sanchez,QB,NYJ,BUF,22.70
Rex Grossman,QB,WAS,SEA,21.46
Caleb Hanie,QB,CHI,OAK,20.16
Cam Newton,QB,CAR,IND,19.62
Matthew Stafford,QB,DET,GB,17.14
Colt McCoy,QB,CLE,CIN,16.84
Tim Tebow,QB,DEN,LAC,16.42
Andy Dalton,QB,CIN,CLE,16.10
Tony Romo,QB,DAL,MIA,14.84
Matt Moore,QB,MIA,DAL,14.82
Carson Palmer,QB,OAK,CHI,14.04
Tarvaris Jackson,QB,SEA,WAS,12.76
Christian Ponder,QB,MIN,ATL,12.34
Philip Rivers,QB,LAC,DEN,11.62
Ben Roethlisberger,QB,PIT,KC,11.52
Sam Bradford,QB,LAR,ARI,11.12
Curtis Painter,QB,IND,CAR,11.04
Josh Freeman,QB,TB,TEN,10.96
Joe Flacco,QB,BAL,SF,10.64
Matt Hasselbeck,QB,TEN,TB,8.20
Matt Leinart,QB,HOU,JAX,6.28
Alex Smith,QB,SF,BAL,5.80
Blaine Gabbert,QB,JAX,HOU,4.54
John Skelton,QB,ARI,LAR,4.36
Luke McCown,QB,JAX,HOU,3.38
Tyler Palko,QB,KC,PIT,2.68
TJ Yates,QB,HOU,JAX,2.50
Josh Johnson,QB,TB,TEN,0.60
Chase Daniel,QB,NO,NYG,0.36
Mark Brunell,QB,NYJ,BUF,0.00
Brian Hoyer,QB,NE,PHI,-0.10
Roddy White,WR,ATL,MIN,31.00
Jason Avant,WR,PHI,NE,28.00
Johnny Knox,WR,CHI,OAK,27.50
Laurent Robinson,WR,DAL,MIA,26.90
Reggie Wayne,WR,IND,CAR,26.20
Percy Harvin,WR,MIN,ATL,24.60
Brandon Marshall,WR,MIA,DAL,24.30
Lance Moore,WR,NO,NYG,22.40
Steve Johnson,WR,BUF,NYJ,21.50
Deion Branch,WR,NE,PHI,21.50
Mike Williams,WR,TB,TEN,19.40
James Jones,WR,GB,DET,18.40
Greg Jennings,WR,GB,DET,18.40
Brandon Lloyd,WR,LAR,ARI,18.40
Brad Smith,WR,BUF,NYJ,18.00
Greg Little,WR,CLE,CIN,18.00
AJ Green,WR,CIN,CLE,17.00
Jordan Norwood,WR,CLE,CIN,16.90
David Nelson,WR,BUF,NYJ,15.70
Hakeem Nicks,WR,NYG,NO,15.70
Eric Decker,WR,DEN,LAC,15.50
Plaxico Burress,WR,NYJ,BUF,15.40
Calvin Johnson,WR,DET,GB,14.90
Dwayne Bowe,WR,KC,PIT,13.90
Santonio Holmes,WR,NYJ,BUF,13.00
Antonio Brown,WR,PIT,KC,12.60
Harry Douglas,WR,ATL,MIN,12.50
Damian Williams,WR,TEN,TB,12.30
Jabar Gaffney,WR,WAS,SEA,12.20
Anthony Armstrong,WR,WAS,SEA,12.00
Brian Hartline,WR,MIA,DAL,11.70
Devery Henderson,WR,NO,NYG,11.70
Michael Crabtree,WR,SF,BAL,11.40
DeSean Jackson,WR,PHI,NE,11.30
Doug Baldwin,WR,SEA,WAS,11.00
Marques Colston,WR,NO,NYG,10.80
Steve Smith,WR,CAR,IND,10.70
Anquan Boldin,WR,BAL,SF,10.30
Riley Cooper,WR,PHI,NE,10.10
Lavelle Hawkins,WR,TEN,TB,10.10
Nate Burleson,WR,DET,GB,10.00
Chaz Schilens,WR,OAK,CHI,9.80
Brandon LaFell,WR,CAR,IND,9.60
Golden Tate,WR,SEA,WAS,8.50
Larry Fitzgerald,WR,ARI,LAR,8.50
Steve Breaston,WR,KC,PIT,8.40
Darrius Heyward-Bey,WR,OAK,CHI,8.20
Vincent Brown,WR,LAC,DEN,8.00
Jermaine Gresham,TE,CIN,CLE,17.80
Antonio Gates,TE,LAC,DEN,16.90
Rob Gronkowski,TE,NE,PHI,15.90
Tony Gonzalez,TE,ATL,MIN,15.90
Fred Davis,TE,WAS,SEA,15.80
Brent Celek,TE,PHI,NE,12.50
Aaron Hernandez,TE,NE,PHI,12.20
Scott Chandler,TE,BUF,NYJ,11.00
Kellen Davis,TE,CHI,OAK,10.50
Kellen Winslow,TE,TB,TEN,10.20
Dennis Pitta,TE,BAL,SF,9.90
Joel Dreessen,TE,HOU,JAX,9.00
Michael Palmer,TE,ATL,MIN,8.80
Marcedes Lewis,TE,JAX,HOU,8.70
Jason Witten,TE,DAL,MIA,8.30
Vernon Davis,TE,SF,BAL,7.80
Jake Ballard,TE,NYG,NO,7.70
Weslye Saunders,TE,PIT,KC,7.20
Owen Daniels,TE,HOU,JAX,7.10
Jared Cook,TE,TEN,TB,6.80
Brandon Pettigrew,TE,DET,GB,6.70
Jeremy Shockey,TE,CAR,IND,6.10
Jermichael Finley,TE,GB,DET,5.80
Lance Kendricks,TE,LAR,ARI,5.70
Greg Olsen,TE,CAR,IND,5.40
Visanthe Shiancoe,TE,MIN,ATL,5.40
Anthony Fasano,TE,MIA,DAL,5.20
Randy McMichael,TE,LAC,DEN,4.40
Jacob Tamme,TE,IND,CAR,4.00
Jeff King,TE,ARI,LAR,3.70
John Phillips,TE,DAL,MIA,3.60
Clay Harbor,TE,PHI,NE,3.50
Brandon Myers,TE,OAK,CHI,3.40
Benjamin Watson,TE,CLE,CIN,3.40
Logan Paulsen,TE,WAS,SEA,3.40
Dante Rosario,TE,DEN,LAC,3.30
Tony Scheffler,TE,DET,GB,3.30
Heath Miller,TE,PIT,KC,3.00
Daniel Fells,TE,DEN,LAC,2.90
Mike Sellers,TE,WAS,SEA,2.50
Ed Dickson,TE,BAL,SF,2.50
Anthony McCoy,TE,SEA,WAS,2.30
Bear Pascoe,TE,NYG,NO,2.00
Leonard Pope,TE,KC,PIT,1.90
Matt Spaeth,TE,CHI,OAK,1.90
Kevin Boss,TE,OAK,CHI,1.80
Martellus Bennett,TE,DAL,MIA,1.80
Allen Reisner,TE,MIN,ATL,1.50
Cedric Benson,RB,CIN,CLE,26.00
Marshawn Lynch,RB,SEA,WAS,23.10
Chris Johnson,RB,TEN,TB,22.30
Maurice Morris,RB,DET,GB,21.00
Arian Foster,RB,HOU,JAX,20.90
Maurice Jones-Drew,RB,JAX,HOU,20.60
Pierre Thomas,RB,NO,NYG,20.00
LeGarrette Blount,RB,TB,TEN,19.90
Michael Bush,RB,OAK,CHI,19.30
DeAngelo Williams,RB,CAR,IND,18.90
Ryan Mathews,RB,LAC,DEN,18.20
Mark Ingram,RB,NO,NYG,17.40
DeMarco Murray,RB,DAL,MIA,16.80
Donald Brown,RB,IND,CAR,16.70
BenJarvus Green-Ellis,RB,NE,PHI,16.40
LeSean McCoy,RB,PHI,NE,16.10
Keiland Williams,RB,DET,GB,15.20
DJ Ware,RB,NYG,NO,14.80
Willis McGahee,RB,DEN,LAC,14.70
Matt Forte,RB,CHI,OAK,14.40
Toby Gerhart,RB,MIN,ATL,14.30
Marcel Reece,FB,OAK,CHI,14.20
Reggie Bush,RB,MIA,DAL,12.60
Shonn Greene,RB,NYJ,BUF,12.00
Ray Rice,RB,BAL,SF,11.30
Jonathan Stewart,RB,CAR,IND,11.20
Steven Jackson,RB,LAR,ARI,10.80
Brandon Jacobs,RB,NYG,NO,10.60
Darren Sproles,RB,NO,NYG,10.20
CJ Spiller,RB,BUF,NYJ,10.00
Mike Tolbert,FB,LAC,DEN,9.30
