Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Rob Gronkowski,TE,9,NE,DEN,10,9,90,105,1,20,11,12,0,0,0,0,0,28.50,2014
2,Mychal Rivera,TE,9,OAK,SEA,11,8,73,38,2,16,4,5,0,0,0,2,0,23.80,2014
3,Jimmy Graham,TE,9,NO,CAR,7,7,100,83,1,27,12,12,0,0,0,0,0,21.30,2014
4,Coby Fleener,TE,9,IND,NYG,11,4,36,77,1,32,7,19,0,0,0,0,0,17.70,2014
5,Chase Ford,TE,9,MIN,WAS,7,5,71,66,1,21,9,13,0,0,0,0,0,17.60,2014
6,Charles Clay,TE,9,MIA,LAC,8,5,63,65,1,24,8,13,0,0,0,0,0,17.50,2014
7,Travis Kelce,TE,9,KC,NYJ,5,4,80,67,1,34,13,17,0,0,0,1,0,16.70,2014
8,Dwayne Allen,TE,9,IND,NYG,5,4,80,48,1,35,10,12,0,0,0,0,0,14.80,2014
9,Larry Donnell,TE,9,NYG,IND,8,4,50,25,1,14,3,6,0,0,0,0,0,12.50,2014
10,Matt Spaeth,TE,9,PIT,BAL,1,1,100,33,1,33,33,33,0,0,0,0,0,12.30,2014
11,Jason Witten,TE,9,DAL,ARI,7,6,86,62,0,24,9,10,0,0,0,0,0,12.20,2014
12,Anthony Fasano,TE,9,KC,NYJ,3,3,100,24,1,12,8,8,0,0,0,0,0,11.40,2014
13,Julius Thomas,TE,9,DEN,NE,2,2,100,33,1,18,17,17,0,0,0,0,0,11.30,2014
14,Owen Daniels,TE,9,BAL,PIT,9,6,67,53,0,12,6,9,0,0,0,0,0,11.30,2014
15,John Carlson,TE,9,ARI,DAL,8,2,25,19,1,12,2,10,0,0,0,0,0,9.90,2014
16,Jermaine Gresham,TE,9,CIN,JAX,6,5,83,36,0,12,6,7,0,0,0,0,0,8.60,2014
17,Crockett Gillmore,TE,9,BAL,PIT,2,1,50,1,1,1,1,1,0,0,0,0,0,7.10,2014
18,Rhett Ellison,TE,9,MIN,WAS,4,4,100,30,0,15,8,8,0,0,0,0,0,7.00,2014
19,Greg Olsen,TE,9,CAR,NO,4,3,75,30,0,11,8,10,0,0,0,0,0,6.00,2014
20,Antonio Gates,TE,9,LAC,MIA,5,3,60,28,0,10,6,9,0,0,0,0,0,5.80,2014
21,Vernon Davis,TE,9,SF,LAR,3,2,67,19,0,13,6,10,0,0,0,0,0,3.90,2014
22,Niles Paul,TE,9,WAS,MIN,2,2,100,18,0,14,9,9,0,0,0,0,0,3.80,2014
23,Jim Dray,TE,9,CLE,TB,1,1,100,26,0,26,26,26,0,0,0,0,0,3.60,2014
24,Gary Barnidge,TE,9,CLE,TB,4,2,50,16,0,13,4,8,0,0,0,0,0,3.60,2014
25,Jared Cook,TE,9,LAR,SF,5,2,40,12,0,9,2,6,0,0,0,0,0,3.20,2014
26,Jordan Reed,TE,9,WAS,MIN,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70,2014
27,Brent Celek,TE,9,PHI,HOU,2,2,100,7,0,4,4,4,0,0,0,0,0,2.70,2014
28,Luke Willson,TE,9,SEA,OAK,5,1,20,16,0,16,3,16,0,0,0,0,0,2.60,2014
29,Gator Hoskins,TE,9,MIA,LAC,1,1,100,14,0,14,14,14,0,0,0,0,0,2.40,2014
30,Heath Miller,TE,9,PIT,BAL,2,1,50,14,0,14,7,14,0,0,0,0,0,2.40,2014
31,Jacob Tamme,TE,9,DEN,NE,5,1,20,10,0,10,2,10,0,0,0,0,0,2.00,2014
32,Ryan Hewitt,TE,9,CIN,JAX,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70,2014
33,Lance Kendricks,TE,9,LAR,SF,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70,2014
34,Brandon Williams,TE,9,CAR,NO,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2014
35,Demetrius Harris,TE,9,KC,NYJ,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2014
36,Derek Carrier,TE,9,SF,LAR,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2014
37,Benjamin Watson,TE,9,NO,CAR,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40,2014
38,Zach Ertz,TE,9,PHI,HOU,2,1,50,4,0,4,2,4,0,0,0,0,0,1.40,2014
39,Austin Seferian-Jenkins,TE,9,TB,CLE,3,1,33,3,0,3,1,3,0,0,0,0,0,1.30,2014
40,Phillip Supernaw,TE,9,BAL,PIT,1,1,100,-2,0,-2,-2,-2,0,0,0,0,0,0.80,2014
41,Greg Scruggs,TE,9,SEA,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
42,Josh Hill,TE,9,NO,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
43,Ed Dickson,TE,9,CAR,NO,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
