,Player,Position,Team,Opponent,Points,PlayerID
0,Tom Brady,QB,NE,DEN,31.72,00-0019596
1,Ryan Tannehill,QB,MIA,LAC,28.22,00-0029701
2,Peyton Manning,QB,DEN,NE,26.82,00-0010346
3,Eli Manning,QB,NYG,IND,26.16,00-0022803
4,Joe Flacco,QB,BAL,PIT,22.32,00-0026158
5,Brian Hoyer,QB,CLE,TB,20.9,00-0026625
6,Carson Palmer,QB,ARI,DAL,20.76,00-0021429
7,Drew Brees,QB,NO,CAR,20.08,00-0020531
8,Ryan Fitzpatrick,QB,HOU,PHI,20.02,00-0023682
9,Mike Glennon,QB,TB,CLE,18.1,00-0030520
10,Blake Bortles,QB,JAX,CIN,17.88,00-0031407
11,Teddy Bridgewater,QB,MIN,WAS,16.72,00-0031237
12,Andy Dalton,QB,CIN,JAX,16.42,00-0027973
13,Alex Smith,QB,KC,NYJ,15.96,00-0023436
14,Robert Griffin III,QB,WAS,MIN,15.44,00-0029532
15,Derek Carr,QB,OAK,SEA,14.66,00-0031280
16,Mark Sanchez,QB,PHI,HOU,14.58,00-0026898
17,Cam Newton,QB,CAR,NO,14.34,00-0027939
18,Michael Vick,QB,NYJ,KC,13.64,
19,Colin Kaepernick,QB,SF,LAR,12.88,00-0027974
20,Russell Wilson,QB,SEA,OAK,10.26,00-0029263
21,Brandon Weeden,QB,DAL,ARI,9.52,00-0029677
22,Nick Foles,QB,PHI,HOU,8.06,00-0029567
23,Austin Davis,QB,LA,SF,7.1,00-0028957
24,Philip Rivers,QB,LAC,MIA,1.82,00-0022942
25,Matt Simms,QB,NYJ,KC,1.76,00-0029151
26,Matt Moore,QB,MIA,LAC,0.84,00-0025708
27,Kellen Clemens,QB,LAC,MIA,0.4,00-0024264
28,Derek Anderson,QB,CAR,NO,0.0,00-0023645
29,Shaun Hill,QB,LA,SF,0.0,00-0020679
30,Ryan Nassib,QB,NYG,IND,0.0,00-0030586
31,Matt Schaub,QB,OAK,SEA,0.0,00-0022787
32,Luke McCown,QB,NO,CAR,0.0,00-0022864
33,Joe Webb,QB,CAR,NO,0.0,00-0027796
34,Antonio Brown,WR,PIT,BAL,34.4,00-0027793
35,Allen Hurns,WR,JAX,CIN,33.2,00-0030821
36,Julian Edelman,WR,NE,DEN,29.9,00-0027150
