Player,Position,Team,Opponent,Points
Tom Brady,QB,NE,DEN,31.72
Ryan Tannehill,QB,MIA,LAC,28.22
Peyton Manning,QB,DEN,NE,26.82
Eli Manning,QB,NYG,IND,26.16
Joe Flacco,QB,BAL,PIT,22.32
Brian Hoyer,QB,CLE,TB,20.90
Carson Palmer,QB,ARI,DAL,20.76
Drew Brees,QB,NO,CAR,20.08
Ryan Fitzpatrick,QB,HOU,PHI,20.02
Mike Glennon,QB,TB,CLE,18.10
Blake Bortles,QB,JAX,CIN,17.88
Teddy Bridgewater,QB,MIN,WAS,16.72
Andy Dalton,QB,CIN,JAX,16.42
Alex Smith,QB,KC,NYJ,15.96
Robert Griffin III,QB,WAS,MIN,15.44
Derek Carr,QB,OAK,SEA,14.66
Mark Sanchez,QB,PHI,HOU,14.58
Cam Newton,QB,CAR,NO,14.34
Michael Vick,QB,NYJ,KC,13.64
Colin Kaepernick,QB,SF,LAR,12.88
Russell Wilson,QB,SEA,OAK,10.26
Brandon Weeden,QB,DAL,ARI,9.52
Nick Foles,QB,PHI,HOU,8.06
Austin Davis,QB,LAR,SF,7.10
Philip Rivers,QB,LAC,MIA,1.82
Matt Simms,QB,NYJ,KC,1.76
Matt Moore,QB,MIA,LAC,0.84
Kellen Clemens,QB,LAC,MIA,0.40
Derek Anderson,QB,CAR,NO,0.00
Shaun Hill,QB,LAR,SF,0.00
Ryan Nassib,QB,NYG,IND,0.00
Matt Schaub,QB,OAK,SEA,0.00
Luke McCown,QB,NO,CAR,0.00
Joe Webb,QB,CAR,NO,0.00
Antonio Brown,WR,PIT,BAL,34.40
Allen Hurns,WR,JAX,CIN,33.20
Julian Edelman,WR,NE,DEN,29.90
Emmanuel Sanders,WR,DEN,NE,28.10
Percy Harvin,WR,NYJ,KC,27.70
Odell Beckham Jr,WR,NYG,IND,26.60
DeAndre Hopkins,WR,HOU,PHI,26.50
DeSean Jackson,WR,WAS,MIN,25.00
Demaryius Thomas,WR,DEN,NE,22.70
Anquan Boldin,WR,SF,LAR,21.30
Eric Decker,WR,NYJ,KC,21.30
Mohamed Sanu,WR,CIN,JAX,20.40
Martavis Bryant,WR,PIT,BAL,19.70
Taylor Gabriel,WR,CLE,TB,19.70
Brandon LaFell,WR,NE,DEN,17.30
Reggie Wayne,WR,IND,NYG,17.00
Torrey Smith,WR,BAL,PIT,16.30
TY Hilton,WR,IND,NYG,16.10
Jarvis Landry,WR,MIA,LAC,15.60
Corey Washington,WR,NYG,IND,14.80
Markus Wheaton,WR,PIT,BAL,14.60
Vincent Jackson,WR,TB,CLE,14.60
Greg Jennings,WR,MIN,WAS,13.60
AJ Green,WR,CIN,JAX,13.10
Jordan Matthews,WR,PHI,HOU,13.00
Kenny Stills,WR,NO,CAR,12.20
Larry Fitzgerald,WR,ARI,DAL,12.00
Dwayne Bowe,WR,KC,NYJ,11.50
Kenny Britt,WR,LAR,SF,11.20
Malcom Floyd,WR,LAC,MIA,10.00
Brian Hartline,WR,MIA,LAC,10.00
Dez Bryant,WR,DAL,ARI,9.50
Jaron Brown,WR,ARI,DAL,9.50
Rishard Matthews,WR,MIA,LAC,9.10
Michael Crabtree,WR,SF,LAR,9.00
Cecil Shorts,WR,JAX,CIN,9.00
Rueben Randle,WR,NYG,IND,8.90
Doug Baldwin,WR,SEA,OAK,8.80
Keenan Allen,WR,LAC,MIA,8.70
Steve Smith,WR,BAL,PIT,8.60
Miles Austin,WR,CLE,TB,8.40
Mike Wallace,WR,MIA,LAC,8.00
Jerricho Cotchery,WR,CAR,NO,7.90
Michael Floyd,WR,ARI,DAL,7.60
Allen Robinson,WR,JAX,CIN,7.50
Hakeem Nicks,WR,IND,NYG,7.40
Travis Benjamin,WR,CLE,TB,7.20
Steve Johnson,WR,SF,LAR,7.10
Jimmy Graham,TE,NO,CAR,21.30
Coby Fleener,TE,IND,NYG,17.70
Chase Ford,TE,MIN,WAS,17.60
Charles Clay,TE,MIA,LAC,17.50
Travis Kelce,TE,KC,NYJ,16.70
Dwayne Allen,TE,IND,NYG,14.80
Larry Donnell,TE,NYG,IND,12.50
Matt Spaeth,TE,PIT,BAL,12.30
Jason Witten,TE,DAL,ARI,12.20
Anthony Fasano,TE,KC,NYJ,11.40
Julius Thomas,TE,DEN,NE,11.30
Owen Daniels,TE,BAL,PIT,11.30
John Carlson,TE,ARI,DAL,9.90
Jermaine Gresham,TE,CIN,JAX,8.60
Crockett Gillmore,TE,BAL,PIT,7.10
Rhett Ellison,TE,MIN,WAS,7.00
Greg Olsen,TE,CAR,NO,6.00
Antonio Gates,TE,LAC,MIA,5.80
Vernon Davis,TE,SF,LAR,3.90
