Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Chris Boswell,K,6,PIT,ARI,4,4,100,51,1,1,0.00,2015
2,Phil Dawson,K,6,SF,BAL,4,4,100,53,1,1,0.00,2015
3,Robbie Gould,K,6,CHI,DET,4,4,100,38,2,2,0.00,2015
4,Brandon McManus,K,6,DEN,CLE,4,5,80,39,2,2,0.00,2015
5,Matt Prater,K,6,DET,CHI,3,3,100,39,4,4,0.00,2015
6,Steven Hauschka,K,6,SEA,CAR,3,3,100,50,2,2,0.00,2015
7,Dustin Hopkins,K,6,WAS,NYJ,2,2,100,54,2,2,0.00,2015
8,Blair Walsh,K,6,MIN,KC,3,3,100,45,1,1,0.00,2015
9,Nick Folk,K,6,NYJ,WAS,2,3,67,39,4,4,0.00,2015
10,Mike Nugent,K,6,CIN,BUF,2,2,100,47,4,4,0.00,2015
11,Stephen Gostkowski,K,6,NE,IND,2,2,100,40,4,4,0.00,2015
12,Mason Crosby,K,6,GB,LAC,2,2,100,28,3,3,0.00,2015
13,Caleb Sturgis,K,6,PHI,NYG,2,2,100,39,3,3,0.00,2015
14,Andrew Franks,K,6,MIA,TEN,1,1,100,30,5,5,0.00,2015
15,Josh Lambo,K,6,LAC,GB,2,2,100,36,2,2,0.00,2015
16,Justin Tucker,K,6,BAL,SF,2,3,67,36,2,2,0.00,2015
17,Zach Hocker,K,6,NO,ATL,1,3,33,31,4,4,0.00,2015
18,Chandler Catanzaro,K,6,ARI,PIT,2,3,67,39,1,1,0.00,2015
19,Nick Novak,K,6,HOU,JAX,1,1,100,41,4,4,0.00,2015
20,Travis Coons,K,6,CLE,DEN,1,1,100,26,2,2,0.00,2015
21,Ryan Succop,K,6,TEN,MIA,1,1,100,37,1,1,0.00,2015
22,Cairo Santos,K,6,KC,MIN,1,1,100,48,1,1,0.00,2015
23,Matt Bryant,K,6,ATL,NO,0,0,0,0,3,3,0.00,2015
24,Dan Carpenter,K,6,BUF,CIN,0,0,0,0,3,3,0.00,2015
25,Graham Gano,K,6,CAR,SEA,0,0,0,0,3,4,0.00,2015
26,Adam Vinatieri,K,6,IND,NE,0,0,0,0,3,4,0.00,2015
27,Jason Myers,K,6,JAX,HOU,0,0,0,0,2,3,0.00,2015
28,Josh Brown,K,6,NYG,PHI,0,0,0,0,1,1,0.00,2015
