Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matthew Stafford,QB,6,DET,CHI,27,42,64,405,10,4,1,118,6,37,6,0,37.90,2015
2,Philip Rivers,QB,6,LAC,GB,43,65,66,503,8,2,0,100,0,0,0,0,31.12,2015
3,Andrew Luck,QB,6,IND,NE,30,50,60,312,6,3,0,98,4,35,9,0,30.98,2015
4,Blake Bortles,QB,6,JAX,HOU,30,53,57,331,6,3,3,71,4,37,9,0,28.94,2015
5,Tom Brady,QB,6,NE,IND,23,37,62,312,8,3,1,105,4,0,0,0,26.48,2015
6,Ryan Fitzpatrick,QB,6,NYJ,WAS,19,26,73,253,10,2,1,113,4,31,8,1,26.22,2015
7,Colin Kaepernick,QB,6,SF,BAL,16,27,59,340,13,2,0,128,3,10,3,0,25.60,2015
8,Brian Hoyer,QB,6,HOU,JAX,24,36,67,293,8,3,0,119,5,5,1,0,24.22,2015
9,Jay Cutler,QB,6,CHI,DET,26,41,63,353,9,1,1,89,2,12,6,0,23.32,2015
10,Joe Flacco,QB,6,BAL,SF,33,53,62,343,7,2,2,78,0,0,0,0,22.72,2015
11,Cam Newton,QB,6,CAR,SEA,20,36,56,269,8,1,2,66,7,30,4,1,21.76,2015
12,Carson Palmer,QB,6,ARI,PIT,29,45,64,421,9,1,2,84,2,-1,-1,0,21.74,2015
13,EJ Manuel,QB,6,BUF,CIN,28,42,67,263,6,1,1,82,6,22,4,1,21.72,2015
14,Andy Dalton,QB,6,CIN,BUF,22,33,67,243,7,3,0,119,3,-2,-1,0,21.52,2015
15,Matt Ryan,QB,6,ATL,NO,30,44,68,295,7,2,0,102,4,10,3,0,19.80,2015
16,Drew Brees,QB,6,NO,ATL,30,39,77,312,8,1,0,108,2,2,1,0,19.68,2015
17,Aaron Rodgers,QB,6,GB,LAC,16,29,55,255,9,2,0,108,2,14,7,0,19.60,2015
18,Russell Wilson,QB,6,SEA,CAR,18,30,60,241,8,1,0,97,8,53,7,0,18.94,2015
19,Ryan Tannehill,QB,6,MIA,TEN,22,29,76,266,9,2,2,98,2,14,7,0,18.04,2015
20,Alex Smith,QB,6,KC,MIN,22,37,60,282,8,1,0,92,2,10,5,0,16.28,2015
21,Josh McCown,QB,6,CLE,DEN,20,39,51,213,6,2,2,63,3,12,4,0,14.72,2015
22,Landry Jones,QB,6,PIT,ARI,8,12,67,168,14,2,0,149,1,-1,-1,0,14.62,2015
23,Peyton Manning,QB,6,DEN,CLE,26,48,54,290,6,1,3,53,0,0,0,0,12.60,2015
24,Sam Bradford,QB,6,PHI,NYG,24,38,63,280,7,1,3,61,5,2,0,0,12.40,2015
25,Teddy Bridgewater,QB,6,MIN,KC,17,31,55,249,8,1,2,65,3,-5,-2,0,11.46,2015
26,Eli Manning,QB,6,NYG,PHI,24,38,63,189,5,1,2,62,1,12,12,0,10.76,2015
27,Kirk Cousins,QB,6,WAS,NYJ,25,43,58,196,5,1,2,58,1,1,1,0,9.94,2015
28,Marcus Mariota,QB,6,TEN,MIA,21,33,64,219,7,1,2,68,0,0,0,0,8.76,2015
29,Michael Vick,QB,6,PIT,ARI,3,8,38,6,1,0,0,46,5,47,9,0,4.94,2015
30,Zach Mettenberger,QB,6,TEN,MIA,5,8,63,63,8,0,0,87,1,4,4,0,2.92,2015
31,Luke McCown,QB,6,NO,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
32,Ryan Mallett,QB,6,HOU,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
33,BJ Daniels,QB,6,SEA,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
34,Joe Webb,QB,6,CAR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
