Player,Position,Team,Opponent,Points
Andrew Luck,QB,IND,NE,30.98
Blake Bortles,QB,JAX,HOU,28.94
Tom Brady,QB,NE,IND,26.48
Ryan Fitzpatrick,QB,NYJ,WAS,26.22
Colin Kaepernick,QB,SF,BAL,25.60
Brian Hoyer,QB,HOU,JAX,24.22
Jay Cutler,QB,CHI,DET,23.32
Joe Flacco,QB,BAL,SF,22.72
Cam Newton,QB,CAR,SEA,21.76
Carson Palmer,QB,ARI,PIT,21.74
EJ Manuel,QB,BUF,CIN,21.72
Andy Dalton,QB,CIN,BUF,21.52
Matt Ryan,QB,ATL,NO,19.80
Drew Brees,QB,NO,ATL,19.68
Aaron Rodgers,QB,GB,LAC,19.60
Russell Wilson,QB,SEA,CAR,18.94
Ryan Tannehill,QB,MIA,TEN,18.04
Alex Smith,QB,KC,MIN,16.28
Josh McCown,QB,CLE,DEN,14.72
Landry Jones,QB,PIT,ARI,14.62
Peyton Manning,QB,DEN,CLE,12.60
Sam Bradford,QB,PHI,NYG,12.40
Teddy Bridgewater,QB,MIN,KC,11.46
Eli Manning,QB,NYG,PHI,10.76
Kirk Cousins,QB,WAS,NYJ,9.94
Marcus Mariota,QB,TEN,MIA,8.76
Michael Vick,QB,PIT,ARI,4.94
Zach Mettenberger,QB,TEN,MIA,2.92
Ryan Mallett,QB,HOU,JAX,0.00
Joe Webb,QB,CAR,SEA,0.00
BJ Daniels,QB,SEA,CAR,0.00
Luke McCown,QB,NO,ATL,0.00
Keenan Allen,WR,LAC,GB,32.70
Alshon Jeffery,WR,CHI,DET,31.70
Calvin Johnson,WR,DET,CHI,31.60
John Brown,WR,ARI,PIT,31.60
Steve Smith,WR,BAL,SF,29.70
Brandon Marshall,WR,NYJ,WAS,26.10
Lance Moore,WR,DET,CHI,24.60
Marvin Jones,WR,CIN,BUF,24.50
Demaryius Thomas,WR,DEN,CLE,24.10
Emmanuel Sanders,WR,DEN,CLE,23.90
Travis Benjamin,WR,CLE,DEN,23.70
Stefon Diggs,WR,MIN,KC,22.90
Allen Robinson,WR,JAX,HOU,20.60
Danny Amendola,WR,NE,IND,20.50
TY Hilton,WR,IND,NE,19.40
Odell Beckham Jr,WR,NYG,PHI,19.10
Donte Moncrief,WR,IND,NE,18.90
Torrey Smith,WR,SF,BAL,18.60
Anquan Boldin,WR,SF,BAL,18.20
Larry Fitzgerald,WR,ARI,PIT,17.30
Julian Edelman,WR,NE,IND,17.20
Bryan Walters,WR,JAX,HOU,16.70
Riley Cooper,WR,PHI,NYG,16.60
Michael Floyd,WR,ARI,PIT,16.00
Golden Tate,WR,DET,CHI,16.00
Jarvis Landry,WR,MIA,TEN,15.60
Julio Jones,WR,ATL,NO,15.30
Eric Decker,WR,NYJ,WAS,14.90
Sammy Watkins,WR,BUF,CIN,14.80
Albert Wilson,WR,KC,MIN,14.70
Malcom Floyd,WR,LAC,GB,14.50
Rishard Matthews,WR,MIA,TEN,14.50
Pierre Garcon,WR,WAS,NYJ,13.80
Ricardo Lockette,WR,SEA,CAR,12.30
Quinton Patton,WR,SF,BAL,11.80
Roddy White,WR,ATL,NO,11.30
Kamar Aiken,WR,BAL,SF,11.20
Griff Whalen,WR,IND,NE,11.00
James Jones,WR,GB,LAC,11.00
Allen Hurns,WR,JAX,HOU,11.00
Jordan Matthews,WR,PHI,NYG,10.90
Dontrelle Inman,WR,LAC,GB,10.80
Cecil Shorts,WR,HOU,JAX,10.30
Jeff Janis,WR,GB,LAC,9.90
Eddie Royal,WR,CHI,DET,9.90
Willie Snead,WR,NO,ATL,9.50
Rueben Randle,WR,NYG,PHI,9.40
Miles Austin,WR,PHI,NYG,9.00
