,Player,Position,Team,Opponent,Points,PlayerID
0,Andrew Luck,QB,IND,NE,30.98,00-0029668
1,Blake Bortles,QB,JAX,HOU,28.94,00-0031407
2,Tom Brady,QB,NE,IND,26.48,00-0019596
3,Ryan Fitzpatrick,QB,NYJ,WAS,26.22,00-0023682
4,Colin Kaepernick,QB,SF,BAL,25.6,00-0027974
5,Brian Hoyer,QB,HOU,JAX,24.22,00-0026625
6,Jay Cutler,QB,CHI,DET,23.32,00-0024226
7,Joe Flacco,QB,BAL,SF,22.72,00-0026158
8,Cam Newton,QB,CAR,SEA,21.76,00-0027939
9,Carson Palmer,QB,ARI,PIT,21.74,00-0021429
10,EJ Manuel,QB,BUF,CIN,21.72,00-0030526
11,Andy Dalton,QB,CIN,BUF,21.52,00-0027973
12,Matt Ryan,QB,ATL,NO,19.8,00-0026143
13,Drew Brees,QB,NO,ATL,19.68,00-0020531
14,Aaron Rodgers,QB,GB,LAC,19.6,00-0023459
15,Russell Wilson,QB,SEA,CAR,18.94,00-0029263
16,Ryan Tannehill,QB,MIA,TEN,18.04,00-0029701
17,Alex Smith,QB,KC,MIN,16.28,00-0023436
18,Josh McCown,QB,CLE,DEN,14.72,00-0021206
19,Landry Jones,QB,PIT,ARI,14.62,00-0030524
20,Peyton Manning,QB,DEN,CLE,12.6,00-0010346
21,Sam Bradford,QB,PHI,NYG,12.4,00-0027854
22,Teddy Bridgewater,QB,MIN,KC,11.46,00-0031237
23,Eli Manning,QB,NYG,PHI,10.76,00-0022803
24,Kirk Cousins,QB,WAS,NYJ,9.94,00-0029604
25,Marcus Mariota,QB,TEN,MIA,8.76,00-0032268
26,Michael Vick,QB,PIT,ARI,4.94,
27,Zach Mettenberger,QB,TEN,MIA,2.92,00-0031266
28,Ryan Mallett,QB,HOU,JAX,0.0,00-0028012
29,Joe Webb,QB,CAR,SEA,0.0,00-0027796
30,BJ Daniels,QB,SEA,CAR,0.0,
31,Luke McCown,QB,NO,ATL,0.0,00-0022864
32,Keenan Allen,WR,LAC,GB,32.7,00-0030279
33,Alshon Jeffery,WR,CHI,DET,31.7,00-0029137
34,Calvin Johnson,WR,DET,CHI,31.6,00-0025389
35,John Brown,WR,ARI,PIT,31.6,00-0031051
36,Steve Smith,WR,BAL,SF,29.7,
