Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Emmanuel Sanders,WR,14,DEN,TEN,14,11,79,100,1,17,7,9,0,0,0,0,0,30.00,2016
2,TY Hilton,WR,14,IND,HOU,13,9,69,115,1,35,9,13,0,0,0,0,0,29.50,2016
3,Chris Hogan,WR,14,NE,BAL,7,5,71,129,1,79,18,26,2,7,0,0,0,27.60,2016
4,Demaryius Thomas,WR,14,DEN,TEN,16,10,63,126,0,34,8,13,0,0,0,0,0,25.60,2016
5,Tyreek Hill,WR,14,KC,OAK,6,6,100,66,1,36,11,11,1,2,0,1,1,23.80,2016
6,Davante Adams,WR,14,GB,SEA,6,4,67,104,1,66,17,26,0,0,0,0,0,23.40,2016
7,DeSean Jackson,WR,14,WAS,PHI,4,3,75,102,1,80,26,34,0,0,0,0,0,22.20,2016
8,Jordy Nelson,WR,14,GB,SEA,7,6,86,41,2,11,6,7,0,0,0,0,0,22.10,2016
9,Kenny Stills,WR,14,MIA,ARI,7,6,86,97,1,29,14,16,0,0,0,0,0,21.70,2016
10,JJ Nelson,WR,14,ARI,MIA,2,1,50,8,1,8,4,8,1,56,1,0,0,19.40,2016
11,Odell Beckham Jr,WR,14,NYG,DAL,9,4,44,94,1,61,10,24,0,0,0,1,0,19.40,2016
12,Marqise Lee,WR,14,JAX,MIN,8,5,63,113,0,39,14,23,0,0,0,0,0,19.30,2016
13,Cameron Meredith,WR,14,CHI,DET,8,6,75,72,1,31,9,12,0,0,0,0,0,19.20,2016
14,Dontrelle Inman,WR,14,LAC,CAR,7,6,86,71,1,20,10,12,0,0,0,0,0,19.10,2016
15,Terrance Williams,WR,14,DAL,NYG,6,5,83,76,1,31,13,15,0,0,0,0,0,18.60,2016
16,Taylor Gabriel,WR,14,ATL,LAR,6,3,50,82,1,64,14,27,1,0,0,0,0,17.20,2016
17,Robby Anderson,WR,14,NYJ,SF,11,6,55,99,0,40,9,17,2,12,0,0,0,17.10,2016
18,Adam Thielen,WR,14,MIN,JAX,5,4,80,101,0,41,20,25,0,0,0,0,0,17.10,2016
19,Pierre Garcon,WR,14,WAS,PHI,6,5,83,59,1,16,10,12,0,0,0,0,0,16.90,2016
20,Jarvis Landry,WR,14,MIA,ARI,6,4,67,103,0,71,17,26,0,0,0,1,1,16.30,2016
21,Tavon Austin,WR,14,LAR,ATL,11,7,64,62,0,17,6,9,2,27,0,0,0,15.90,2016
22,Jordan Matthews,WR,14,PHI,WAS,10,8,80,79,0,16,8,10,0,0,0,0,0,15.90,2016
23,Sammy Watkins,WR,14,BUF,PIT,6,4,67,54,1,18,9,14,0,0,0,0,0,15.40,2016
24,Kenny Britt,WR,14,LAR,ATL,12,7,58,82,0,28,7,12,0,0,0,0,0,15.20,2016
25,Tyler Boyd,WR,14,CIN,CLE,6,6,100,49,0,11,8,8,2,40,0,0,0,14.90,2016
26,Willie Snead,WR,14,NO,TB,8,6,75,85,0,29,11,14,0,0,0,0,0,14.50,2016
27,Julian Edelman,WR,14,NE,BAL,15,7,47,73,0,28,5,10,0,0,0,0,0,14.30,2016
28,Malcolm Mitchell,WR,14,NE,BAL,5,4,80,41,1,34,8,10,0,0,0,0,0,14.10,2016
29,Anquan Boldin,WR,14,DET,CHI,6,3,50,49,1,23,8,16,0,0,0,0,0,13.90,2016
30,Tanner McEvoy,WR,14,SEA,GB,3,3,100,41,1,21,14,14,0,0,0,0,0,13.10,2016
31,Bryan Walters,WR,14,JAX,MIN,4,4,100,31,1,14,8,8,0,0,0,0,0,13.10,2016
32,Antonio Brown,WR,14,PIT,BUF,11,5,46,78,0,40,7,16,0,0,0,0,0,12.80,2016
33,Golden Tate,WR,14,DET,CHI,11,6,55,58,0,14,5,10,1,-1,0,0,0,11.70,2016
34,Devin Funchess,WR,14,CAR,LAC,5,2,40,33,1,27,7,17,0,0,0,0,0,11.30,2016
35,Brandin Cooks,WR,14,NO,TB,10,5,50,61,0,38,6,12,0,0,0,0,0,11.10,2016
36,Marvin Jones,WR,14,DET,CHI,5,4,80,67,0,48,13,17,0,0,0,0,0,10.70,2016
37,Doug Baldwin,WR,14,SEA,GB,11,6,55,46,0,10,4,8,0,0,0,0,0,10.60,2016
38,Mike Wallace,WR,14,BAL,NE,8,5,63,52,0,20,7,10,0,0,0,0,0,10.20,2016
39,Daniel Brown,WR,14,CHI,DET,6,6,100,42,0,11,7,7,0,0,0,0,0,10.20,2016
40,Jeremy Kerley,WR,14,SF,NYJ,8,5,63,50,0,27,6,10,0,0,0,0,0,10.00,2016
41,Steve Smith,WR,14,BAL,NE,6,4,67,57,0,25,10,14,0,0,0,0,0,9.70,2016
42,Brandon Coleman,WR,14,NO,TB,8,5,63,47,0,16,6,9,0,0,0,0,0,9.70,2016
43,Tyler Lockett,WR,14,SEA,GB,6,4,67,41,0,15,7,10,2,15,0,0,0,9.60,2016
44,Chris Conley,WR,14,KC,OAK,3,2,67,70,0,39,23,35,0,0,0,0,0,9.00,2016
45,Justin Hardy,WR,14,ATL,LAR,2,2,100,9,1,6,5,5,0,0,0,0,0,8.90,2016
46,Nick Williams,WR,14,ATL,LAR,5,4,80,49,0,19,10,12,0,0,0,0,0,8.90,2016
47,Tyrell Williams,WR,14,LAC,CAR,5,2,40,68,0,46,14,34,0,0,0,0,0,8.80,2016
48,Stefon Diggs,WR,14,MIN,JAX,5,3,60,55,0,45,11,18,0,0,0,0,0,8.50,2016
49,Breshad Perriman,WR,14,BAL,NE,4,3,75,52,0,47,13,17,0,0,0,0,0,8.20,2016
50,Mike Evans,WR,14,TB,NO,8,4,50,42,0,13,5,11,0,0,0,0,0,8.20,2016
