Player,Position,Team,Opponent,Points
Matt Ryan,QB,ATL,LAR,21.48
Aaron Rodgers,QB,GB,SEA,21.24
Trevor Siemian,QB,DEN,TEN,20.36
Ryan Tannehill,QB,MIA,ARI,19.80
Andrew Luck,QB,IND,HOU,19.24
Matthew Stafford,QB,DET,CHI,18.42
Carson Wentz,QB,PHI,WAS,18.06
Sam Bradford,QB,MIN,JAX,17.38
Kirk Cousins,QB,WAS,PHI,16.96
Andy Dalton,QB,CIN,CLE,16.90
Tyrod Taylor,QB,BUF,PIT,16.32
Blake Bortles,QB,JAX,MIN,15.58
Alex Smith,QB,KC,OAK,14.16
Carson Palmer,QB,ARI,MIA,13.30
Bryce Petty,QB,NYJ,SF,13.18
Jared Goff,QB,LAR,ATL,12.60
Cam Newton,QB,CAR,LAC,12.50
Matt Barkley,QB,CHI,DET,12.48
Philip Rivers,QB,LAC,CAR,12.44
Robert Griffin III,QB,CLE,CIN,12.26
Colin Kaepernick,QB,SF,NYJ,11.62
Russell Wilson,QB,SEA,GB,10.50
Jameis Winston,QB,TB,NO,8.96
Dak Prescott,QB,DAL,NYG,8.70
Eli Manning,QB,NYG,DAL,8.52
Drew Brees,QB,NO,TB,7.48
Marcus Mariota,QB,TEN,DEN,7.32
Ben Roethlisberger,QB,PIT,BUF,5.60
Derek Carr,QB,OAK,KC,4.98
Brock Osweiler,QB,HOU,IND,4.68
Matt Moore,QB,MIA,ARI,1.88
Connor Cook,QB,OAK,KC,0.00
Trevone Boykin,QB,SEA,GB,0.00
Derek Anderson,QB,CAR,LAC,0.00
Joe Webb,QB,CAR,LAC,0.00
Matt Schaub,QB,ATL,LAR,0.00
Kellen Clemens,QB,LAC,CAR,0.00
Brett Hundley,QB,GB,SEA,-0.20
Chris Hogan,WR,NE,BAL,27.60
Demaryius Thomas,WR,DEN,TEN,25.60
Tyreek Hill,WR,KC,OAK,23.80
Davante Adams,WR,GB,SEA,23.40
DeSean Jackson,WR,WAS,PHI,22.20
Jordy Nelson,WR,GB,SEA,22.10
Kenny Stills,WR,MIA,ARI,21.70
JJ Nelson,WR,ARI,MIA,19.40
Odell Beckham Jr,WR,NYG,DAL,19.40
Marqise Lee,WR,JAX,MIN,19.30
Cameron Meredith,WR,CHI,DET,19.20
Dontrelle Inman,WR,LAC,CAR,19.10
Terrance Williams,WR,DAL,NYG,18.60
Taylor Gabriel,WR,ATL,LAR,17.20
Robby Anderson,WR,NYJ,SF,17.10
Adam Thielen,WR,MIN,JAX,17.10
Pierre Garcon,WR,WAS,PHI,16.90
Jarvis Landry,WR,MIA,ARI,16.30
Tavon Austin,WR,LAR,ATL,15.90
Jordan Matthews,WR,PHI,WAS,15.90
Sammy Watkins,WR,BUF,PIT,15.40
Kenny Britt,WR,LAR,ATL,15.20
Tyler Boyd,WR,CIN,CLE,14.90
Willie Snead,WR,NO,TB,14.50
Julian Edelman,WR,NE,BAL,14.30
Malcolm Mitchell,WR,NE,BAL,14.10
Anquan Boldin,WR,DET,CHI,13.90
Tanner McEvoy,WR,SEA,GB,13.10
Bryan Walters,WR,JAX,MIN,13.10
Antonio Brown,WR,PIT,BUF,12.80
Golden Tate,WR,DET,CHI,11.70
Devin Funchess,WR,CAR,LAC,11.30
Brandin Cooks,WR,NO,TB,11.10
Marvin Jones,WR,DET,CHI,10.70
Doug Baldwin,WR,SEA,GB,10.60
Mike Wallace,WR,BAL,NE,10.20
Daniel Brown,WR,CHI,DET,10.20
Jeremy Kerley,WR,SF,NYJ,10.00
Steve Smith,WR,BAL,NE,9.70
Brandon Coleman,WR,NO,TB,9.70
Tyler Lockett,WR,SEA,GB,9.60
Chris Conley,WR,KC,OAK,9.00
Justin Hardy,WR,ATL,LAR,8.90
Nick Williams,WR,ATL,LAR,8.90
Tyrell Williams,WR,LAC,CAR,8.80
Stefon Diggs,WR,MIN,JAX,8.50
Breshad Perriman,WR,BAL,NE,8.20
Mike Evans,WR,TB,NO,8.20
Travis Kelce,TE,KC,OAK,18.10
Martellus Bennett,TE,NE,BAL,17.00
Kyle Rudolph,TE,MIN,JAX,16.00
Charles Clay,TE,BUF,PIT,14.20
Trey Burton,TE,PHI,WAS,13.50
Greg Olsen,TE,CAR,LAC,12.70
Antonio Gates,TE,LAC,CAR,11.10
Jack Doyle,TE,IND,HOU,10.50
AJ Derby,TE,DEN,TEN,9.70
Jermaine Gresham,TE,ARI,MIA,9.50
Hunter Henry,TE,LAC,CAR,9.30
Dion Sims,TE,MIA,ARI,8.90
Cameron Brate,TE,TB,NO,8.70
Eric Ebron,TE,DET,CHI,7.20
Jason Witten,TE,DAL,NYG,6.60
Austin Seferian-Jenkins,TE,NYJ,SF,6.50
CJ Fiedorowicz,TE,HOU,IND,6.20
Delanie Walker,TE,TEN,DEN,5.80
Dennis Pitta,TE,BAL,NE,5.80
Gary Barnidge,TE,CLE,CIN,5.70
Mychal Rivera,TE,OAK,KC,5.60
Ladarius Green,TE,PIT,BUF,4.50
Nick Boyle,TE,BAL,NE,4.50
Ryan Griffin,TE,HOU,IND,4.30
Clive Walford,TE,OAK,KC,4.10
Blake Bell,TE,SF,NYJ,4.00
Will Tye,TE,NYG,DAL,3.90
Ben Koyack,TE,JAX,MIN,3.90
Brandon Bostick,TE,NYJ,SF,3.70
Jerell Adams,TE,NYG,DAL,3.10
Levine Toilolo,TE,ATL,LAR,2.90
Anthony Fasano,TE,TEN,DEN,2.70
Brent Celek,TE,PHI,WAS,2.70
Jimmy Graham,TE,SEA,GB,2.60
David Johnson,TE,PIT,BUF,2.50
Jared Cook,TE,GB,SEA,2.50
Lance Kendricks,TE,LAR,ATL,2.30
Nick O'Leary,TE,BUF,PIT,2.20
Darren Fells,TE,ARI,MIA,2.20
Luke Willson,TE,SEA,GB,2.10
Seth DeValve,TE,CLE,CIN,2.10
Jordan Reed,TE,WAS,PHI,2.00
Brandon Myers,TE,TB,NO,1.90
John Phillips,TE,NO,TB,1.80
Tyler Higbee,TE,LAR,ATL,1.80
Richard Rodgers,TE,GB,SEA,1.80
Randall Telfer,TE,CLE,CIN,1.70
Coby Fleener,TE,NO,TB,1.60
Carlos Hyde,RB,SF,NYJ,30.00
Jeremy Hill,RB,CIN,CLE,26.20
LeSean McCoy,RB,BUF,PIT,22.80
Lamar Miller,RB,HOU,IND,22.20
Kenneth Dixon,RB,BAL,NE,22.10
Tevin Coleman,RB,ATL,LAR,19.50
Latavius Murray,RB,OAK,KC,19.30
David Johnson,RB,ARI,MIA,18.10
Ty Montgomery,RB,GB,SEA,17.60
Todd Gurley,RB,LAR,ATL,17.30
Rob Kelley,RB,WAS,PHI,16.80
Doug Martin,RB,TB,NO,16.50
TJ Yeldon,RB,JAX,MIN,16.00
Isaiah Crowell,RB,CLE,CIN,15.80
Frank Gore,RB,IND,HOU,15.40
DeMarco Murray,RB,TEN,DEN,15.20
LeGarrette Blount,RB,NE,BAL,14.90
Kenneth Farrow,RB,LAC,CAR,13.80
Ezekiel Elliott,RB,DAL,NYG,13.70
Jordan Howard,RB,CHI,DET,13.00
Jerick McKinnon,RB,MIN,JAX,12.90
Jonathan Stewart,RB,CAR,LAC,12.60
Matt Asiata,RB,MIN,JAX,12.10
Darren Sproles,RB,PHI,WAS,12.00
James White,RB,NE,BAL,11.40
Chris Thompson,RB,WAS,PHI,9.80
Shaun Draughn,RB,SF,NYJ,9.70
Damien Williams,RB,MIA,ARI,8.80
Dwayne Washington,RB,DET,CHI,8.40
Thomas Rawls,RB,SEA,GB,8.40
Robert Turbin,RB,IND,HOU,8.30
Charles Sims,RB,TB,NO,8.00
Rashad Jennings,RB,NYG,DAL,7.70
Kyle Juszczyk,FB,BAL,NE,7.60
Alex Collins,RB,SEA,GB,7.60
Jay Ajayi,RB,MIA,ARI,7.30
Spencer Ware,RB,KC,OAK,7.30
Travaris Cadet,RB,NO,TB,6.90
Terrance West,RB,BAL,NE,6.60
Alfred Blue,RB,HOU,IND,6.50
Zach Zenner,RB,DET,CHI,6.50
Charcandrick West,RB,KC,OAK,6.40
Rex Burkhead,RB,CIN,CLE,6.10
Ryan Mathews,RB,PHI,WAS,6.00
Marcel Reece,FB,SEA,GB,5.80
Derrick Henry,RB,TEN,DEN,5.70
Duke Johnson,RB,CLE,CIN,5.50
Paul Perkins,RB,NYG,DAL,5.50
Justin Tucker,K,BAL,NE,0.00
Kai Forbath,K,MIN,JAX,0.00
Jason Myers,K,JAX,MIN,0.00
Nick Folk,K,NYJ,SF,0.00
Roberto Aguayo,K,TB,NO,0.00
Caleb Sturgis,K,PHI,WAS,0.00
Matt Prater,K,DET,CHI,0.00
Chris Boswell,K,PIT,BUF,0.00
Ryan Succop,K,TEN,DEN,0.00
Wil Lutz,K,NO,TB,0.00
Mason Crosby,K,GB,SEA,0.00
Sebastian Janikowski,K,OAK,KC,0.00
Andrew Franks,K,MIA,ARI,0.00
Matt Bryant,K,ATL,LAR,0.00
Adam Vinatieri,K,IND,HOU,0.00
Connor Barth,K,CHI,DET,0.00
Chandler Catanzaro,K,ARI,MIA,0.00
Phil Dawson,K,SF,NYJ,0.00
Mike Nugent,K,CIN,CLE,0.00
Cody Parkey,K,CLE,CIN,0.00
Stephen Gostkowski,K,NE,BAL,0.00
Josh Lambo,K,LAC,CAR,0.00
Brandon McManus,K,DEN,TEN,0.00
Steven Hauschka,K,SEA,GB,0.00
Robbie Gould,K,NYG,DAL,0.00
Cairo Santos,K,KC,OAK,0.00
Dustin Hopkins,K,WAS,PHI,0.00
Dan Carpenter,K,BUF,PIT,0.00
Greg Zuerlein,K,LAR,ATL,0.00
Dan Bailey,K,DAL,NYG,0.00
Randy Bullock,K,PIT,BUF,0.00
Michael Palardy,K,CAR,LAC,0.00
Carolina Panthers,DST,CAR,LAC,18.00
Chicago Bears,DST,CHI,DET,14.00
New York Giants,DST,NYG,DAL,13.00
Dallas Cowboys,DST,DAL,NYG,13.00
Miami Dolphins,DST,MIA,ARI,13.00
Tennessee Titans,DST,TEN,DEN,11.00
Tampa Bay Buccaneers,DST,TB,NO,11.00
Kansas City Chiefs,DST,KC,OAK,11.00
Philadelphia Eagles,DST,PHI,WAS,10.00
Washington Redskins,DST,WAS,PHI,9.00
Cincinnati Bengals,DST,CIN,CLE,9.00
Pittsburgh Steelers,DST,PIT,BUF,8.00
Houston Texans,DST,HOU,IND,8.00
San Francisco 49ers,DST,SF,NYJ,8.00
New England Patriots,DST,NE,BAL,8.00
Arizona Cardinals,DST,ARI,MIA,7.00
Oakland Raiders,DST,OAK,KC,7.00
Minnesota Vikings,DST,MIN,JAX,7.00
Buffalo Bills,DST,BUF,PIT,6.00
Baltimore Ravens,DST,BAL,NE,6.00
Denver Broncos,DST,DEN,TEN,6.00
Detroit Lions,DST,DET,CHI,5.00
New Orleans Saints,DST,NO,TB,5.00
Los Angeles Chargers,DST,LAC,CAR,4.00
Cleveland Browns,DST,CLE,CIN,4.00
Indianapolis Colts,DST,IND,HOU,4.00
New York Jets,DST,NYJ,SF,3.00
Jacksonville Jaguars,DST,JAX,MIN,2.00
Los Angeles Rams,DST,LAR,ATL,1.00
Seattle Seahawks,DST,SEA,GB,-3.00
