,Player,Position,Team,Opponent,Points,PlayerID
0,Matt Ryan,QB,ATL,LAR,21.48,00-0026143
1,Aaron Rodgers,QB,GB,SEA,21.24,00-0023459
2,Trevor Siemian,QB,DEN,TEN,20.36,00-0032156
3,Ryan Tannehill,QB,MIA,ARI,19.8,00-0029701
4,Andrew Luck,QB,IND,HOU,19.24,00-0029668
5,Matthew Stafford,QB,DET,CHI,18.42,00-0026498
6,Carson Wentz,QB,PHI,WAS,18.06,00-0032950
7,Sam Bradford,QB,MIN,JAX,17.38,00-0027854
8,Kirk Cousins,QB,WAS,PHI,16.96,00-0029604
9,Andy Dalton,QB,CIN,CLE,16.9,00-0027973
10,Tyrod Taylor,QB,BUF,PIT,16.32,00-0028118
11,Blake Bortles,QB,JAX,MIN,15.58,00-0031407
12,Alex Smith,QB,KC,OAK,14.16,00-0023436
13,Carson Palmer,QB,ARI,MIA,13.3,00-0021429
14,Bryce Petty,QB,NYJ,SF,13.18,00-0031568
15,Jared Goff,QB,LA,ATL,12.6,00-0033106
16,Cam Newton,QB,CAR,LAC,12.5,00-0027939
17,Matt Barkley,QB,CHI,DET,12.48,00-0030533
18,Philip Rivers,QB,LAC,CAR,12.44,00-0022942
19,Robert Griffin III,QB,CLE,CIN,12.26,00-0029532
20,Colin Kaepernick,QB,SF,NYJ,11.62,00-0027974
21,Russell Wilson,QB,SEA,GB,10.5,00-0029263
22,Jameis Winston,QB,TB,NO,8.96,00-0031503
23,Dak Prescott,QB,DAL,NYG,8.7,00-0033077
24,Eli Manning,QB,NYG,DAL,8.52,00-0022803
25,Drew Brees,QB,NO,TB,7.48,00-0020531
26,Marcus Mariota,QB,TEN,DEN,7.32,00-0032268
27,Ben Roethlisberger,QB,PIT,BUF,5.6,00-0022924
28,Derek Carr,QB,OAK,KC,4.98,00-0031280
29,Brock Osweiler,QB,HOU,IND,4.68,00-0029682
30,Matt Moore,QB,MIA,ARI,1.88,00-0025708
31,Connor Cook,QB,OAK,KC,0.0,00-0032893
32,Trevone Boykin,QB,SEA,GB,0.0,00-0032462
33,Derek Anderson,QB,CAR,LAC,0.0,00-0023645
34,Joe Webb,QB,CAR,LAC,0.0,00-0027796
35,Matt Schaub,QB,ATL,LAR,0.0,00-0022787
36,Kellen Clemens,QB,LAC,CAR,0.0,00-0024264
37,Brett Hundley,QB,GB,SEA,-0.2,00-0031589
38,Chris Hogan,WR,NE,BAL,27.6,00-0028237
39,Demaryius Thomas,WR,DEN,TEN,25.6,00-0027874
40,Tyreek Hill,WR,KC,OAK,23.8,00-0033040
41,Davante Adams,WR,GB,SEA,23.4,00-0031381
42,DeSean Jackson,WR,WAS,PHI,22.2,00-0026189
43,Jordy Nelson,WR,GB,SEA,22.1,00-0026176
44,Kenny Stills,WR,MIA,ARI,21.7,00-0030085
45,JJ Nelson,WR,ARI,MIA,19.4,00-0032112
46,Odell Beckham Jr,WR,NYG,DAL,19.4,00-0031235
47,Marqise Lee,WR,JAX,MIN,19.3,00-0031431
48,Cameron Meredith,WR,CHI,DET,19.2,00-0031912
49,Dontrelle Inman,WR,LAC,CAR,19.1,00-0028411
50,Terrance Williams,WR,DAL,NYG,18.6,00-0030542
51,Taylor Gabriel,WR,ATL,LAR,17.2,00-0031228
52,Robby Anderson,WR,NYJ,SF,17.1,00-0032688
53,Adam Thielen,WR,MIN,JAX,17.1,00-0030035
54,Pierre Garcon,WR,WAS,PHI,16.9,00-0026345
55,Jarvis Landry,WR,MIA,ARI,16.3,00-0031382
56,Tavon Austin,WR,LA,ATL,15.9,00-0030525
57,Jordan Matthews,WR,PHI,WAS,15.9,00-0031299
58,Sammy Watkins,WR,BUF,PIT,15.4,00-0031325
