Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Atlanta Falcons,DST,14,ATL,LAR,6,3,6,2,3,0,2,0,14,26.00,2016
2,Green Bay Packers,DST,14,GB,SEA,5,3,9,5,1,0,0,0,10,19.00,2016
3,Carolina Panthers,DST,14,CAR,LAC,8,5,8,3,2,1,0,0,16,18.00,2016
4,Chicago Bears,DST,14,CHI,DET,4,3,3,2,0,0,1,0,20,14.00,2016
5,Miami Dolphins,DST,14,MIA,ARI,4,3,8,2,2,0,0,0,23,13.00,2016
6,Dallas Cowboys,DST,14,DAL,NYG,6,3,4,1,2,0,0,0,10,13.00,2016
7,New York Giants,DST,14,NYG,DAL,6,3,8,2,1,0,0,0,7,13.00,2016
8,Kansas City Chiefs,DST,14,KC,OAK,2,1,4,0,0,0,0,1,13,11.00,2016
9,Tennessee Titans,DST,14,TEN,DEN,4,3,10,0,2,0,0,0,10,11.00,2016
10,Tampa Bay Buccaneers,DST,14,TB,NO,4,1,5,3,0,0,0,0,11,11.00,2016
11,Philadelphia Eagles,DST,14,PHI,WAS,4,2,4,1,0,0,1,0,27,10.00,2016
12,Washington Redskins,DST,14,WAS,PHI,10,4,10,1,1,0,0,0,22,9.00,2016
13,Cincinnati Bengals,DST,14,CIN,CLE,3,3,8,1,0,0,0,0,10,9.00,2016
14,Pittsburgh Steelers,DST,14,PIT,BUF,8,5,8,1,0,0,0,0,20,8.00,2016
15,Houston Texans,DST,14,HOU,IND,2,1,13,2,1,0,0,0,17,8.00,2016
16,San Francisco 49ers,DST,14,SF,NYJ,10,6,11,1,0,0,0,0,23,8.00,2016
17,New England Patriots,DST,14,NE,BAL,4,2,2,1,0,1,0,0,23,8.00,2016
18,Oakland Raiders,DST,14,OAK,KC,2,1,1,1,2,0,0,0,21,7.00,2016
19,Arizona Cardinals,DST,14,ARI,MIA,9,1,3,1,2,0,0,0,26,7.00,2016
20,Minnesota Vikings,DST,14,MIN,JAX,6,4,7,0,0,0,0,0,16,7.00,2016
21,Buffalo Bills,DST,14,BUF,PIT,2,0,1,3,0,0,0,0,27,6.00,2016
22,Denver Broncos,DST,14,DEN,TEN,2,2,2,0,0,0,0,0,13,6.00,2016
23,Baltimore Ravens,DST,14,BAL,NE,4,1,7,1,2,0,0,0,30,6.00,2016
24,Detroit Lions,DST,14,DET,CHI,4,1,3,0,0,0,0,0,17,5.00,2016
25,New Orleans Saints,DST,14,NO,TB,10,2,6,0,0,1,0,0,16,5.00,2016
26,Los Angeles Chargers,DST,14,LAC,CAR,8,2,4,1,0,0,0,0,28,4.00,2016
27,Cleveland Browns,DST,14,CLE,CIN,4,4,6,0,0,0,0,0,23,4.00,2016
28,Indianapolis Colts,DST,14,IND,HOU,2,2,3,1,0,0,0,0,22,4.00,2016
29,New York Jets,DST,14,NYJ,SF,4,2,3,0,0,0,0,0,17,3.00,2016
30,Jacksonville Jaguars,DST,14,JAX,MIN,3,0,2,0,1,0,0,0,25,2.00,2016
31,Los Angeles Rams,DST,14,LAR,ATL,4,2,5,0,0,0,0,0,42,1.00,2016
32,Seattle Seahawks,DST,14,SEA,GB,6,1,3,0,0,0,0,0,38,-3.00,2016
