Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jason Witten,TE,14,DAL,PHI,7,7,100,69,2,22,10,10,0,0,0,0,0,25.90,2010
2,Bo Scaife,TE,14,TEN,IND,4,4,100,20,2,8,5,5,0,0,0,0,0,18.00,2010
3,Vernon Davis,TE,14,SF,SEA,7,5,71,70,1,42,10,14,0,0,0,0,0,18.00,2010
4,Deon Butler,TE,14,SEA,SF,7,5,71,68,1,43,10,14,1,2,0,0,0,18.00,2010
5,Marcedes Lewis,TE,14,JAX,OAK,4,4,100,57,1,20,14,14,0,0,0,0,0,15.70,2010
6,Rob Gronkowski,TE,14,NE,CHI,6,5,83,43,1,15,7,9,0,0,0,0,0,15.30,2010
7,Owen Daniels,TE,14,HOU,BAL,11,5,46,91,0,30,8,18,0,0,0,0,0,14.10,2010
8,Kellen Winslow,TE,14,TB,WAS,4,2,50,52,1,41,13,26,0,0,0,0,0,13.20,2010
9,Tony Gonzalez,TE,14,ATL,CAR,7,4,57,28,1,11,4,7,0,0,0,0,0,12.80,2010
10,Kevin Boss,TE,14,NYG,MIN,9,4,44,23,1,7,3,6,0,0,0,0,0,12.30,2010
11,Craig Stevens,TE,14,TEN,IND,4,3,75,20,1,7,5,7,0,0,0,0,0,11.00,2010
12,Zach Miller,TE,14,OAK,JAX,5,4,80,68,0,29,14,17,0,0,0,0,0,10.80,2010
13,Andrew Quarless,TE,14,GB,DET,6,5,83,62,0,20,10,12,0,0,0,1,1,10.20,2010
14,Will Heller,TE,14,DET,GB,1,1,100,13,1,13,13,13,0,0,0,0,0,8.30,2010
15,Jacob Tamme,TE,14,IND,TEN,5,4,80,36,0,12,7,9,0,0,0,0,0,7.60,2010
16,Jonathan Stupar,TE,14,BUF,CLE,3,3,100,45,0,35,15,15,0,0,0,0,0,7.50,2010
17,Logan Paulsen,TE,14,WAS,TB,1,1,100,1,1,1,1,1,0,0,0,0,0,7.10,2010
18,Martellus Bennett,TE,14,DAL,PHI,5,4,80,30,0,11,6,8,0,0,0,0,0,7.00,2010
19,Jeremy Shockey,TE,14,NO,LAR,5,4,80,29,0,9,6,7,0,0,0,0,0,6.90,2010
20,Dustin Keller,TE,14,NYJ,MIA,12,3,25,34,0,18,3,11,0,0,0,0,0,6.40,2010
21,Daniel Fells,TE,14,LAR,NO,3,3,100,26,0,10,9,9,0,0,0,0,0,5.60,2010
22,Reggie Kelly,TE,14,CIN,PIT,6,4,67,15,0,5,3,4,0,0,0,0,0,5.50,2010
23,Anthony Fasano,TE,14,MIA,NYJ,2,2,100,33,0,28,17,17,0,0,0,0,0,5.30,2010
24,Mike Sellers,TE,14,WAS,TB,3,2,67,28,0,25,9,14,0,0,0,0,0,4.80,2010
