Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Jay Feely,K,14,ARI,DEN,5,6,83,55,4,4,6.50,2010
2,Jeff Reed,K,14,SF,SEA,4,4,100,44,4,4,0.00,2010
3,Adam Vinatieri,K,14,IND,TEN,3,3,100,47,3,3,0.00,2010
4,Shayne Graham,K,14,NE,CHI,3,3,100,30,3,3,0.00,2010
5,David Akers,K,14,PHI,DAL,3,3,100,50,3,3,0.00,2010
6,Shaun Suisham,K,14,PIT,CIN,3,3,100,41,2,2,0.00,2010
7,Connor Barth,K,14,TB,WAS,3,3,100,44,0,0,0.00,2010
8,David Buehler,K,14,DAL,PHI,2,2,100,50,3,3,0.00,2010
9,Josh Scobee,K,14,JAX,OAK,1,1,100,19,5,5,0.00,2010
10,Neil Rackers,K,14,HOU,BAL,2,3,67,42,2,2,0.00,2010
11,Rian Lindell,K,14,BUF,CLE,2,2,100,30,1,1,0.00,2010
12,Sebastian Janikowski,K,14,OAK,JAX,1,1,100,26,4,4,0.00,2010
13,Matt Bryant,K,14,ATL,CAR,1,1,100,39,4,4,0.00,2010
14,Josh Brown,K,14,LAR,NO,2,3,67,45,1,1,0.00,2010
15,Garrett Hartley,K,14,NO,LAR,1,1,100,40,4,4,0.00,2010
16,Steven Hauschka,K,14,DEN,ARI,2,3,67,32,1,1,0.00,2010
17,Nate Kaeding,K,14,LAC,KC,1,1,100,48,4,4,0.00,2010
18,Phil Dawson,K,14,CLE,BUF,2,2,100,25,0,0,0.00,2010
19,Nick Folk,K,14,NYJ,MIA,2,2,100,42,0,0,0.00,2010
20,Rob Bironas,K,14,TEN,IND,0,0,0,0,4,4,0.00,2010
21,Graham Gano,K,14,WAS,TB,1,3,33,25,1,1,0.00,2010
22,John Kasay,K,14,CAR,ATL,1,1,100,36,1,1,0.00,2010
23,Dan Carpenter,K,14,MIA,NYJ,1,1,100,47,1,1,0.00,2010
24,Billy Cundiff,K,14,BAL,HOU,0,0,0,0,4,4,0.00,2010
25,Mason Crosby,K,14,GB,DET,1,1,100,42,0,0,0.00,2010
26,Ryan Longwell,K,14,MIN,NYG,1,1,100,21,0,0,0.00,2010
27,Lawrence Tynes,K,14,NYG,MIN,0,0,0,0,3,3,0.00,2010
28,Olindo Mare,K,14,SEA,SF,0,1,0,0,3,3,0.00,2010
29,Robbie Gould,K,14,CHI,NE,0,0,0,0,1,1,0.00,2010
30,Clint Stitser,K,14,CIN,PIT,0,0,0,0,1,1,0.00,2010
31,Dave Rayner,K,14,DET,GB,0,1,0,0,1,1,0.00,2010
32,Thomas Howard,K,14,OAK,JAX,0,0,0,0,0,0,0.00,2010
33,Rhys Lloyd,K,14,CAR,ATL,0,0,0,0,0,0,0.00,2010
34,Ryan Succop,K,14,KC,LAC,0,0,0,0,0,0,0.00,2010
