,Player,Position,Team,Opponent,Points,PlayerID
0,Michael Vick,QB,PHI,DAL,24.4,
1,Jason Campbell,QB,OAK,JAX,23.96,00-0023460
2,Peyton Manning,QB,IND,TEN,23.76,00-0010346
3,Alex Smith,QB,SF,SEA,23.4,00-0023436
4,Kerry Collins,QB,TEN,IND,21.76,00-0003292
5,David Garrard,QB,JAX,OAK,20.56,00-0021231
6,Drew Brees,QB,NO,LAR,19.54,00-0020531
7,Jon Kitna,QB,DAL,PHI,18.38,00-0009311
8,Joe Flacco,QB,BAL,HOU,17.4,00-0026158
9,Donovan McNabb,QB,WAS,TB,17.12,00-0011022
10,Josh Freeman,QB,TB,WAS,16.64,00-0026993
11,Philip Rivers,QB,LAC,KC,15.54,00-0022942
12,Matt Hasselbeck,QB,SEA,SF,14.9,00-0007091
13,Sam Bradford,QB,LA,NO,13.74,00-0027854
14,Ryan Fitzpatrick,QB,BUF,CLE,13.58,00-0023682
15,Ben Roethlisberger,QB,PIT,CIN,12.62,00-0022924
16,Matt Ryan,QB,ATL,CAR,12.48,00-0026143
17,Drew Stanton,QB,DET,GB,11.08,00-0025430
18,Eli Manning,QB,NYG,MIN,9.48,00-0022803
19,Mark Sanchez,QB,NYJ,MIA,8.64,00-0026898
20,Carson Palmer,QB,CIN,PIT,8.12,00-0021429
21,Matt Flynn,QB,GB,DET,7.08,00-0026349
22,John Skelton,QB,ARI,DEN,6.74,00-0027754
23,Jay Cutler,QB,CHI,NE,5.18,00-0024226
24,Chad Henne,QB,MIA,NYJ,4.9,00-0026197
25,Tarvaris Jackson,QB,MIN,NYG,4.52,00-0024279
26,Aaron Rodgers,QB,GB,DET,3.34,00-0023459
27,Jimmy Clausen,QB,CAR,ATL,3.28,00-0027659
28,Kyle Orton,QB,DEN,ARI,3.14,00-0023541
29,Joe Webb,QB,MIN,NYG,1.92,00-0027796
30,Brodie Croyle,QB,KC,LAC,1.6,00-0024300
31,Jake Delhomme,QB,CLE,BUF,1.44,00-0004161
32,Kyle Boller,QB,OAK,JAX,0.5,00-0022164
33,Tyler Palko,QB,KC,LAC,0.22,00-0024812
34,Chase Daniel,QB,NO,LAR,0.0,00-0026544
35,Seneca Wallace,QB,CLE,BUF,0.0,00-0022055
36,Josh Johnson,QB,TB,WAS,0.0,
37,Sage Rosenfels,QB,NYG,MIN,0.0,00-0020480
38,Brian Hoyer,QB,NE,CHI,-0.2,00-0026625
39,Deion Branch,WR,NE,CHI,32.1,00-0021192
40,Pierre Garcon,WR,IND,TEN,27.3,00-0026345
41,Derrick Mason,WR,BAL,HOU,25.8,00-0010500
42,Wes Welker,WR,NE,CHI,22.5,00-0022427
43,Hines Ward,WR,PIT,CIN,22.5,00-0017162
44,Marques Colston,WR,NO,LAR,21.6,00-0024466
45,Santana Moss,WR,WAS,TB,21.2,00-0020494
46,Malcom Floyd,WR,LAC,KC,21.1,00-0022414
47,Arrelious Benn,WR,TB,WAS,20.9,00-0027654
48,Jacoby Jones,WR,HOU,BAL,18.2,00-0025460
49,Lance Moore,WR,NO,LAR,18.0,00-0023310
50,Louis Murphy,WR,OAK,JAX,17.9,00-0027089
51,Reggie Wayne,WR,IND,TEN,17.6,00-0020498
52,Ruvell Martin,WR,SEA,SF,17.3,00-0022421
53,Josh Morgan,WR,SF,SEA,17.2,00-0026314
54,Hakeem Nicks,WR,NYG,MIN,16.6,00-0027005
55,Roddy White,WR,ATL,CAR,15.9,00-0023462
56,Mike Wallace,WR,PIT,CIN,14.0,00-0026901
57,Larry Fitzgerald,WR,ARI,DEN,13.2,00-0022921
58,Chad Johnson,WR,CIN,PIT,13.1,00-0020397
59,Blair White,WR,IND,TEN,12.2,00-0027477
60,Brandon Gibson,WR,LA,NO,12.0,00-0026937
61,Jerricho Cotchery,WR,NYJ,MIA,11.9,00-0022811
62,Jason Hill,WR,JAX,OAK,11.8,00-0025463
63,Sidney Rice,WR,MIN,NYG,11.0,00-0025431
64,Kevin Walter,WR,HOU,BAL,10.7,00-0021931
65,Mike Sims-Walker,WR,JAX,OAK,10.3,00-0025466
66,Brandon LaFell,WR,CAR,ATL,9.8,00-0027681
67,Brandon Marshall,WR,MIA,NYJ,9.6,00-0024334
68,Greg Jennings,WR,GB,DET,9.2,00-0024267
69,Steve Johnson,WR,BUF,CLE,9.2,00-0026364
70,Eddie Royal,WR,DEN,ARI,8.4,00-0026182
71,Earl Bennett,WR,CHI,NE,8.3,00-0026210
72,David Nelson,WR,BUF,CLE,8.1,00-0027322
73,Laurent Robinson,WR,LA,NO,8.1,00-0025462
74,Kelley Washington,WR,LAC,KC,8.0,00-0022171
75,Bernard Berrian,WR,MIN,NYG,8.0,00-0022807
76,Jabar Gaffney,WR,DEN,ARI,7.8,00-0021163
77,Nate Washington,WR,TEN,IND,7.8,00-0023367
78,Santonio Holmes,WR,NYJ,MIA,7.7,00-0024240
79,Mohamed Massaquoi,WR,CLE,BUF,7.3,00-0027026
80,Anquan Boldin,WR,BAL,HOU,7.1,00-0022084
81,Anthony Armstrong,WR,WAS,TB,7.0,00-0026465
82,Kenny Britt,WR,TEN,IND,6.9,00-0027006
83,Miles Austin,WR,DAL,PHI,6.8,00-0023921
84,Calvin Johnson,WR,DET,GB,6.7,00-0025389
85,Brandon Stokley,WR,SEA,SF,6.5,00-0015754
86,Kevin Ogletree,WR,DAL,PHI,6.4,00-0026780
87,Deon Butler,TE,SEA,SF,18.0,00-0027063
88,Vernon Davis,TE,SF,SEA,18.0,00-0024221
89,Marcedes Lewis,TE,JAX,OAK,15.7,00-0024243
90,Rob Gronkowski,TE,NE,CHI,15.3,00-0027656
91,Owen Daniels,TE,HOU,BAL,14.1,00-0024313
92,Kellen Winslow,TE,TB,WAS,13.2,00-0022922
