Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Pittsburgh Steelers,DST,14,PIT,CIN,4,3,5,3,0,0,2,0,7,25.00,2010
2,Arizona Cardinals,DST,14,ARI,DEN,3,1,5,3,3,0,1,0,13,23.00,2010
3,New England Patriots,DST,14,NE,CHI,4,2,3,2,2,0,1,0,7,20.00,2010
4,New Orleans Saints,DST,14,NO,LAR,6,3,8,2,1,0,1,0,13,19.00,2010
5,Baltimore Ravens,DST,14,BAL,HOU,4,2,7,2,0,0,1,1,28,17.00,2010
6,Detroit Lions,DST,14,DET,GB,6,4,8,2,1,0,0,0,3,17.00,2010
7,Miami Dolphins,DST,14,MIA,NYJ,8,6,3,1,1,0,0,0,6,17.00,2010
8,San Francisco 49ers,DST,14,SF,SEA,4,1,0,4,1,0,1,0,21,17.00,2010
9,New York Jets,DST,14,NYJ,MIA,4,5,6,0,3,0,0,0,10,15.00,2010
10,Buffalo Bills,DST,14,BUF,CLE,0,1,0,1,2,0,0,0,6,14.00,2010
11,Los Angeles Chargers,DST,14,LAC,KC,6,4,6,0,0,0,0,0,0,14.00,2010
12,Atlanta Falcons,DST,14,ATL,CAR,8,5,5,1,1,0,0,0,10,13.00,2010
13,New York Giants,DST,14,NYG,MIN,8,4,10,1,0,0,0,0,3,13.00,2010
14,Green Bay Packers,DST,14,GB,DET,5,2,3,2,0,0,0,0,7,10.00,2010
15,Cincinnati Bengals,DST,14,CIN,PIT,5,4,8,0,0,0,0,0,23,8.00,2010
16,Cleveland Browns,DST,14,CLE,BUF,3,2,1,0,1,0,0,0,13,8.00,2010
17,Seattle Seahawks,DST,14,SEA,SF,4,2,2,0,0,0,0,1,40,7.00,2010
18,Los Angeles Rams,DST,14,LAR,NO,1,1,3,2,1,0,0,0,31,7.00,2010
19,Jacksonville Jaguars,DST,14,JAX,OAK,6,3,6,1,1,0,0,0,31,6.00,2010
20,Washington Redskins,DST,14,WAS,TB,2,1,5,0,2,0,0,0,17,6.00,2010
21,Dallas Cowboys,DST,14,DAL,PHI,4,2,5,2,0,0,0,0,30,5.00,2010
22,Kansas City Chiefs,DST,14,KC,LAC,4,2,1,1,1,0,0,0,31,5.00,2010
23,Minnesota Vikings,DST,14,MIN,NYG,7,1,3,2,0,0,0,0,21,5.00,2010
24,Philadelphia Eagles,DST,14,PHI,DAL,3,1,4,2,0,0,0,0,27,5.00,2010
25,Tampa Bay Buccaneers,DST,14,TB,WAS,5,2,4,0,1,0,0,0,16,5.00,2010
26,Carolina Panthers,DST,14,CAR,ATL,5,3,9,1,0,0,0,0,31,4.00,2010
27,Houston Texans,DST,14,HOU,BAL,8,5,9,0,0,0,0,0,34,4.00,2010
28,Indianapolis Colts,DST,14,IND,TEN,4,0,1,0,2,0,0,0,28,3.00,2010
29,Chicago Bears,DST,14,CHI,NE,7,3,3,0,0,0,0,0,36,2.00,2010
30,Oakland Raiders,DST,14,OAK,JAX,2,2,10,1,0,0,0,0,38,0.00,2010
31,Tennessee Titans,DST,14,TEN,IND,5,1,2,0,0,0,0,0,30,0.00,2010
32,Denver Broncos,DST,14,DEN,ARI,4,0,6,0,1,0,0,0,43,-2.00,2010
