Player,Position,Team,Opponent,Points
Michael Vick,QB,PHI,DAL,24.40
Jason Campbell,QB,OAK,JAX,23.96
Peyton Manning,QB,IND,TEN,23.76
Alex Smith,QB,SF,SEA,23.40
Kerry Collins,QB,TEN,IND,21.76
David Garrard,QB,JAX,OAK,20.56
Drew Brees,QB,NO,LAR,19.54
Jon Kitna,QB,DAL,PHI,18.38
Joe Flacco,QB,BAL,HOU,17.40
Donovan McNabb,QB,WAS,TB,17.12
Josh Freeman,QB,TB,WAS,16.64
Philip Rivers,QB,LAC,KC,15.54
Matt Hasselbeck,QB,SEA,SF,14.90
Sam Bradford,QB,LAR,NO,13.74
Ryan Fitzpatrick,QB,BUF,CLE,13.58
Ben Roethlisberger,QB,PIT,CIN,12.62
Matt Ryan,QB,ATL,CAR,12.48
Drew Stanton,QB,DET,GB,11.08
Eli Manning,QB,NYG,MIN,9.48
Mark Sanchez,QB,NYJ,MIA,8.64
Carson Palmer,QB,CIN,PIT,8.12
Matt Flynn,QB,GB,DET,7.08
John Skelton,QB,ARI,DEN,6.74
Jay Cutler,QB,CHI,NE,5.18
Chad Henne,QB,MIA,NYJ,4.90
Tarvaris Jackson,QB,MIN,NYG,4.52
Aaron Rodgers,QB,GB,DET,3.34
Jimmy Clausen,QB,CAR,ATL,3.28
Kyle Orton,QB,DEN,ARI,3.14
Joe Webb,QB,MIN,NYG,1.92
Brodie Croyle,QB,KC,LAC,1.60
Jake Delhomme,QB,CLE,BUF,1.44
Kyle Boller,QB,OAK,JAX,0.50
Tyler Palko,QB,KC,LAC,0.22
Chase Daniel,QB,NO,LAR,0.00
Seneca Wallace,QB,CLE,BUF,0.00
Josh Johnson,QB,TB,WAS,0.00
Sage Rosenfels,QB,NYG,MIN,0.00
Brian Hoyer,QB,NE,CHI,-0.20
Deion Branch,WR,NE,CHI,32.10
Pierre Garcon,WR,IND,TEN,27.30
Derrick Mason,WR,BAL,HOU,25.80
Wes Welker,WR,NE,CHI,22.50
Hines Ward,WR,PIT,CIN,22.50
Marques Colston,WR,NO,LAR,21.60
Santana Moss,WR,WAS,TB,21.20
Malcom Floyd,WR,LAC,KC,21.10
Arrelious Benn,WR,TB,WAS,20.90
Jacoby Jones,WR,HOU,BAL,18.20
Lance Moore,WR,NO,LAR,18.00
Louis Murphy,WR,OAK,JAX,17.90
Reggie Wayne,WR,IND,TEN,17.60
Ruvell Martin,WR,SEA,SF,17.30
Josh Morgan,WR,SF,SEA,17.20
Hakeem Nicks,WR,NYG,MIN,16.60
Roddy White,WR,ATL,CAR,15.90
Mike Wallace,WR,PIT,CIN,14.00
Larry Fitzgerald,WR,ARI,DEN,13.20
Chad Johnson,WR,CIN,PIT,13.10
Blair White,WR,IND,TEN,12.20
Brandon Gibson,WR,LAR,NO,12.00
Jerricho Cotchery,WR,NYJ,MIA,11.90
Jason Hill,WR,JAX,OAK,11.80
Sidney Rice,WR,MIN,NYG,11.00
Kevin Walter,WR,HOU,BAL,10.70
Mike Sims-Walker,WR,JAX,OAK,10.30
Brandon LaFell,WR,CAR,ATL,9.80
Brandon Marshall,WR,MIA,NYJ,9.60
Greg Jennings,WR,GB,DET,9.20
Steve Johnson,WR,BUF,CLE,9.20
Eddie Royal,WR,DEN,ARI,8.40
Earl Bennett,WR,CHI,NE,8.30
David Nelson,WR,BUF,CLE,8.10
Laurent Robinson,WR,LAR,NO,8.10
Kelley Washington,WR,LAC,KC,8.00
Bernard Berrian,WR,MIN,NYG,8.00
Jabar Gaffney,WR,DEN,ARI,7.80
Nate Washington,WR,TEN,IND,7.80
Santonio Holmes,WR,NYJ,MIA,7.70
Mohamed Massaquoi,WR,CLE,BUF,7.30
Anquan Boldin,WR,BAL,HOU,7.10
Anthony Armstrong,WR,WAS,TB,7.00
Kenny Britt,WR,TEN,IND,6.90
Miles Austin,WR,DAL,PHI,6.80
Calvin Johnson,WR,DET,GB,6.70
Brandon Stokley,WR,SEA,SF,6.50
Kevin Ogletree,WR,DAL,PHI,6.40
Deon Butler,TE,SEA,SF,18.00
Vernon Davis,TE,SF,SEA,18.00
Marcedes Lewis,TE,JAX,OAK,15.70
Rob Gronkowski,TE,NE,CHI,15.30
Owen Daniels,TE,HOU,BAL,14.10
Kellen Winslow,TE,TB,WAS,13.20
Tony Gonzalez,TE,ATL,CAR,12.80
Kevin Boss,TE,NYG,MIN,12.30
Craig Stevens,TE,TEN,IND,11.00
Zach Miller,TE,OAK,JAX,10.80
Andrew Quarless,TE,GB,DET,10.20
Will Heller,TE,DET,GB,8.30
Jacob Tamme,TE,IND,TEN,7.60
Jonathan Stupar,TE,BUF,CLE,7.50
Logan Paulsen,TE,WAS,TB,7.10
Martellus Bennett,TE,DAL,PHI,7.00
Jeremy Shockey,TE,NO,LAR,6.90
Dustin Keller,TE,NYJ,MIA,6.40
Daniel Fells,TE,LAR,NO,5.60
Reggie Kelly,TE,CIN,PIT,5.50
Anthony Fasano,TE,MIA,NYJ,5.30
Mike Sellers,TE,WAS,TB,4.80
John Gilmore,TE,TB,WAS,4.70
Randy McMichael,TE,LAC,KC,4.60
Chris Cooley,TE,WAS,TB,4.20
Bear Pascoe,TE,NYG,MIN,4.10
Aaron Hernandez,TE,NE,CHI,3.90
Brandon Pettigrew,TE,DET,GB,3.40
Tony Moeaki,TE,KC,LAC,3.30
Jimmy Graham,TE,NO,LAR,3.10
Chris Baker,TE,SEA,SF,2.50
David Martin,TE,BUF,CLE,2.30
Stephen Spach,TE,ARI,DEN,1.90
Jared Cook,TE,TEN,IND,1.90
Cameron Morrah,TE,SEA,SF,1.80
Benjamin Watson,TE,CLE,BUF,1.80
Brody Eldridge,TE,IND,TEN,1.80
Visanthe Shiancoe,TE,MIN,NYG,1.70
Delanie Walker,TE,SF,SEA,1.70
Ed Dickson,TE,BAL,HOU,1.70
Jimmy Kleinsasser,TE,MIN,NYG,1.60
Greg Olsen,TE,CHI,NE,1.60
David Thomas,TE,NO,LAR,1.40
Matt Spaeth,TE,PIT,CIN,1.40
Dante Rosario,TE,CAR,ATL,1.40
Daniel Graham,TE,DEN,ARI,1.30
Tony Scheffler,TE,DET,GB,1.30
Billy Bajema,TE,LAR,NO,1.00
Michael Turner,RB,ATL,CAR,34.40
Tim Hightower,RB,ARI,DEN,28.80
Ahmad Bradshaw,RB,NYG,MIN,25.50
Maurice Jones-Drew,RB,JAX,OAK,24.00
Ryan Torain,RB,WAS,TB,23.20
Brian Westbrook,RB,SF,SEA,23.00
Knowshon Moreno,RB,DEN,ARI,22.30
LeSean McCoy,RB,PHI,DAL,21.30
Brandon Jacobs,RB,NYG,MIN,20.60
Ray Rice,RB,BAL,HOU,20.00
Rashad Jennings,RB,JAX,OAK,19.90
Arian Foster,RB,HOU,BAL,19.50
Felix Jones,RB,DAL,PHI,18.30
Peyton Hillis,RB,CLE,BUF,17.80
Steven Jackson,RB,LAR,NO,16.40
Fred Jackson,RB,BUF,CLE,15.50
Darren Sproles,RB,LAC,KC,15.40
Jonathan Stewart,RB,CAR,ATL,15.30
Mike Tolbert,FB,LAC,KC,14.90
Mike Goodson,RB,CAR,ATL,14.60
Ryan Mathews,RB,LAC,KC,14.10
Marshawn Lynch,RB,SEA,SF,13.60
Reggie Bush,RB,NO,LAR,11.10
Javarris James,RB,IND,TEN,10.90
Pierre Thomas,RB,NO,LAR,10.80
Keiland Williams,RB,WAS,TB,10.60
Danny Woodhead,RB,NE,CHI,10.20
Leon Washington,RB,SEA,SF,9.30
Donald Brown,RB,IND,TEN,9.20
Marcel Reece,FB,OAK,JAX,9.10
BenJarvus Green-Ellis,RB,NE,CHI,8.70
Rashard Mendenhall,RB,PIT,CIN,8.50
Matt Forte,RB,CHI,NE,8.10
Cadillac Williams,RB,TB,WAS,8.00
Chester Taylor,RB,CHI,NE,7.90
Anthony Dixon,RB,SF,SEA,7.80
Shonn Greene,RB,NYJ,MIA,7.60
Cedric Benson,RB,CIN,PIT,7.50
LaDainian Tomlinson,RB,NYJ,MIA,7.40
Jamaal Charles,RB,KC,LAC,6.90
Willis McGahee,RB,BAL,HOU,6.70
Maurice Morris,RB,DET,GB,6.70
LeGarrette Blount,RB,TB,WAS,5.80
Brandon Jackson,RB,GB,DET,5.80
Ahmard Hall,FB,TEN,IND,5.60
Keith Toston,RB,LAR,NO,5.50
Jahvid Best,RB,DET,GB,5.20
Tyrell Sutton,RB,CAR,ATL,5.00
Shayne Graham,K,NE,CHI,0.00
Adam Vinatieri,K,IND,TEN,0.00
David Akers,K,PHI,DAL,0.00
Shaun Suisham,K,PIT,CIN,0.00
Connor Barth,K,TB,WAS,0.00
David Buehler,K,DAL,PHI,0.00
Josh Scobee,K,JAX,OAK,0.00
Neil Rackers,K,HOU,BAL,0.00
Nate Kaeding,K,LAC,KC,0.00
Matt Bryant,K,ATL,CAR,0.00
Josh Brown,K,LAR,NO,0.00
Garrett Hartley,K,NO,LAR,0.00
Sebastian Janikowski,K,OAK,JAX,0.00
Rian Lindell,K,BUF,CLE,0.00
Steven Hauschka,K,DEN,ARI,0.00
Phil Dawson,K,CLE,BUF,0.00
Nick Folk,K,NYJ,MIA,0.00
Dan Carpenter,K,MIA,NYJ,0.00
Graham Gano,K,WAS,TB,0.00
John Kasay,K,CAR,ATL,0.00
Billy Cundiff,K,BAL,HOU,0.00
Rob Bironas,K,TEN,IND,0.00
Mason Crosby,K,GB,DET,0.00
Lawrence Tynes,K,NYG,MIN,0.00
Ryan Longwell,K,MIN,NYG,0.00
Olindo Mare,K,SEA,SF,0.00
Clint Stitser,K,CIN,PIT,0.00
Robbie Gould,K,CHI,NE,0.00
Dave Rayner,K,DET,GB,0.00
Thomas Howard,K,OAK,JAX,0.00
Ryan Succop,K,KC,LAC,0.00
Rhys Lloyd,K,CAR,ATL,0.00
New England Patriots,DST,NE,CHI,20.00
New Orleans Saints,DST,NO,LAR,19.00
Detroit Lions,DST,DET,GB,17.00
Baltimore Ravens,DST,BAL,HOU,17.00
Miami Dolphins,DST,MIA,NYJ,17.00
San Francisco 49ers,DST,SF,SEA,17.00
