Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Nick Folk,K,7,NYJ,NE,4,4,100,54,2,2,0.00,2012
2,Sebastian Janikowski,K,7,OAK,JAX,4,5,80,40,2,2,0.00,2012
3,Dan Bailey,K,7,DAL,CAR,4,4,100,49,1,1,0.00,2012
4,Mason Crosby,K,7,GB,LAR,3,4,75,48,3,3,0.00,2012
5,Justin Tucker,K,7,BAL,HOU,2,2,100,54,1,1,0.00,2012
6,Shayne Graham,K,7,HOU,BAL,2,2,100,33,5,5,0.00,2012
7,Kai Forbath,K,7,WAS,NYG,3,3,100,45,2,2,0.00,2012
8,Josh Scobee,K,7,JAX,OAK,3,3,100,50,2,2,0.00,2012
9,Rian Lindell,K,7,BUF,TEN,2,2,100,42,4,4,0.00,2012
10,Shaun Suisham,K,7,PIT,CIN,3,3,100,47,1,1,0.00,2012
11,Lawrence Tynes,K,7,NYG,WAS,2,2,100,39,3,3,0.00,2012
12,Stephen Gostkowski,K,7,NE,NYJ,2,2,100,48,3,3,0.00,2012
13,Steven Hauschka,K,7,SEA,SF,2,3,67,52,0,0,0.00,2012
14,Greg Zuerlein,K,7,LAR,GB,2,2,100,50,2,2,0.00,2012
15,David Akers,K,7,SF,SEA,2,2,100,38,1,1,0.00,2012
16,Robbie Gould,K,7,CHI,DET,2,3,67,39,1,1,0.00,2012
17,Rob Bironas,K,7,TEN,BUF,0,0,0,0,5,5,0.00,2012
18,Adam Vinatieri,K,7,IND,CLE,1,1,100,38,2,2,0.00,2012
19,Garrett Hartley,K,7,NO,TB,0,0,0,0,5,5,0.00,2012
20,Mike Nugent,K,7,CIN,PIT,1,1,100,48,2,2,0.00,2012
21,Connor Barth,K,7,TB,NO,0,1,0,0,4,4,0.00,2012
22,Blair Walsh,K,7,MIN,ARI,0,0,0,0,3,3,0.00,2012
23,Justin Medlock,K,7,CAR,DAL,0,0,0,0,2,2,0.00,2012
24,Jay Feely,K,7,ARI,MIN,0,1,0,0,2,2,0.00,2012
25,Phil Dawson,K,7,CLE,IND,0,0,0,0,1,1,0.00,2012
26,Jason Hanson,K,7,DET,CHI,0,0,0,0,1,1,0.00,2012
